execution_adjustment_cents,description,bets,roi,units
-15,positive = bettor improvement; negative = worse fill,683,0.03196225742134249,21.83022181877692
-10,positive = bettor improvement; negative = worse fill,683,0.0517732080962704,35.36110112975268
-5,positive = bettor improvement; negative = worse fill,683,0.07216141737114821,49.28624806449423
0,positive = bettor improvement; negative = worse fill,683,0.09319627725054025,63.653057362118986
5,positive = bettor improvement; negative = worse fill,683,0.11495903436819342,78.51702047347611
10,positive = bettor improvement; negative = worse fill,683,0.1375454944542329,93.94357271224106
15,positive = bettor improvement; negative = worse fill,683,0.16106951953844245,110.0104818447562
