model,validity,start,end,bets,wins,losses,pushes,win_rate,avg_odds,breakeven_win_rate,roi,units,binomial_p_vs_breakeven,bootstrap_roi_ci_lo,bootstrap_roi_ci_mid,bootstrap_roi_ci_hi,t_stat_units_per_bet,max_drawdown_units,longest_losing_streak,prob_true_roi_lte_0,clv_bets,avg_clv_pct,median_clv_pct,positive_clv_rate,group_type,group
133,grouped_current_model,2026-04-01,2026-06-25,17,11,6,0,0.6470588235294118,25.705882352941178,0.5044850139412228,0.29147991223788583,4.955158508044059,0.17563664752368177,-0.19234611472614774,0.293906458640804,0.7402313541609502,1.1965758524473311,-2.5364396654719243,2,0.1134,12,-2.090508720695308,0.07744632915230865,0.5,opponent,133
134,grouped_current_model,2026-03-28,2026-06-29,22,12,10,0,0.5454545454545454,-16.136363636363637,0.5131723451101636,0.08423076564188677,1.8530768441215089,0.4651726919073401,-0.35110117238644484,0.08023027324390147,0.49121563357905723,0.38335368343594634,-6.310344827586206,4,0.3578,9,-0.44409405987643663,0.933532486930555,0.5555555555555556,opponent,134
135,grouped_current_model,2026-03-26,2026-06-28,18,10,8,0,0.5555555555555556,-35.111111111111114,0.5247613793268603,0.06127479814563926,1.1029463666215067,0.49141892383032093,-0.36184826209976567,0.06536414510267344,0.5016179806119038,0.2608339719484827,-3.375,3,0.3902,6,1.8000979423080186,-0.4500440029537644,0.3333333333333333,opponent,135
136,grouped_current_model,2026-04-08,2026-06-28,16,9,7,0,0.5625,-4.375,0.5060138292247157,0.09109917599340898,1.4575868158945438,0.42081288716444043,-0.3876052992047455,0.08678025292901301,0.5751889468130393,0.35971974052879413,-2.0,3,0.3548,7,-4.691276689904447,-1.6103059581320411,0.14285714285714285,opponent,136
137,grouped_current_model,2026-04-01,2026-06-28,20,10,10,0,0.5,-60.15,0.5404746758386305,-0.09482639889597966,-1.8965279779195932,0.7223630020159105,-0.477013644906486,-0.0966780817391879,0.29431767881241566,-0.4539030044021231,-2.3421052631578947,2,0.676,5,-0.6474134298211212,0.0,0.4,opponent,137
138,grouped_current_model,2026-03-29,2026-06-11,15,7,8,0,0.4666666666666667,63.46666666666667,0.4895949676698442,-0.014695652173913103,-0.22043478260869653,0.6671998622795435,-0.5686666666666668,-0.014028985507246457,0.5379420289855071,-0.05197336892629006,-4.84,4,0.5408,5,-0.5700797176828324,1.2765957446808418,0.6,opponent,138
139,grouped_current_model,2026-03-30,2026-06-24,29,18,11,0,0.6206896551724138,-22.448275862068964,0.5220332952071791,0.18795508644762507,5.450697506981127,0.1904171853206305,-0.15338687745514648,0.19468610913586326,0.5217138028242904,1.0452181266715979,-4.759493483547923,3,0.143,11,-0.038523088824961894,0.0,0.36363636363636365,opponent,139
140,grouped_current_model,2026-04-03,2026-06-28,18,8,10,0,0.4444444444444444,21.5,0.4978334972554084,-0.11719702027174465,-2.1095463648914037,0.7538351086062177,-0.5617992348134753,-0.11719702027174464,0.34767676365042627,-0.48369685049159167,-4.414707655213984,3,0.6866,8,3.8960780440791543,3.254696373962429,0.75,opponent,140
141,grouped_current_model,2026-04-08,2026-06-29,19,13,6,0,0.6842105263157895,-28.36842105263158,0.524884100320531,0.34176193038846386,6.493476677380814,0.12224466806718656,-0.10948141734827259,0.3477920815384108,0.7466619324966974,1.5457836821967856,-2.0,2,0.0612,7,1.8800964890576224,1.2397334573066798,0.5714285714285714,opponent,141
142,grouped_current_model,2026-04-02,2026-06-24,28,18,10,0,0.6428571428571429,-28.535714285714285,0.5262123807640762,0.23365503989243228,6.542341116988104,0.14746142399500944,-0.1210881125004897,0.23749259442699144,0.5769509556222477,1.2952363324059033,-2.375,2,0.0936,10,6.535538547866308,5.948311226582803,0.7,opponent,142
143,grouped_current_model,2026-03-29,2026-06-29,31,12,19,0,0.3870967741935484,-32.70967741935484,0.5304756987151725,-0.27176977287219883,-8.424862959038164,0.962615440024364,-0.5950366430798798,-0.277898824121235,0.059855856414749234,-1.6041043319715806,-10.382757695880269,4,0.9496,12,2.3168761603555157,0.6673407482305493,0.5833333333333334,opponent,143
144,grouped_current_model,2026-03-27,2026-06-28,30,19,11,0,0.6333333333333333,-8.733333333333333,0.5057364226795271,0.24697803765118048,7.409341129535415,0.11178429537207432,-0.10065416357968658,0.24948321836474674,0.5822546689940653,1.3778868485261275,-3.0,3,0.081,13,7.402682532209374,4.306220095693769,0.7692307692307693,opponent,144
145,grouped_current_model,2026-04-07,2026-06-23,39,18,21,0,0.46153846153846156,-26.358974358974358,0.5253601704067791,-0.10302289194193659,-4.017892785735527,0.8310960572127168,-0.4157294887903899,-0.10411754206040533,0.20987623588620966,-0.6466997436617447,-7.041197604790421,7,0.742,19,1.821424087037196,2.114164904862581,0.5789473684210527,opponent,145
146,grouped_current_model,2026-04-03,2026-06-24,36,20,16,0,0.5555555555555556,-4.833333333333333,0.5191373254301874,0.0961900944244796,3.4628433992812653,0.39437101601728686,-0.2421634933061549,0.09504644036253232,0.4188722698881556,0.5698207826441624,-3.310344827586207,3,0.278,19,0.827631684773971,0.9174311926605672,0.5789473684210527,opponent,146
147,grouped_current_model,2026-03-27,2026-06-26,25,16,9,0,0.64,-24.32,0.5241954594747688,0.2440818147569762,6.102045368924405,0.1689169848818455,-0.14117333859167755,0.24896909547613047,0.6000682479648706,1.2555309443842932,-4.2592592592592595,3,0.0996,10,0.7554063224184562,2.6735961330504825,0.6,opponent,147
158,grouped_current_model,2026-03-30,2026-06-20,25,20,5,0,0.8,-39.4,0.5232680418953103,0.5535356168335355,13.838390420838387,0.004095610041750119,0.23273506150326131,0.5602922226886273,0.8430604346910769,3.352815775718902,-2.0,2,0.0004,12,3.0546966479110886,1.2796525225526323,0.8333333333333334,opponent,158
