section,group,n,mean_abs_move_pp,mean_dk_clv_pp,mean_sharp_clv_pp,mean_divergence_pp,dk_positive_pct,sharp_positive_pct,settled_n,win_pct
bucket,BIG_MOVE_abs_gt_5pp,17,10.35477458856023,7.563917145460199,-4.678777416828247,12.242694562288445,76.47058823529412,0.0,15,40.0
bucket,SMALL_MOVE_abs_lt_2pp,13,1.0240537242779033,-0.4672866766521902,-2.3007492940181677,1.8334626173659776,23.076923076923077,15.384615384615385,9,33.33333333333333
bucket,MID_MOVE_2_to_5pp,17,3.0861371213401467,-2.400106782488619,-1.818697931904308,-0.5814088505843111,11.76470588235294,17.647058823529413,15,20.0
side,ALL,47,5.144855265615302,1.7385116888093275,-2.986528122355098,4.725039811164425,38.297872340425535,10.638297872340425,39,30.76923076923077
side,OVER,34,4.725877321352045,0.7258124179796693,-3.34889816211722,4.074710580096889,29.411764705882355,8.823529411764707,27,33.33333333333333
side,UNDER,13,6.240643735226895,4.387109781748434,-2.038791095284933,6.425900877033366,61.53846153846154,15.384615384615385,12,25.0
win_by_sharp_clv,SHARP_CLV_POS,5,2.6089400501573663,0.33606179662830016,3.1013657384056073,-2.765303941777307,60.0,100.0,5,20.0
win_by_sharp_clv,SHARP_CLV_NEG,42,5.446749934122199,1.905470009307069,-3.711277391493277,5.616747400800346,35.714285714285715,0.0,34,32.35294117647059
