year,date,pitcher_name,pitcher,line,side,edge_pct,entry_odds,entry_cents,sharp_source,sharp_side_close_cents,sharp_clv_pp,dk_close_odds,dk_close_cents,dk_clv_pp,abs_dk_move_pp,divergence_pp,actual,won_bool,result,edge_band
2025,2025-03-27,Blake Snell,Blake Snell,6.5,under,33.171671676037626,115.0,46.51162790697674,pinnacle,47.38819463977177,0.8765667327950268,-105.0,51.21951219512195,4.707884288145209,4.707884288145209,3.831317555350182,2.0,True,W,20+
2025,2025-03-27,Freddy Peralta,Freddy Peralta,5.5,under,14.444860387204784,125.0,44.44444444444444,pinnacle,41.757244960197696,-2.6871994842467473,125.0,44.44444444444444,0.0,0.0,2.6871994842467473,8.0,False,L,<15
2025,2025-03-29,Justin Verlander,Justin Verlander,4.5,under,11.640324173580808,-115.0,53.48837209302325,pinnacle,51.91532258064516,-1.5730495123780912,-120.0,54.54545454545454,1.0570824524312883,1.0570824524312883,2.6301319648093795,5.0,False,L,<15
2025,2025-03-29,Bailey Falter,Bailey Falter,3.5,over,18.19671667614705,120.0,45.45454545454545,pinnacle,41.48606811145511,-3.968477343090342,120.0,45.45454545454545,0.0,0.0,3.968477343090342,4.0,True,W,15-20
2025,2025-03-30,Nick Pivetta,Nick Pivetta,5.5,under,10.03370935148422,100.0,50.0,pinnacle,43.65299334811531,-6.347006651884691,110.0,47.61904761904761,-2.3809523809523867,2.3809523809523867,3.966054270932304,4.0,True,W,<15
2025,2025-03-30,JP Sears,JP Sears,4.5,over,18.20370520942619,130.0,43.47826086956522,pinnacle,44.08015861775952,0.601897748194304,120.0,45.45454545454545,1.9762845849802346,1.9762845849802346,1.3743868367859307,7.0,True,W,15-20
2025,2025-03-30,Andrew Heaney,Andrew Heaney,4.5,over,20.160285159153705,130.0,43.47826086956522,pinnacle,40.64561734213006,-2.8326435274351596,130.0,43.47826086956522,0.0,0.0,2.8326435274351596,2.0,False,L,20+
2025,2025-03-30,Michael Wacha,Michael Wacha,4.5,under,18.101249175544144,110.0,47.61904761904761,pinnacle,45.34678056674068,-2.272267052306937,105.0,48.78048780487805,1.1614401858304362,1.1614401858304362,3.433707238137373,2.0,True,W,15-20
2025,2025-03-30,Jacob deGrom,Jacob deGrom,6.5,under,35.89060187681056,110.0,47.61904761904761,betonlineag,53.677011471401016,6.057963852353403,-115.0,53.48837209302325,5.869324473975638,5.869324473975638,-0.1886393783777649,6.0,True,W,20+
2025,2025-03-30,Taj Bradley,Taj Bradley,6.5,under,25.013143247571744,-105.0,51.21951219512195,pinnacle,46.28717746700807,-4.932334728113879,105.0,48.78048780487805,-2.439024390243901,2.439024390243901,2.4933103378699784,7.0,False,L,20+
2025,2025-03-31,Drew Rasmussen,Drew Rasmussen,4.5,under,33.28058951869692,110.0,47.61904761904761,pinnacle,46.48945047085469,-1.1295971481929215,110.0,47.61904761904761,0.0,0.0,1.1295971481929215,4.0,True,W,20+
2025,2025-03-31,Bowden Francis,Bowden Francis,4.5,under,21.410713556795457,115.0,46.51162790697674,pinnacle,45.76614849859998,-0.7454794083767595,100.0,50.0,3.4883720930232585,3.4883720930232585,4.233851501400018,4.0,True,W,20+
2025,2025-04-01,Will Warren,Will Warren,4.5,over,11.993513340894058,115.0,46.51162790697674,pinnacle,41.648468209895796,-4.863159697080945,115.0,46.51162790697674,0.0,0.0,4.863159697080945,4.0,False,L,<15
2025,2025-04-02,Kyle Freeland,Kyle Freeland,4.5,under,11.395778172915394,100.0,50.0,pinnacle,47.677518377898046,-2.3224816221019537,100.0,50.0,0.0,0.0,2.3224816221019537,3.0,True,W,<15
2025,2025-04-02,Jameson Taillon,Jameson Taillon,4.5,over,21.821888469386565,135.0,42.5531914893617,pinnacle,45.88754646840149,3.3343549790397873,100.0,50.0,7.446808510638299,7.446808510638299,4.112453531598511,7.0,True,W,20+
2025,2025-04-02,Jeffrey Springs,Jeffrey Springs,5.5,over,14.55306100736965,120.0,45.45454545454545,pinnacle,47.591522157996145,2.136976703450692,115.0,46.51162790697674,1.0570824524312883,1.0570824524312883,-1.0798942510194038,3.0,False,L,<15
2025,2025-04-02,Luis Castillo,Luis Castillo,6.5,over,15.052411479840975,100.0,50.0,pinnacle,51.1061946902655,1.1061946902654967,-115.0,53.48837209302325,3.4883720930232514,3.4883720930232514,2.3821774027577547,5.0,False,L,15-20
2025,2025-04-02,Framber Valdez,Framber Valdez,5.5,over,10.27742010030645,-125.0,55.55555555555556,pinnacle,57.17415842241551,1.618602866859952,-160.0,61.53846153846154,5.982905982905983,5.982905982905983,4.364303116046031,9.0,True,W,<15
2025,2025-04-02,Sonny Gray,Sonny Gray,6.5,over,23.63586184002541,130.0,43.47826086956522,consensus,38.27074467643863,-5.207516193126587,,,,,,9.0,True,W,20+
2025,2025-04-02,Clay Holmes,Clay Holmes,4.5,under,16.94760563468991,125.0,44.44444444444444,betonlineag,42.72363150867823,-1.7208129357662116,120.0,45.45454545454545,1.0101010101010104,1.0101010101010104,2.730913945867222,6.0,False,L,15-20
2025,2025-04-02,Paul Skenes,Paul Skenes,7.5,under,19.368910234367387,-110.0,52.38095238095239,pinnacle,49.69460053750305,-2.686351843449337,-110.0,52.38095238095239,0.0,0.0,2.686351843449337,6.0,True,W,15-20
2025,2025-04-02,Ben Lively,Ben Lively,3.5,over,13.794155976666566,125.0,44.44444444444444,pinnacle,43.23499491353001,-1.2094495309144335,120.0,45.45454545454545,1.0101010101010104,1.0101010101010104,2.219550541015444,4.0,True,W,<15
2025,2025-04-03,Carlos Carrasco,Carlos Carrasco,3.5,over,23.06607613813712,125.0,44.44444444444444,pinnacle,41.48606811145511,-2.9583763329893316,135.0,42.5531914893617,-1.8912529550827415,1.8912529550827415,1.06712337790659,5.0,True,W,20+
2025,2025-04-04,Dean Kremer,Dean Kremer,4.5,over,12.32474403482644,110.0,47.61904761904761,pinnacle,46.00959018462076,-1.6094574344268509,110.0,47.61904761904761,0.0,0.0,1.6094574344268509,1.0,False,L,<15
2025,2025-04-04,Brandon Pfaadt,Brandon Pfaadt,5.5,over,7.625070671715662,-110.0,52.38095238095239,pinnacle,43.23499491353001,-9.145957467422377,115.0,46.51162790697674,-5.869324473975645,5.869324473975645,3.276632993446732,4.0,False,L,<15
2025,2025-04-04,Yoshinobu Yamamoto,Yoshinobu Yamamoto,5.5,under,19.926251925418235,120.0,45.45454545454545,pinnacle,42.36739974126779,-3.087145713277664,120.0,45.45454545454545,0.0,0.0,3.087145713277664,5.0,True,W,15-20
2025,2025-04-05,Jacob deGrom,Jacob deGrom,6.5,under,39.132453471089846,125.0,44.44444444444444,pinnacle,41.81206576755007,-2.632378676894376,125.0,44.44444444444444,0.0,0.0,2.632378676894376,3.0,True,W,20+
2025,2025-04-05,AJ Smith-Shawver,AJ Smith-Shawver,4.5,under,21.202404157127187,135.0,42.5531914893617,consensus,37.42203742203743,-5.131154067324275,,,,,,6.0,False,L,20+
2025,2025-04-05,Nick Pivetta,Nick Pivetta,5.5,under,7.111694890327569,105.0,48.78048780487805,pinnacle,45.811518324607334,-2.968969480270715,100.0,50.0,1.2195121951219505,1.2195121951219505,4.188481675392666,4.0,True,W,<15
2025,2025-04-05,Roki Sasaki,Roki Sasaki,4.5,under,9.498793580694596,-150.0,60.0,pinnacle,55.551556595285234,-4.448443404714766,-160.0,61.53846153846154,1.53846153846154,1.53846153846154,5.986904943176306,4.0,True,W,<15
2025,2025-04-05,Cal Quantrill,Cal Quantrill,3.5,over,7.242914123249799,-110.0,52.38095238095239,pinnacle,51.30795235028976,-1.0730000306626266,-110.0,52.38095238095239,0.0,0.0,1.0730000306626266,4.0,True,W,<15
2025,2025-04-05,Taj Bradley,Taj Bradley,5.5,over,9.601435745453967,-105.0,51.21951219512195,pinnacle,46.979581974145226,-4.239930220976724,105.0,48.78048780487805,-2.439024390243901,2.439024390243901,1.8009058307328232,7.0,True,W,<15
2025,2025-04-06,Tyler Glasnow,Tyler Glasnow,6.5,under,15.434818135002793,115.0,46.51162790697674,consensus,41.40066958200199,-5.110958324974753,,,,,,2.0,True,W,15-20
2025,2025-04-06,Drew Rasmussen,Drew Rasmussen,4.5,under,37.53749225570423,110.0,47.61904761904761,pinnacle,49.59548561951377,1.9764380004661533,100.0,50.0,2.3809523809523867,2.3809523809523867,0.40451438048623345,4.0,True,W,20+
2025,2025-04-06,Bowden Francis,Bowden Francis,4.5,over,7.278386415238525,-105.0,51.21951219512195,pinnacle,58.18793423244993,6.968422037327983,-140.0,58.333333333333336,7.113821138211385,7.113821138211385,0.14539910088340235,6.0,True,W,<15
2025,2025-04-06,Jackson Jobe,Jackson Jobe,4.5,under,11.837132220767565,105.0,48.78048780487805,pinnacle,55.551556595285234,6.771068790407185,-130.0,56.52173913043478,7.741251325556732,7.741251325556732,0.9701825351495472,4.0,True,W,<15
2025,2025-04-07,Justin Steele,Justin Steele,5.5,under,16.028815638922577,105.0,48.78048780487805,pinnacle,49.797767351561234,1.0172795466831843,-105.0,51.21951219512195,2.439024390243901,2.439024390243901,1.4217448435607167,8.0,False,L,15-20
2025,2025-04-07,Nathan Eovaldi,Nathan Eovaldi,5.5,under,13.142657273446812,105.0,48.78048780487805,pinnacle,41.06032244429685,-7.720165360581198,115.0,46.51162790697674,-2.268859897901308,2.268859897901308,5.4513054626798905,4.0,True,W,<15
2025,2025-04-08,Kyle Hendricks,Kyle Hendricks,3.5,over,13.013180744255216,105.0,48.78048780487805,pinnacle,47.18423169750603,-1.596256107372021,-105.0,51.21951219512195,2.439024390243901,2.439024390243901,4.035280497615922,4.0,True,W,<15
2025,2025-04-08,Carlos Carrasco,Carlos Carrasco,4.5,over,9.386324250437838,110.0,47.61904761904761,pinnacle,38.0141122624118,-9.604935356635814,135.0,42.5531914893617,-5.065856129685912,5.065856129685912,4.539079226949902,3.0,False,L,<15
2025,2025-04-08,Paul Skenes,Paul Skenes,6.5,under,22.264225628457712,115.0,46.51162790697674,consensus,42.03477312341767,-4.4768547835590695,,,,,,7.0,False,L,20+
2025,2025-04-08,Brad Lord,Brad Lord,2.5,over,29.20539813343101,110.0,47.61904761904761,pinnacle,37.49692648143594,-10.122121137611671,120.0,45.45454545454545,-2.16450216450216,2.16450216450216,7.957618973109511,4.0,True,W,20+
2025,2025-04-08,Cole Ragans,Cole Ragans,6.5,under,14.1121265132084,115.0,46.51162790697674,pinnacle,42.25670139672914,-4.2549265102476,115.0,46.51162790697674,0.0,0.0,4.2549265102476,11.0,False,L,<15
2025,2025-04-08,Easton Lucas,Easton Lucas,3.5,under,7.068814747356855,110.0,47.61904761904761,pinnacle,44.56633527596846,-3.0527123430791505,110.0,47.61904761904761,0.0,0.0,3.0527123430791505,8.0,False,L,<15
2025,2025-04-09,Tanner Houck,Tanner Houck,4.5,over,10.946179598359528,120.0,45.45454545454545,consensus,39.29121057037285,-6.163334884172606,,,,,,2.0,False,L,<15
2025,2025-04-09,Luis Castillo,Luis Castillo,3.5,over,21.17218723281352,-130.0,56.52173913043478,pinnacle,58.93967755570315,2.4179384252683676,-140.0,58.333333333333336,1.8115942028985543,1.8115942028985543,-0.6063442223698132,6.0,True,W,20+
2025,2025-04-09,Erick Fedde,Erick Fedde,4.5,over,18.172286995182983,120.0,45.45454545454545,pinnacle,47.8813559322034,2.426810477657945,100.0,50.0,4.545454545454547,4.545454545454547,2.118644067796602,2.0,False,L,15-20
2025,2025-04-09,Taijuan Walker,Taijuan Walker,3.5,over,12.753223882598618,-120.0,54.54545454545454,pinnacle,49.28711096627018,-5.258343579184363,-120.0,54.54545454545454,0.0,0.0,5.258343579184363,5.0,True,W,<15
2025,2025-04-09,Tyler Mahle,Tyler Mahle,4.5,under,13.92284656828866,115.0,46.51162790697674,pinnacle,44.26358249446706,-2.2480454125096827,115.0,46.51162790697674,0.0,0.0,2.2480454125096827,4.0,True,W,<15
2025,2025-04-09,Max Fried,Max Fried,6.5,over,16.33067844474889,120.0,45.45454545454545,consensus,39.215181914315934,-6.239363540229519,,,,,,11.0,True,W,15-20
2025,2025-04-10,Walker Buehler,Walker Buehler,3.5,over,15.19047644351078,125.0,44.44444444444444,pinnacle,39.450452438755235,-4.993992005689208,120.0,45.45454545454545,1.0101010101010104,1.0101010101010104,6.004093015790218,7.0,True,W,15-20
2025,2025-04-11,Tanner Bibee,Tanner Bibee,5.5,over,11.737231942490125,115.0,46.51162790697674,pinnacle,42.536547205788885,-3.9750807011878564,115.0,46.51162790697674,0.0,0.0,3.9750807011878564,4.0,False,L,<15
2025,2025-04-11,Mitchell Parker,Mitchell Parker,4.5,over,19.929080191658024,120.0,45.45454545454545,pinnacle,40.4422461448938,-5.012299309651652,115.0,46.51162790697674,1.0570824524312883,1.0570824524312883,6.069381762082941,3.0,False,L,15-20
2025,2025-04-13,Kodai Senga,Kodai Senga,5.5,over,28.58419456468858,110.0,47.61904761904761,pinnacle,49.79776735156123,2.1787197325136134,-110.0,52.38095238095239,4.761904761904773,4.761904761904773,2.58318502939116,4.0,False,L,20+
2025,2025-04-13,Colin Rea,Colin Rea,3.5,over,28.58439173789453,145.0,40.816326530612244,pinnacle,35.092880558123895,-5.723445972488349,150.0,40.0,-0.816326530612244,0.816326530612244,4.907119441876105,5.0,True,W,20+
2025,2025-04-13,Zack Wheeler,Zack Wheeler,6.5,over,7.295004145176287,110.0,47.61904761904761,pinnacle,41.06032244429684,-6.558725174750776,110.0,47.61904761904761,0.0,0.0,6.558725174750776,3.0,False,L,<15
2025,2025-04-13,Kyle Hendricks,Kyle Hendricks,3.5,over,19.9593828417707,135.0,42.5531914893617,pinnacle,38.93028669279857,-3.622904796563134,140.0,41.66666666666667,-0.88652482269503,0.88652482269503,2.736379973868104,1.0,False,L,15-20
2025,2025-04-14,Tarik Skubal,Tarik Skubal,6.5,under,11.258274675020708,115.0,46.51162790697674,pinnacle,41.06032244429685,-5.4513054626798905,120.0,45.45454545454545,-1.0570824524312883,1.0570824524312883,4.394223010248602,9.0,False,L,<15
2025,2025-04-14,Paul Skenes,Paul Skenes,6.5,under,22.89868662052776,125.0,44.44444444444444,consensus,40.903213814875905,-3.5412306295685383,,,,,,6.0,True,W,20+
2025,2025-04-14,Grant Holmes,Grant Holmes,4.5,over,14.852721637445343,125.0,44.44444444444444,pinnacle,39.116428900138054,-5.328015544306389,125.0,44.44444444444444,0.0,0.0,5.328015544306389,4.0,False,L,<15
2025,2025-04-14,Brad Lord,Brad Lord,3.5,over,34.848799166234855,135.0,42.5531914893617,pinnacle,41.112307902362055,-1.4408835869996466,135.0,42.5531914893617,0.0,0.0,1.4408835869996466,1.0,False,L,20+
2025,2025-04-14,Carlos Carrasco,Carlos Carrasco,3.5,over,12.650719413305625,-110.0,52.38095238095239,pinnacle,49.59548561951378,-2.785466761438606,-115.0,53.48837209302325,1.1074197120708646,1.1074197120708646,3.8928864735094706,4.0,True,W,<15
2025,2025-04-15,Spencer Schwellenbach,Spencer Schwellenbach,4.5,over,11.399614079515864,-115.0,53.48837209302325,pinnacle,50.40451438048623,-3.083857712537018,-115.0,53.48837209302325,0.0,0.0,3.083857712537018,3.0,False,L,<15
2025,2025-04-15,Sean Burke,Sean Burke,4.5,over,9.220558558921876,105.0,48.78048780487805,pinnacle,43.41138266962912,-5.36910513524893,105.0,48.78048780487805,0.0,0.0,5.36910513524893,2.0,False,L,<15
2025,2025-04-16,Spencer Strider,Spencer Strider,5.5,under,26.940226983331904,115.0,46.51162790697674,pinnacle,41.81206576755007,-4.699562139426675,105.0,48.78048780487805,2.268859897901308,2.268859897901308,6.968422037327983,5.0,True,W,20+
2025,2025-04-16,Aaron Nola,Aaron Nola,6.5,over,23.846534439270783,115.0,46.51162790697674,pinnacle,41.97687311896088,-4.53475478801586,115.0,46.51162790697674,0.0,0.0,4.53475478801586,8.0,True,W,20+
2025,2025-04-16,Dean Kremer,Dean Kremer,4.5,under,9.230279751711324,110.0,47.61904761904761,pinnacle,48.674443266171785,1.0553956471241719,100.0,50.0,2.3809523809523867,2.3809523809523867,1.3255567338282148,2.0,True,W,<15
2025,2025-04-16,Bailey Falter,Bailey Falter,3.5,under,17.8251737767794,135.0,42.5531914893617,pinnacle,46.209273182957396,3.656081693595695,120.0,45.45454545454545,2.901353965183752,2.901353965183752,-0.7547277284119431,2.0,True,W,15-20
2025,2025-04-16,Nick Pivetta,Nick Pivetta,5.5,under,13.845807267045773,120.0,45.45454545454545,pinnacle,43.297422610118645,-2.1571228444268087,115.0,46.51162790697674,1.0570824524312883,1.0570824524312883,3.214205296858097,6.0,False,L,<15
2025,2025-04-16,Zack Littell,Zack Littell,5.5,over,15.77854018502256,120.0,45.45454545454545,pinnacle,44.263582494467045,-1.1909629600784086,115.0,46.51162790697674,1.0570824524312883,1.0570824524312883,2.248045412509697,5.0,False,L,15-20
2025,2025-04-16,Sean Newcomb,Sean Newcomb,4.5,over,18.59539510429474,125.0,44.44444444444444,pinnacle,43.23499491353001,-1.2094495309144335,125.0,44.44444444444444,0.0,0.0,1.2094495309144335,4.0,False,L,15-20
2025,2025-04-16,Kris Bubic,Kris Bubic,5.5,under,10.848732702413264,105.0,48.78048780487805,pinnacle,49.19057833178194,0.41009052690389325,-120.0,54.54545454545454,5.76496674057649,5.76496674057649,5.354876213672597,6.0,False,L,<15
2025,2025-04-17,Andre Pallante,Andre Pallante,4.5,over,12.93393446482931,125.0,44.44444444444444,pinnacle,42.36739974126779,-2.0770447031766537,,,,,,2.0,False,L,<15
2025,2025-04-17,Andrew Heaney,Andrew Heaney,4.5,over,8.212938127679925,-110.0,52.38095238095239,pinnacle,53.990409815379245,1.609457434426858,-125.0,55.55555555555556,3.1746031746031704,3.1746031746031704,1.5651457401763125,4.0,False,L,<15
2025,2025-04-18,Colin Rea,Colin Rea,3.5,over,7.060934132063911,-105.0,51.21951219512195,pinnacle,46.08654897672238,-5.132963218399567,100.0,50.0,-1.2195121951219505,1.2195121951219505,3.9134510232776165,5.0,True,W,<15
2025,2025-04-18,Corbin Burnes,Corbin Burnes,5.5,over,14.86800108178301,110.0,47.61904761904761,pinnacle,40.64561734213006,-6.973430276917554,115.0,46.51162790697674,-1.1074197120708718,1.1074197120708718,5.8660105648466825,3.0,False,L,<15
2025,2025-04-18,Bryan Woo,Bryan Woo,4.5,over,16.058812488020756,110.0,47.61904761904761,pinnacle,43.83284145084959,-3.786206168198021,-105.0,51.21951219512195,3.6004645760743372,3.6004645760743372,7.386670744272358,4.0,False,L,15-20
2025,2025-04-18,Zack Wheeler,Zack Wheeler,7.5,under,9.686542964384737,100.0,50.0,pinnacle,52.20573491076799,2.205734910767987,-105.0,51.21951219512195,1.2195121951219505,1.2195121951219505,-0.9862227156460364,13.0,False,L,<15
2025,2025-04-18,Chris Paddack,Chris Paddack,4.5,over,15.883603717128182,130.0,43.47826086956522,betonlineag,42.72363150867824,-0.7546293608869803,,,,,,6.0,True,W,15-20
2025,2025-04-19,Garrett Crochet,Garrett Crochet,7.5,under,8.801167241073383,100.0,50.0,pinnacle,51.71246675799823,1.7124667579982287,100.0,50.0,0.0,0.0,-1.7124667579982287,7.0,True,W,<15
2025,2025-04-19,Chase Dollander,Chase Dollander,4.5,over,15.618073204499105,115.0,46.51162790697674,pinnacle,47.8813559322034,1.3697280252266566,100.0,50.0,3.4883720930232585,3.4883720930232585,2.118644067796602,5.0,True,W,15-20
2025,2025-04-19,Logan Gilbert,Logan Gilbert,5.5,over,13.881002682971966,105.0,48.78048780487805,pinnacle,46.489450470854685,-2.2910373340233647,105.0,48.78048780487805,0.0,0.0,2.2910373340233647,9.0,True,W,<15
2025,2025-04-19,Nathan Eovaldi,Nathan Eovaldi,5.5,over,14.759351016184652,105.0,48.78048780487805,pinnacle,43.6529933481153,-5.127494456762747,110.0,47.61904761904761,-1.1614401858304362,1.1614401858304362,3.966054270932311,7.0,True,W,<15
2025,2025-04-19,Shane Baz,Shane Baz,6.5,under,7.814337494054346,-115.0,53.48837209302325,pinnacle,52.32248162210195,-1.1658904709213047,-110.0,52.38095238095239,-1.1074197120708646,1.1074197120708646,0.05847075885044006,3.0,True,W,<15
2025,2025-04-19,Paul Skenes,Paul Skenes,6.5,under,20.717927307578744,115.0,46.51162790697674,pinnacle,50.60689431946916,4.095266412492421,-105.0,51.21951219512195,4.707884288145209,4.707884288145209,0.6126178756527878,4.0,True,W,20+
2025,2025-04-19,Cal Quantrill,Cal Quantrill,3.5,over,10.111898178635336,110.0,47.61904761904761,pinnacle,42.59501965923984,-5.024027959807775,110.0,47.61904761904761,0.0,0.0,5.024027959807775,0.0,False,L,<15
2025,2025-04-20,Logan Henderson,Logan Henderson,4.5,under,8.94207944426838,-125.0,55.55555555555556,pinnacle,42.36739974126779,-13.188155814287768,110.0,47.61904761904761,-7.936507936507944,7.936507936507944,5.251647877779824,9.0,False,L,<15
2025,2025-04-20,Max Fried,Max Fried,6.5,over,16.80607222247925,120.0,45.45454545454545,pinnacle,38.60598261417655,-6.848562840368906,125.0,44.44444444444444,-1.0101010101010104,1.0101010101010104,5.838461830267896,2.0,False,L,15-20
2025,2025-04-20,Grant Holmes,Grant Holmes,5.5,over,15.241560117660535,110.0,47.61904761904761,pinnacle,46.53465346534653,-1.0843941537010835,110.0,47.61904761904761,0.0,0.0,1.0843941537010835,7.0,True,W,15-20
2025,2025-04-20,Framber Valdez,Framber Valdez,5.5,over,8.873129201666252,105.0,48.78048780487805,pinnacle,41.81206576755007,-6.968422037327983,110.0,47.61904761904761,-1.1614401858304362,1.1614401858304362,5.806981851497547,2.0,False,L,<15
2025,2025-04-22,Nick Pivetta,Nick Pivetta,6.5,over,12.993639571607652,105.0,48.78048780487805,pinnacle,50.60689431946917,1.8264065145911204,-115.0,53.48837209302325,4.707884288145202,4.707884288145202,2.8814777735540815,6.0,False,L,<15
2025,2025-04-22,Mitchell Parker,Mitchell Parker,4.5,under,11.499658012477854,120.0,45.45454545454545,consensus,41.82028540040532,-3.6342600541401353,,,,,,4.0,True,W,<15
2025,2025-04-23,Miles Mikolas,Miles Mikolas,3.5,over,12.200254932935708,115.0,46.51162790697674,pinnacle,46.56926428557152,0.0576363785947791,105.0,48.78048780487805,2.268859897901308,2.268859897901308,2.211223519306529,2.0,False,L,<15
2025,2025-04-23,Ryan Gusto,Ryan Gusto,3.5,over,13.615245669698783,100.0,50.0,pinnacle,47.388194639771775,-2.6118053602282245,100.0,50.0,0.0,0.0,2.6118053602282245,6.0,True,W,<15
2025,2025-04-23,Sean Newcomb,Sean Newcomb,4.5,over,14.646792873146408,100.0,50.0,pinnacle,45.61503960301555,-4.384960396984447,115.0,46.51162790697674,-3.4883720930232585,3.4883720930232585,0.8965883039611882,8.0,True,W,<15
2025,2025-04-23,Bowden Francis,Bowden Francis,4.5,over,9.384836985408974,100.0,50.0,pinnacle,46.979581974145226,-3.0204180258547737,-110.0,52.38095238095239,2.3809523809523867,2.3809523809523867,5.40137040680716,2.0,False,L,<15
2025,2025-04-24,Cole Ragans,Cole Ragans,8.5,under,26.31707887268233,100.0,50.0,betonlineag,43.07128806891406,-6.928711931085942,115.0,46.51162790697674,-3.4883720930232585,3.4883720930232585,3.440339838062684,4.0,True,W,20+
2025,2025-04-25,Carlos Carrasco,Carlos Carrasco,3.5,over,16.621396348623406,115.0,46.51162790697674,pinnacle,38.93028669279857,-7.581341214178174,130.0,43.47826086956522,-3.033367037411523,3.033367037411523,4.547974176766651,2.0,False,L,15-20
2025,2025-04-25,Seth Lugo,Seth Lugo,4.5,over,13.429456899208535,110.0,47.61904761904761,pinnacle,46.89776639180211,-0.7212812272455054,-110.0,52.38095238095239,4.761904761904773,4.761904761904773,5.483185989150279,8.0,True,W,<15
2025,2025-04-25,Kyle Hendricks,Kyle Hendricks,3.5,over,16.015711096158537,120.0,45.45454545454545,pinnacle,40.902553038475375,-4.551992416070078,135.0,42.5531914893617,-2.901353965183752,2.901353965183752,1.6506384508863263,3.0,False,L,15-20
2025,2025-04-25,Taijuan Walker,Taijuan Walker,3.5,over,8.532517444013354,100.0,50.0,pinnacle,48.37800575807955,-1.6219942419204472,-105.0,51.21951219512195,1.2195121951219505,1.2195121951219505,2.8415064370423977,4.0,True,W,<15
2025,2025-04-26,Brad Lord,Brad Lord,3.5,over,28.109084392932083,125.0,44.44444444444444,pinnacle,37.93559770621967,-6.508846738224776,125.0,44.44444444444444,0.0,0.0,6.508846738224776,3.0,False,L,20+
2025,2025-04-26,Framber Valdez,Framber Valdez,4.5,over,14.450210329850488,105.0,48.78048780487805,pinnacle,50.202232648438766,1.4217448435607167,100.0,50.0,1.2195121951219505,1.2195121951219505,-0.2022326484387662,5.0,True,W,<15
2025,2025-04-27,Tarik Skubal,Tarik Skubal,6.5,under,13.877575190933278,120.0,45.45454545454545,consensus,40.21985292645825,-5.234692528087201,,,,,,11.0,False,L,<15
2025,2025-04-27,Nick Lodolo,Nick Lodolo,5.5,over,19.85424492439521,115.0,46.51162790697674,pinnacle,42.59501965923984,-3.916608247736903,120.0,45.45454545454545,-1.0570824524312883,1.0570824524312883,2.859525795305615,9.0,True,W,15-20
