year,date,pitcher_name,clean_name,line,side,edge_pct,entry_odds,actual,won,entry_cents,edge_band,bet_id,sharp_source,sharp_books,sharp_book_count,primary_book_count,sharp_confidence,sharp_under_close_cents,sharp_side_close_cents,dk_close_odds,dk_close_cents,sharp_clv_pp,dk_clv_pp,abs_dk_move_pp,divergence_pp,won_bool
2025,2025-03-30,Nick Pivetta,nick_pivetta,5.5,under,10.03370935148422,100.0,4.0,1.0,50.0,<15,14,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,44.732451485347774,44.732451485347774,110.0,47.61904761904761,-5.267548514652226,-2.3809523809523867,2.3809523809523867,2.8865961336998396,True
2025,2025-03-30,JP Sears,jp_sears,4.5,over,18.20370520942619,130.0,7.0,1.0,43.47826086956522,15-20,15,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,57.045592831076114,42.954407168923886,120.0,45.45454545454545,-0.5238537006413324,1.9762845849802346,1.9762845849802346,2.500138285621567,True
2025,2025-03-30,Andrew Heaney,andrew_heaney,4.5,over,20.160285159153705,130.0,2.0,0.0,43.47826086956522,20+,16,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,58.79049884908849,41.20950115091151,130.0,43.47826086956522,-2.268759718653712,0.0,0.0,2.268759718653712,False
2025,2025-03-30,Michael Wacha,michael_wacha,4.5,under,18.101249175544144,110.0,2.0,1.0,47.61904761904761,15-20,17,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,46.03854984922739,46.03854984922739,105.0,48.78048780487805,-1.5804977698202265,1.1614401858304362,1.1614401858304362,2.7419379556506627,True
2025,2025-03-30,Jacob deGrom,jacob_degrom,6.5,under,35.89060187681056,110.0,6.0,1.0,47.61904761904761,20+,18,pin_fd_betonline_consensus_2,"fanduel,betonline",2,2,primary_2_book,52.77647472019275,52.77647472019275,-115.0,53.48837209302325,5.157427101145139,5.869324473975638,5.869324473975638,0.7118973728304994,True
2025,2025-03-30,Taj Bradley,taj_bradley,6.5,under,25.013143247571744,-105.0,7.0,0.0,51.21951219512195,20+,19,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,45.76512237514904,45.76512237514904,105.0,48.78048780487805,-5.45438981997291,-2.439024390243901,2.439024390243901,3.015365429729009,False
2025,2025-03-31,Drew Rasmussen,drew_rasmussen,4.5,under,33.28058951869692,110.0,4.0,1.0,47.61904761904761,20+,20,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,44.789785422748935,44.789785422748935,110.0,47.61904761904761,-2.8292621962986786,0.0,0.0,2.8292621962986786,True
2025,2025-03-31,Chris Paddack,chris_paddack,4.5,under,20.819874793070447,125.0,2.0,1.0,44.44444444444444,20+,21,missing,,0,0,missing,,,,,,,,,True
2025,2025-03-31,Bowden Francis,bowden_francis,4.5,under,21.410713556795457,115.0,4.0,1.0,46.51162790697674,20+,22,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,44.802301322991575,44.802301322991575,100.0,50.0,-1.7093265839851668,3.4883720930232585,3.4883720930232585,5.197698677008425,True
2025,2025-04-01,Will Warren,will_warren,4.5,over,11.993513340894058,115.0,4.0,0.0,46.51162790697674,<15,23,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,59.064116304200944,40.935883695799056,115.0,46.51162790697674,-5.575744211177685,0.0,0.0,5.575744211177685,False
2025,2025-04-02,Kyle Freeland,kyle_freeland,4.5,under,11.395778172915394,100.0,3.0,1.0,50.0,<15,24,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,47.51446261301774,47.51446261301774,100.0,50.0,-2.4855373869822586,0.0,0.0,2.4855373869822586,True
2025,2025-04-02,Jameson Taillon,jameson_taillon,4.5,over,21.821888469386565,135.0,7.0,1.0,42.5531914893617,20+,25,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,55.86605348856417,44.13394651143583,100.0,50.0,1.580755022074129,7.446808510638299,7.446808510638299,5.8660534885641695,True
2025,2025-04-02,Jeffrey Springs,jeffrey_springs,5.5,over,14.55306100736965,120.0,3.0,0.0,45.45454545454545,<15,26,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,53.37994090119366,46.62005909880634,115.0,46.51162790697674,1.1655136442608836,1.0570824524312883,1.0570824524312883,-0.10843119182959526,False
2025,2025-04-02,Luis Castillo,luis_castillo,6.5,over,15.052411479840975,100.0,5.0,0.0,50.0,15-20,27,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,50.39681601188021,49.60318398811979,-115.0,53.48837209302325,-0.39681601188021176,3.4883720930232514,3.4883720930232514,3.885188104903463,False
2025,2025-04-02,Framber Valdez,framber_valdez,5.5,over,10.27742010030645,-125.0,9.0,1.0,55.55555555555556,<15,28,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,42.0691470931638,57.9308529068362,-160.0,61.53846153846154,2.3752973512806435,5.982905982905983,5.982905982905983,3.6076086316253395,True
2025,2025-04-02,Sonny Gray,sonny_gray,6.5,over,23.63586184002541,130.0,9.0,1.0,43.47826086956522,20+,29,broader_consensus_ex_dk,"ballybet,betrivers,espnbet",3,0,lower_broader_consensus,61.729255323561375,38.270744676438625,,,-5.207516193126594,,,,True
2025,2025-04-02,Clay Holmes,clay_holmes,4.5,under,16.94760563468991,125.0,6.0,0.0,44.44444444444444,15-20,30,pin_fd_betonline_consensus_2,"fanduel,betonline",2,2,primary_2_book,42.61297792727045,42.61297792727045,120.0,45.45454545454545,-1.8314665171739932,1.0101010101010104,1.0101010101010104,2.8415675272750036,False
2025,2025-04-02,Paul Skenes,paul_skenes,7.5,under,19.368910234367387,-110.0,6.0,1.0,52.38095238095239,15-20,31,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,49.488738695137585,49.488738695137585,-110.0,52.38095238095239,-2.892213685814802,0.0,0.0,2.892213685814802,True
2025,2025-04-02,Ben Lively,ben_lively,3.5,over,13.794155976666566,125.0,4.0,1.0,44.44444444444444,<15,32,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,57.79455364367584,42.20544635632416,120.0,45.45454545454545,-2.238998088120283,1.0101010101010104,1.0101010101010104,3.2490990982212935,True
2025,2025-04-03,Carlos Carrasco,carlos_carrasco,3.5,over,23.06607613813712,125.0,5.0,1.0,44.44444444444444,20+,33,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,58.48914002403942,41.51085997596058,135.0,42.5531914893617,-2.933584468483865,-1.8912529550827415,1.8912529550827415,1.0423315134011233,True
2025,2025-04-04,Dean Kremer,dean_kremer,4.5,over,12.32474403482644,110.0,1.0,0.0,47.61904761904761,<15,34,pin_fd_betonline_consensus_2,"pinnacle,fanduel",2,2,primary_2_book,54.71323672854996,45.28676327145004,110.0,47.61904761904761,-2.3322843475975716,0.0,0.0,2.3322843475975716,False
2025,2025-04-04,Brandon Pfaadt,brandon_pfaadt,5.5,over,7.625070671715662,-110.0,4.0,0.0,52.38095238095239,<15,35,pin_fd_betonline_consensus_2,"pinnacle,fanduel",2,2,primary_2_book,56.10053436409534,43.89946563590466,115.0,46.51162790697674,-8.481486745047725,-5.869324473975645,5.869324473975645,2.61216227107208,False
2025,2025-04-04,Yoshinobu Yamamoto,yoshinobu_yamamoto,5.5,under,19.926251925418235,120.0,5.0,1.0,45.45454545454545,15-20,36,pin_fd_betonline_consensus_2,"pinnacle,fanduel",2,2,primary_2_book,42.205692108667535,42.205692108667535,120.0,45.45454545454545,-3.2488533458779187,0.0,0.0,3.2488533458779187,True
2025,2025-04-05,Andre Pallante,andre_pallante,4.5,over,19.8496674380442,125.0,6.0,1.0,44.44444444444444,15-20,37,missing,,0,0,missing,,,,,,,,,True
2025,2025-04-05,Jacob deGrom,jacob_degrom,6.5,under,39.132453471089846,125.0,3.0,1.0,44.44444444444444,20+,38,pin_fd_betonline_consensus_2,"pinnacle,betonline",2,2,primary_2_book,41.51551787821741,41.51551787821741,125.0,44.44444444444444,-2.928926566227034,0.0,0.0,2.928926566227034,True
2025,2025-04-05,AJ Smith-Shawver,aj_smith_shawver,4.5,under,21.202404157127187,135.0,6.0,0.0,42.5531914893617,20+,39,broader_consensus_ex_dk,espnbet,1,0,lower_broader_consensus,37.42203742203743,37.42203742203743,,,-5.131154067324275,,,,False
2025,2025-04-05,Nick Pivetta,nick_pivetta,5.5,under,7.111694890327569,105.0,4.0,1.0,48.78048780487805,<15,40,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,45.420148445693854,45.420148445693854,100.0,50.0,-3.360339359184195,1.2195121951219505,1.2195121951219505,4.5798515543061455,True
2025,2025-04-05,Roki Sasaki,roki_sasaki,4.5,under,9.498793580694596,-150.0,4.0,1.0,60.0,<15,41,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,55.591200174297605,55.591200174297605,-160.0,61.53846153846154,-4.4087998257023955,1.53846153846154,1.53846153846154,5.947261364163936,True
2025,2025-04-05,Cal Quantrill,cal_quantrill,3.5,over,7.242914123249799,-110.0,4.0,1.0,52.38095238095239,<15,42,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,49.736007407494434,50.263992592505566,-110.0,52.38095238095239,-2.1169597884468203,0.0,0.0,2.1169597884468203,True
2025,2025-04-05,Taj Bradley,taj_bradley,5.5,over,9.601435745453967,-105.0,7.0,1.0,51.21951219512195,<15,43,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,53.75194720401279,46.24805279598721,105.0,48.78048780487805,-4.971459399134737,-2.439024390243901,2.439024390243901,2.532435008890836,True
2025,2025-04-06,Tyler Glasnow,tyler_glasnow,6.5,under,15.434818135002793,115.0,2.0,1.0,46.51162790697674,15-20,44,broader_consensus_ex_dk,"ballybet,betrivers,espnbet",3,0,lower_broader_consensus,41.40066958200199,41.40066958200199,,,-5.110958324974753,,,,True
2025,2025-04-06,Drew Rasmussen,drew_rasmussen,4.5,under,37.53749225570423,110.0,4.0,1.0,47.61904761904761,20+,45,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,49.831684096403,49.831684096403,100.0,50.0,2.212636477355389,2.3809523809523867,2.3809523809523867,0.16831590359699788,True
2025,2025-04-06,Sean Newcomb,sean_newcomb,3.5,under,20.066462064173795,105.0,5.0,0.0,48.78048780487805,20+,46,missing,,0,0,missing,,,,,,,,,False
2025,2025-04-06,Bowden Francis,bowden_francis,4.5,over,7.278386415238525,-105.0,6.0,1.0,51.21951219512195,<15,47,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,42.65828532705131,57.34171467294869,-140.0,58.333333333333336,6.12220247782674,7.113821138211385,7.113821138211385,0.9916186603846455,True
2025,2025-04-06,Jackson Jobe,jackson_jobe,4.5,under,11.837132220767565,105.0,4.0,1.0,48.78048780487805,<15,48,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,53.69560128203019,53.69560128203019,-130.0,56.52173913043478,4.91511347715214,7.741251325556732,7.741251325556732,2.826137848404592,True
2025,2025-04-07,Justin Steele,justin_steele,5.5,under,16.028815638922577,105.0,8.0,0.0,48.78048780487805,15-20,49,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,50.6896849614507,50.6896849614507,-105.0,51.21951219512195,1.9091971565726524,2.439024390243901,2.439024390243901,0.5298272336712486,False
2025,2025-04-07,Nathan Eovaldi,nathan_eovaldi,5.5,under,13.142657273446812,105.0,4.0,1.0,48.78048780487805,<15,50,primary_single_pinnacle,pinnacle,1,1,primary_1_book,41.06032244429685,41.06032244429685,115.0,46.51162790697674,-7.720165360581198,-2.268859897901308,2.268859897901308,5.4513054626798905,True
2025,2025-04-08,Kyle Hendricks,kyle_hendricks,3.5,over,13.013180744255216,105.0,4.0,1.0,48.78048780487805,<15,51,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,52.44470395324456,47.55529604675544,-105.0,51.21951219512195,-1.2251917581226124,2.439024390243901,2.439024390243901,3.6642161483665134,True
2025,2025-04-08,Carlos Carrasco,carlos_carrasco,4.5,over,9.386324250437838,110.0,3.0,0.0,47.61904761904761,<15,52,pin_fd_betonline_consensus_2,"pinnacle,betonline",2,2,primary_2_book,60.38345887435171,39.61654112564829,135.0,42.5531914893617,-8.002506493399324,-5.065856129685912,5.065856129685912,2.9366503637134116,False
2025,2025-04-08,Paul Skenes,paul_skenes,6.5,under,22.264225628457712,115.0,7.0,0.0,46.51162790697674,20+,53,broader_consensus_ex_dk,"betrivers,espnbet,fliff",3,0,lower_broader_consensus,42.034773123417665,42.034773123417665,,,-4.476854783559077,,,,False
2025,2025-04-08,Brad Lord,brad_lord,2.5,over,29.20539813343101,110.0,4.0,1.0,47.61904761904761,20+,54,pin_fd_betonline_consensus_2,"pinnacle,betonline",2,2,primary_2_book,60.642051764839636,39.357948235160364,120.0,45.45454545454545,-8.261099383887249,-2.16450216450216,2.16450216450216,6.096597219385089,True
2025,2025-04-08,Cole Ragans,cole_ragans,6.5,under,14.1121265132084,115.0,11.0,0.0,46.51162790697674,<15,55,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,43.05680757814748,43.05680757814748,115.0,46.51162790697674,-3.454820328829264,0.0,0.0,3.454820328829264,False
2025,2025-04-08,Easton Lucas,easton_lucas,3.5,under,7.068814747356855,110.0,8.0,0.0,47.61904761904761,<15,56,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,43.80685950705981,43.80685950705981,110.0,47.61904761904761,-3.812188111987801,0.0,0.0,3.812188111987801,False
2025,2025-04-09,Tanner Houck,tanner_houck,4.5,over,10.946179598359528,120.0,2.0,0.0,45.45454545454545,<15,57,broader_consensus_ex_dk,"betrivers,bovada,espnbet,fanatics,fliff",5,0,lower_broader_consensus,60.70878942962715,39.29121057037285,,,-6.163334884172606,,,,False
2025,2025-04-09,Luis Castillo,luis_castillo,3.5,over,21.17218723281352,-130.0,6.0,1.0,56.52173913043478,20+,58,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,44.07762441483781,55.92237558516219,-140.0,58.333333333333336,-0.5993635452725883,1.8115942028985543,1.8115942028985543,2.4109577481711426,True
2025,2025-04-09,Erick Fedde,erick_fedde,4.5,over,18.172286995182983,120.0,2.0,0.0,45.45454545454545,15-20,59,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,53.128432371993945,46.871567628006055,100.0,50.0,1.4170221734606017,4.545454545454547,4.545454545454547,3.128432371993945,False
2025,2025-04-09,Taijuan Walker,taijuan_walker,3.5,over,12.753223882598618,-120.0,5.0,1.0,54.54545454545454,<15,60,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,51.258037841175245,48.741962158824755,-120.0,54.54545454545454,-5.8034923866297845,0.0,0.0,5.8034923866297845,True
2025,2025-04-09,Tyler Mahle,tyler_mahle,4.5,under,13.92284656828866,115.0,4.0,1.0,46.51162790697674,<15,61,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,44.31382848170055,44.31382848170055,115.0,46.51162790697674,-2.1977994252761945,0.0,0.0,2.1977994252761945,True
2025,2025-04-09,Max Fried,max_fried,6.5,over,16.33067844474889,120.0,11.0,1.0,45.45454545454545,15-20,62,broader_consensus_ex_dk,"betrivers,espnbet",2,0,lower_broader_consensus,60.784818085684066,39.215181914315934,,,-6.239363540229519,,,,True
2025,2025-04-10,Walker Buehler,walker_buehler,3.5,over,15.19047644351078,125.0,7.0,1.0,44.44444444444444,15-20,63,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,58.43862844192432,41.56137155807568,120.0,45.45454545454545,-2.8830728863687654,1.0101010101010104,1.0101010101010104,3.8931738964697757,True
2025,2025-04-11,Tanner Bibee,tanner_bibee,5.5,over,11.737231942490125,115.0,4.0,0.0,46.51162790697674,<15,64,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,58.23174515552939,41.76825484447061,115.0,46.51162790697674,-4.74337306250613,0.0,0.0,4.74337306250613,False
2025,2025-04-11,Mitchell Parker,mitchell_parker,4.5,over,19.929080191658024,120.0,3.0,0.0,45.45454545454545,15-20,65,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,58.565367067065075,41.434632932934925,115.0,46.51162790697674,-4.019912521610529,1.0570824524312883,1.0570824524312883,5.076994974041817,False
2025,2025-04-13,Kodai Senga,kodai_senga,5.5,over,28.58419456468858,110.0,4.0,0.0,47.61904761904761,20+,66,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,50.205924630302356,49.794075369697644,-110.0,52.38095238095239,2.175027750650031,4.761904761904773,4.761904761904773,2.5868770112547423,False
2025,2025-04-13,Colin Rea,colin_rea,3.5,over,28.58439173789453,145.0,5.0,1.0,40.816326530612244,20+,67,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,63.81591304474802,36.18408695525198,150.0,40.0,-4.632239575360266,-0.816326530612244,0.816326530612244,3.8159130447480223,True
2025,2025-04-13,Zack Wheeler,zack_wheeler,6.5,over,7.295004145176287,110.0,3.0,0.0,47.61904761904761,<15,68,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,56.759086847279455,43.240913152720545,110.0,47.61904761904761,-4.378134466327069,0.0,0.0,4.378134466327069,False
2025,2025-04-13,Kyle Hendricks,kyle_hendricks,3.5,over,19.9593828417707,135.0,1.0,0.0,42.5531914893617,15-20,69,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,60.572346435205894,39.427653564794106,140.0,41.66666666666667,-3.1255379245675954,-0.88652482269503,0.88652482269503,2.2390131018725654,False
2025,2025-04-14,Tarik Skubal,tarik_skubal,6.5,under,11.258274675020708,115.0,9.0,0.0,46.51162790697674,<15,70,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,42.00390486677295,42.00390486677295,120.0,45.45454545454545,-4.507723040203793,-1.0570824524312883,1.0570824524312883,3.4506405877725044,False
2025,2025-04-14,Paul Skenes,paul_skenes,6.5,under,22.89868662052776,125.0,6.0,1.0,44.44444444444444,20+,71,primary_single_fanduel,fanduel,1,1,primary_1_book,40.02103295162421,40.02103295162421,,,-4.423411492820236,,,,True
2025,2025-04-14,Grant Holmes,grant_holmes,4.5,over,14.852721637445343,125.0,4.0,0.0,44.44444444444444,<15,72,pin_fd_betonline_consensus_2,"pinnacle,fanduel",2,2,primary_2_book,59.585898139881934,40.414101860118066,125.0,44.44444444444444,-4.030342584326377,0.0,0.0,4.030342584326377,False
2025,2025-04-14,Brad Lord,brad_lord,3.5,over,34.848799166234855,135.0,1.0,0.0,42.5531914893617,20+,73,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,59.05349933619099,40.94650066380901,135.0,42.5531914893617,-1.6066908255526897,0.0,0.0,1.6066908255526897,False
2025,2025-04-14,Carlos Carrasco,carlos_carrasco,3.5,over,12.650719413305625,-110.0,4.0,1.0,52.38095238095239,<15,74,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,50.40828630839834,49.59171369160166,-115.0,53.48837209302325,-2.789238689350725,1.1074197120708646,1.1074197120708646,3.8966584014215897,True
2025,2025-04-14,Joe Ryan,joe_ryan,5.5,under,15.104584474316752,120.0,8.0,0.0,45.45454545454545,15-20,75,missing,,0,0,missing,,,,,,,,,False
2025,2025-04-15,Jake Irvin,jake_irvin,4.5,over,12.015791243533746,115.0,6.0,1.0,46.51162790697674,<15,76,missing,,0,0,missing,,,,,,,,,True
2025,2025-04-15,Spencer Schwellenbach,spencer_schwellenbach,4.5,over,11.399614079515864,-115.0,3.0,0.0,53.48837209302325,<15,77,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,49.10600733578707,50.89399266421293,-115.0,53.48837209302325,-2.5943794288103206,0.0,0.0,2.5943794288103206,False
2025,2025-04-15,Merrill Kelly,merrill_kelly,4.5,over,7.285296324803886,-120.0,9.0,1.0,54.54545454545454,<15,78,missing,,0,0,missing,,,,,,,,,True
2025,2025-04-15,Sean Burke,sean_burke,4.5,over,9.220558558921876,105.0,2.0,0.0,48.78048780487805,<15,79,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,56.31779763439249,43.68220236560751,105.0,48.78048780487805,-5.098285439270541,0.0,0.0,5.098285439270541,False
2025,2025-04-16,Spencer Strider,spencer_strider,5.5,under,26.940226983331904,115.0,5.0,1.0,46.51162790697674,20+,80,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,40.255055038404045,40.255055038404045,105.0,48.78048780487805,-6.256572868572697,2.268859897901308,2.268859897901308,8.525432766474005,True
2025,2025-04-16,Aaron Nola,aaron_nola,6.5,over,23.846534439270783,115.0,8.0,1.0,46.51162790697674,20+,81,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,56.53662418072807,43.46337581927193,115.0,46.51162790697674,-3.0482520877048103,0.0,0.0,3.0482520877048103,True
2025,2025-04-16,Dean Kremer,dean_kremer,4.5,under,9.230279751711324,110.0,2.0,1.0,47.61904761904761,<15,82,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,48.320512245997314,48.320512245997314,100.0,50.0,0.7014646269497007,2.3809523809523867,2.3809523809523867,1.679487754002686,True
2025,2025-04-16,Bailey Falter,bailey_falter,3.5,under,17.8251737767794,135.0,2.0,1.0,42.5531914893617,15-20,83,pin_fd_betonline_consensus_2,"pinnacle,betonline",2,2,primary_2_book,46.57402434658074,46.57402434658074,120.0,45.45454545454545,4.020832857219041,2.901353965183752,2.901353965183752,-1.1194788920352892,True
2025,2025-04-16,Nick Pivetta,nick_pivetta,5.5,under,13.845807267045773,120.0,6.0,0.0,45.45454545454545,<15,84,pin_fd_betonline_consensus_3,"pinnacle,fanduel,betonline",3,3,primary_3_book,42.547008839886175,42.547008839886175,115.0,46.51162790697674,-2.9075366146592785,1.0570824524312883,1.0570824524312883,3.9646190670905668,False
