market,edge_bucket,bets,win_rate,roi,mean_edge_pct
strikeouts,negative,70,0.4142857142857143,-0.21145486537593974,-2.4525406930535185
strikeouts,0-3%,43,0.5813953488372093,0.07141918124517428,1.3410013814114987
strikeouts,3-7%,49,0.42857142857142855,-0.18362210982371824,5.038316571635306
strikeouts,7-12%,48,0.5416666666666666,0.05241259276801555,8.962170088469623
strikeouts,12%+,101,0.5643564356435643,0.13903178439526084,22.269036866230252
