bets,win_rate,staked,profit,roi,max_drawdown,max_drawdown_pct,sharpe
1521,0.49506903353057197,76050.0,3191.614866200849,0.04196732236950492,-1517.3138382530253,-1.5173138382530253,1.381677814656814
