bets,win_rate,staked,profit,roi,max_drawdown,max_drawdown_pct,sharpe
569,0.4973637961335677,28450.0,2061.804033413037,0.07247114352945648,-1228.5477632577022,-1.2285477632577022,1.591670030971103
