year,N,mean_sharp_CLV_pp,pos_CLV_%,bet_win_%,CI_low_pp,CI_high_pp,mean_edge_%,over_N,under_N
2025,272.0,-2.2846316468271404,14.338235294117647,51.470588235294116,-2.567083738562863,-2.0021795550914177,20.374348021520852,206.0,66.0
2026,106.0,-1.7777223271523857,21.69811320754717,53.77358490566038,-2.2224799413643685,-1.3329647129404025,22.984905660377358,36.0,70.0
