line,n_bets,roi,units,win_rate
3.5,81,0.1586127764272714,12.847634890608983,0.6296296296296297
4.5,153,-0.047050191949934,-7.198679368339902,0.5359477124183006
5.5,108,-0.07403641222661536,-7.995932520474459,0.48148148148148145
6.5,41,0.22190594644345218,9.09814380418154,0.5853658536585366
7.5,12,-0.39101512666302174,-4.692181519956261,0.3333333333333333
8.5,8,-0.5,-4.0,0.25
