bets,win_rate,staked,profit,roi,max_drawdown,max_drawdown_pct,sharpe
1210,0.4983471074380165,60500.0,3387.9500062451298,0.0559991736569443,-1459.4109240585663,-1.4594109240585662,1.6978259757291354
