Bet ID,Date,Game Date,Pitcher,Team,Opponent,Home/Away,Sportsbook,Opening Odds,Closing Odds,Executed Odds,Exchange-adjusted Odds,Strikeout Line,Model Projection,Market Projection,Margin,Devig Edge,Model Probability,Market Implied Probability,Bet Side,Odds,Decimal Odds,American Odds,Units Risked,Units Won/Lost,Stake ($),Profit/Loss ($),ROI for Bet,CLV,Result,Running Win %,Running ROI,Running Units,Running Bankroll,Year,Month,Odds Bucket,Model Sample,Kelly Fraction
KPROP-00247,2025-08-24 16:10:38,2025-08-24,Brady Singer,113,109,Away,betmgm,,,110.0,110.0,4.5,4.18418749595411,4.5,0.3158125040458897,0.24509519688125103,0.5929024747053576,0.4572564612326044,Under,110.0,2.1,110.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5263157894736842,0.02809945471240509,6.940565313964057,10694.056531396403,2025,2025-08,+100 to +120,2025 Validation,0.22281381534659184
KPROP-00248,2025-08-24 13:40:38,2025-08-24,Jack Flaherty,116,118,Home,bovada,,,100.0,100.0,5.5,5.267229884750114,5.5,0.23277011524988556,0.1383580623872076,0.5691790311936038,0.4862385321100918,Under,100.0,2.0,100.0,1.0,1.0,100.0,100.0,1.0,,Win,0.5282258064516129,0.032018408524048615,7.940565313964057,10794.056531396403,2025,2025-08,+100 to +120,2025 Validation,0.1383580623872076
KPROP-00249,2025-08-24 16:10:38,2025-08-24,Jacob Lopez,133,136,Away,fanatics,,,-115.0,-115.0,6.5,6.013622836990441,6.5,0.4863771630095588,0.12943173847524558,0.6041146508123407,0.5230171935662784,Under,-115.0,1.8695652173913042,-115.0,1.0,0.8695652173913042,100.0,86.95652173913042,0.8695652173913042,,Win,0.5301204819277109,0.03538205032672836,8.81013053135536,10881.013053135535,2025,2025-08,-119 to -101,2025 Validation,0.14884649924653245
KPROP-00250,2025-08-24 13:40:38,2025-08-24,Kevin Gausman,141,146,Away,draftkings,,,-135.0,-135.0,5.5,5.005159235564281,5.5,0.4948407644357191,0.07065195454241169,0.6150553781413854,0.552594002855783,Under,-135.0,1.7407407407407407,-135.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.528,0.031240522125421444,7.810130531355361,10781.013053135535,2025,2025-08,-149 to -120,2025 Validation,0.09538013863225578
KPROP-00251,2025-08-24 16:10:38,2025-08-24,Logan Gilbert,136,133,Home,bovada,,,125.0,125.0,6.5,5.613472547850177,6.5,0.8865274521498234,0.5032762413088081,0.6681227739150258,0.42888402625820565,Under,125.0,2.25,125.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5258964143426295,0.02713199414882614,6.810130531355361,10681.013053135535,2025,2025-08,+121 to +150,2025 Validation,0.40262099304704646
KPROP-00252,2025-08-24 16:10:38,2025-08-24,Logan Gilbert,136,133,Home,betrivers,,,-167.0,-167.0,7.5,5.613472547850177,7.5,1.8865274521498234,0.2714719249660695,0.7952652114956316,0.5791298865069356,Under,-167.0,1.5988023952095807,-167.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5238095238095238,0.023056073537124445,5.810130531355361,10581.013053135535,2025,2025-08,<= -150,2025 Validation,0.45335811469333614
KPROP-00253,2025-08-24 12:10:39,2025-08-24,Matthew Liberatore,138,139,Away,bovada,,,-130.0,-130.0,4.5,3.6654444782162914,4.5,0.8345555217837086,0.22763586241856804,0.6938811396278863,0.5427435387673957,Under,-130.0,1.7692307692307692,-130.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5217391304347826,0.019012373641720794,4.810130531355361,10481.013053135535,2025,2025-08,-149 to -120,2025 Validation,0.2959266211441385
KPROP-00254,2025-08-24 14:35:39,2025-08-24,Merrill Kelly,140,114,Home,betonlineag,,,141.0,141.0,4.5,4.891884247385573,4.5,-0.3918842473855726,0.10779165712099348,0.4596645880170097,0.41214568088148706,Under,141.0,2.41,141.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5196850393700787,0.01500051390297386,3.8101305313553606,10381.013053135535,2025,2025-08,+121 to +150,2025 Validation,0.07644798377375424
KPROP-00255,2025-08-24 12:05:38,2025-08-24,Paul Skenes,134,115,Home,draftkings,,,120.0,120.0,7.5,7.747973549157048,7.5,-0.24797354915704783,0.07504754421814308,0.48865797464461047,0.44251134644478063,Under,120.0,2.2,120.0,1.0,1.2000000000000002,100.0,120.00000000000001,1.2000000000000002,,Win,0.5215686274509804,0.019647570711197493,5.010130531355361,10501.013053135535,2025,2025-08,+100 to +120,2025 Validation,0.0625396201817859
KPROP-00256,2025-08-24 13:35:39,2025-08-24,Ranger Suarez,143,120,Home,draftkings,,,-125.0,-125.0,6.5,5.165604015444984,6.5,1.334395984555016,0.32766139973637626,0.7375896665202091,0.5384615384615385,Under,-125.0,1.8,-125.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.51953125,0.015664572388106878,4.010130531355361,10401.013053135535,2025,2025-08,-149 to -120,2025 Validation,0.40957674967047036
KPROP-00257,2025-08-24 14:05:38,2025-08-24,Robbie Ray,137,158,Away,betmgm,,,115.0,115.0,5.5,5.3256442871564715,5.5,0.17435571284352847,0.20188388125249268,0.5590157587220896,0.44362292051756,Under,115.0,2.15,115.0,1.0,1.15,100.0,114.99999999999999,1.15,,Win,0.5214007782101168,0.02007832891577961,5.16013053135536,10516.013053135535,2025,2025-08,+100 to +120,2025 Validation,0.1755512010891241
KPROP-00258,2025-08-24 13:40:38,2025-08-24,Seth Lugo,118,116,Away,betonlineag,,,128.0,128.0,4.5,4.586034685616952,4.5,-0.08603468561695227,0.176149981105438,0.5158552548708061,0.42564280750521194,Under,128.0,2.2800000000000002,128.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5193798449612403,0.01612453694323783,4.16013053135536,10416.013053135535,2025,2025-08,+121 to +150,2025 Validation,0.13761717273862342
KPROP-00259,2025-08-24 16:10:38,2025-08-24,Zac Gallen,109,113,Home,draftkings,,,125.0,125.0,4.5,4.6439556162283,4.5,-0.14395561622830044,0.1362841689267802,0.5050151861896801,0.4255319148936171,Under,125.0,2.25,125.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5173745173745173,0.012201276182839229,3.1601305313553603,10316.013053135535,2025,2025-08,+121 to +150,2025 Validation,0.10902733514142415
KPROP-00260,2025-08-25 19:35:39,2025-08-25,Brandon Woodruff,158,109,Home,betrivers,,,130.0,130.0,5.5,5.501401776462046,5.5,-0.0014017764620462003,0.2159604037261833,0.5286784364026884,0.4025121324578932,Under,130.0,2.3,130.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5153846153846153,0.00830819435136677,2.1601305313553603,10216.013053135535,2025,2025-08,+121 to +150,2025 Validation,0.16612338748167949
KPROP-00261,2025-08-25 19:35:39,2025-08-25,Brandon Woodruff,158,109,Home,draftkings,,,-120.0,-120.0,6.5,5.501401776462046,6.5,0.9985982235379538,0.25732882538739144,0.6858157229385771,0.5338983050847457,Under,-120.0,1.8333333333333335,-120.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5134099616858238,0.004444944564579925,1.1601305313553603,10116.013053135535,2025,2025-08,-149 to -120,2025 Validation,0.3087945904648697
KPROP-00262,2025-08-25 19:05:39,2025-08-25,Joe Ryan,142,141,Away,draftkings,,,130.0,130.0,4.5,4.75448680440456,4.5,-0.25448680440455984,0.11452127530460776,0.48457446752374256,0.4140127388535032,Under,130.0,2.3,130.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5114503816793893,0.0006111852341807644,0.16013053135536026,10016.013053135535,2025,2025-08,+121 to +150,2025 Validation,0.08809328869585213
KPROP-00263,2025-08-25 19:05:39,2025-08-25,Joe Ryan,142,141,Away,bovada,,,-150.0,-150.0,5.5,4.75448680440456,5.5,0.7455131955954402,0.09825271405476999,0.658951628432862,0.5755517826825127,Under,-150.0,1.6666666666666665,-150.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5095057034220533,-0.0031934200328693524,-0.8398694686446397,9916.013053135535,2025,2025-08,<= -150,2025 Validation,0.147379071082155
KPROP-00264,2025-08-25 19:05:39,2025-08-25,Kodai Senga,121,143,Home,draftkings,,,130.0,130.0,4.5,4.68580826918885,4.5,-0.18580826918884963,0.14364269517310768,0.4972359544230903,0.41172800998128506,Under,130.0,2.3,130.0,1.0,1.2999999999999998,100.0,129.99999999999997,1.2999999999999998,,Win,0.5113636363636364,0.001742918679376364,0.4601305313553601,10046.013053135535,2025,2025-08,+121 to +150,2025 Validation,0.11049438090239054
KPROP-00265,2025-08-25 19:05:39,2025-08-25,Kodai Senga,121,143,Home,betonlineag,,,-161.0,-161.0,5.5,4.68580826918885,5.5,0.8141917308111504,0.08761503533457676,0.6709042938270762,0.5865674006019325,Under,-161.0,1.62111801242236,-161.0,1.0,0.6211180124223601,100.0,62.11180124223601,0.6211180124223601,,Win,0.5132075471698113,0.004080183184066869,1.0812485437777202,10108.124854377771,2025,2025-08,<= -150,2025 Validation,0.14106020688866863
KPROP-00266,2025-08-25 18:35:40,2025-08-25,Spencer Strider,144,146,Away,betmgm,,,120.0,120.0,5.5,5.079970966365717,5.5,0.42002903363428334,0.32424891903016195,0.6019313268318918,0.4310344827586207,Under,120.0,2.2,120.0,1.0,1.2000000000000002,100.0,120.00000000000001,1.2000000000000002,,Win,0.5150375939849624,0.008576122345029025,2.2812485437777204,10228.124854377771,2025,2025-08,+100 to +120,2025 Validation,0.2702074325251349
KPROP-00267,2025-08-25 18:35:40,2025-08-25,Spencer Strider,144,146,Away,betrivers,,,-175.0,-175.0,6.5,5.079970966365717,6.5,1.4200290336342833,0.17919822627514148,0.7503988712659991,0.5887850467289719,Under,-175.0,1.5714285714285714,-175.0,1.0,0.5714285714285714,100.0,57.14285714285714,0.5714285714285714,,Win,0.5168539325842697,0.010684183952083488,2.8526771152062915,10285.267711520628,2025,2025-08,<= -150,2025 Validation,0.3135968959814976
KPROP-00268,2025-08-25 18:35:40,2025-08-25,Tanner Bibee,114,139,Home,bovada,,,115.0,115.0,5.5,5.406572409506541,5.5,0.09342759049345872,0.17174253871279876,0.5449965296338599,0.45569620253164556,Under,115.0,2.15,115.0,1.0,1.15,100.0,114.99999999999999,1.15,,Win,0.5186567164179104,0.014935362370172728,4.002677115206291,10400.267711520628,2025,2025-08,+100 to +120,2025 Validation,0.14934133801112937
KPROP-00269,2025-08-26 19:05:39,2025-08-26,Bailey Ober,142,141,Away,betmgm,,,125.0,125.0,3.5,3.6540362646924556,3.5,-0.15403626469245557,0.13352274012477872,0.5037878844999016,0.43243243243243246,Under,125.0,2.25,125.0,1.0,1.25,100.0,125.0,1.25,,Win,0.5204460966542751,0.019526680725673946,5.252677115206291,10525.267711520628,2025,2025-08,+121 to +150,2025 Validation,0.10681819209982298
KPROP-00270,2025-08-26 19:40:39,2025-08-26,Brandon Pfaadt,109,158,Away,betrivers,,,-113.0,-113.0,4.5,4.266417811761188,4.5,0.23358218823881227,0.08749950578219712,0.5769363575276445,0.513566680233347,Under,-113.0,1.8849557522123894,-113.0,1.0,0.8849557522123894,100.0,88.49557522123894,0.8849557522123894,,Win,0.5222222222222223,0.022731973583032153,6.137632867418681,10613.763286741867,2025,2025-08,-119 to -101,2025 Validation,0.09887444153388274
KPROP-00271,2025-08-26 19:05:39,2025-08-26,Chris Bassitt,141,142,Home,betmgm,,,115.0,115.0,5.5,5.282559033993815,5.5,0.21744096600618512,0.21799393975203962,0.5665088091869952,0.4593162215525304,Under,115.0,2.15,115.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5202952029520295,0.018958054861323546,5.137632867418681,10513.763286741867,2025,2025-08,+100 to +120,2025 Validation,0.18955994761046926
KPROP-00272,2025-08-26 19:45:39,2025-08-26,Mitch Keller,134,138,Away,betrivers,,,100.0,100.0,4.5,4.357827010476045,4.5,0.14217298952395474,0.11856982364130841,0.5592849118206542,0.48837209302325585,Under,100.0,2.0,100.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5183823529411765,0.015211885541980445,4.137632867418681,10413.763286741867,2025,2025-08,+100 to +120,2025 Validation,0.11856982364130841
KPROP-00273,2025-08-26 19:10:39,2025-08-26,Sean Manaea,121,143,Home,bovada,,,120.0,120.0,5.5,5.020816368653813,5.5,0.4791836313461868,0.3470778508555159,0.6123081140252344,0.44019316493313515,Under,120.0,2.2,120.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5164835164835165,0.011493160686515314,3.137632867418681,10313.763286741867,2025,2025-08,+100 to +120,2025 Validation,0.28923154237959653
KPROP-00274,2025-08-27 13:05:39,2025-08-27,Max Fried,147,120,Home,draftkings,,,110.0,110.0,6.5,5.595936646029129,6.5,0.9040633539708711,0.4088927861760369,0.6709013267504937,0.4719894133215704,Under,110.0,2.1,110.0,1.0,1.1,100.0,110.00000000000001,1.1,,Win,0.5182481751824818,0.01546581338473971,4.2376328674186805,10423.763286741867,2025,2025-08,+100 to +120,2025 Validation,0.3717207147054881
KPROP-00275,2025-08-27 19:45:39,2025-08-27,Sonny Gray,138,134,Home,fanduel,,,-128.0,-128.0,6.5,5.712525839227937,6.5,0.7874741607720628,0.16203299744800737,0.6523694020760743,0.5581395348837209,Under,-128.0,1.78125,-128.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5163636363636364,0.01177321042697702,3.2376328674186805,10323.763286741867,2025,2025-08,-149 to -120,2025 Validation,0.20740223673344943
KPROP-00276,2025-08-28 18:45:39,2025-08-28,Aaron Nola,143,144,Home,betrivers,,,102.0,102.0,5.5,4.755122886223969,5.5,0.744877113776031,0.33085823111163476,0.6588407084711063,0.4757785467128028,Under,102.0,2.02,102.0,1.0,1.02,100.0,102.0,1.02,,Win,0.5181159420289855,0.015426206041372029,4.25763286741868,10425.763286741867,2025,2025-08,+100 to +120,2025 Validation,0.32437081481532826
KPROP-00277,2025-08-28 14:15:39,2025-08-28,Braxton Ashcraft,134,138,Away,betrivers,,,133.0,133.0,3.5,3.5276049246504884,3.5,-0.02760492465048836,0.2365026677739649,0.5306878402463369,0.41701417848206845,Under,133.0,2.33,133.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.516245487364621,0.011760407463605344,3.25763286741868,10325.763286741867,2025,2025-08,+121 to +150,2025 Validation,0.17782155471726682
KPROP-00278,2025-08-28 19:10:39,2025-08-28,Clay Holmes,121,146,Home,bovada,,,130.0,130.0,3.5,3.805672254831525,3.5,-0.30567225483152516,0.0863476402096184,0.4723250609607037,0.4140127388535032,Under,130.0,2.3,130.0,1.0,1.2999999999999998,100.0,129.99999999999997,1.2999999999999998,,Win,0.5179856115107914,0.016394362832441296,4.55763286741868,10455.763286741867,2025,2025-08,+121 to +150,2025 Validation,0.06642126169970645
KPROP-00279,2025-08-28 15:45:39,2025-08-28,Logan Webb,137,112,Home,draftkings,,,105.0,105.0,5.5,5.132951093578044,5.5,0.36704890642195576,0.21492355046617018,0.5926456343737416,0.4740160904544466,Under,105.0,2.05,105.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5161290322580645,0.012751372284654767,3.55763286741868,10355.763286741867,2025,2025-08,+100 to +120,2025 Validation,0.20468909568206686
KPROP-00280,2025-08-28 15:45:39,2025-08-28,Shota Imanaga,112,137,Away,betrivers,,,128.0,128.0,4.5,4.6557585633361835,4.5,-0.15575856333618354,0.1464220043719623,0.5028166685841939,0.40701775008816266,Under,128.0,2.2800000000000002,128.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5142857142857142,0.009134403097923858,2.55763286741868,10255.763286741867,2025,2025-08,+121 to +150,2025 Validation,0.11439219091559552
KPROP-00281,2025-08-28 15:45:39,2025-08-28,Shota Imanaga,112,137,Away,fanatics,,,-140.0,-140.0,5.5,4.6557585633361835,5.5,0.8442414366638165,0.15905864547959042,0.6761175431964277,0.562043795620438,Under,-140.0,1.7142857142857144,-140.0,1.0,0.7142857142857144,100.0,71.42857142857144,0.7142857142857144,,Win,0.5160142348754448,0.011643838369054783,3.2719185817043943,10327.191858170438,2025,2025-08,-149 to -120,2025 Validation,0.22268210367142655
KPROP-00282,2025-08-29 19:10:39,2025-08-29,Jonah Tong,121,146,Home,bovada,,,130.0,130.0,5.5,4.362477986665666,5.5,1.1375220133343342,0.6703197321340287,0.726225970493056,0.42016806722689076,Under,130.0,2.3,130.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5141843971631206,0.008056448871292178,2.2719185817043943,10227.191858170438,2025,2025-08,+121 to +150,2025 Validation,0.5156305631800222
KPROP-00283,2025-08-29 19:10:39,2025-08-29,Jonah Tong,121,146,Home,betrivers,,,-165.0,-165.0,6.5,4.362477986665666,6.5,2.1375220133343342,0.36235061821254516,0.8482560453021508,0.5990922844175491,Under,-165.0,1.606060606060606,-165.0,1.0,0.606060606060606,100.0,60.606060606060595,0.606060606060606,,Win,0.5159010600706714,0.010169537765954065,2.8779791877650003,10287.7979187765,2025,2025-08,<= -150,2025 Validation,0.5978785200506997
KPROP-00284,2025-08-29 18:40:40,2025-08-29,Matthew Liberatore,138,113,Away,draftkings,,,125.0,125.0,3.5,3.321354083453057,3.5,0.17864591654694317,0.2951573843121389,0.5756255041387284,0.4255319148936171,Under,125.0,2.25,125.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5140845070422535,0.006612602773820424,1.8779791877650003,10187.7979187765,2025,2025-08,+121 to +150,2025 Validation,0.23612590744971113
KPROP-00285,2025-08-29 18:40:40,2025-08-29,Matthew Liberatore,138,113,Away,mybookieag,,,-171.0,-171.0,4.5,3.321354083453057,4.5,1.1786459165469432,0.20236809072745557,0.7586898284664019,0.5972356394441555,Under,-171.0,1.5847953216374269,-171.0,1.0,0.5847953216374269,100.0,58.47953216374269,0.5847953216374269,,Win,0.5157894736842106,0.008641314068078693,2.4627745094024274,10246.277450940242,2025,2025-08,<= -150,2025 Validation,0.3460494351439491
KPROP-00286,2025-08-29 18:45:39,2025-08-29,Ranger Suarez,143,144,Home,bovada,,,-120.0,-120.0,5.5,4.685780243751766,5.5,0.8142197562482343,0.23000012841497453,0.6709091609536224,0.5291095890410958,Under,-120.0,1.8333333333333335,-120.0,1.0,0.8333333333333335,100.0,83.33333333333334,0.8333333333333335,,Win,0.5174825174825175,0.011524852596978184,3.296107842735761,10329.610784273575,2025,2025-08,-149 to -120,2025 Validation,0.2760001540979694
KPROP-00287,2025-08-29 18:40:40,2025-08-29,Zack Littell,113,138,Home,draftkings,,,-130.0,-130.0,4.5,4.077915141748649,4.5,0.4220848582513508,0.08563311040886434,0.6136187145789234,0.5427435387673957,Under,-130.0,1.7692307692307692,-130.0,1.0,0.7692307692307692,100.0,76.92307692307692,0.7692307692307692,,Win,0.519163763066202,0.014164942898838082,4.06533861196653,10406.533861196653,2025,2025-08,-149 to -120,2025 Validation,0.11132304353152365
KPROP-00288,2025-08-30 16:10:38,2025-08-30,David Peterson,121,146,Home,draftkings,,,100.0,100.0,5.5,5.373525972085767,5.5,0.12647402791423268,0.10142355647378665,0.5507117782368933,0.48017621145374445,Under,100.0,2.0,100.0,1.0,1.0,100.0,100.0,1.0,,Win,0.5208333333333334,0.01758798129155045,5.06533861196653,10506.533861196653,2025,2025-08,+100 to +120,2025 Validation,0.10142355647378665
KPROP-00289,2025-08-30 15:05:38,2025-08-30,Kevin Gausman,141,158,Home,betrivers,,,-125.0,-125.0,5.5,5.05543256598438,5.5,0.44456743401562004,0.09122307012353792,0.6062350389575211,0.5384615384615385,Under,-125.0,1.8,-125.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5190311418685121,0.014066915612340932,4.06533861196653,10406.533861196653,2025,2025-08,-149 to -120,2025 Validation,0.1140288376544224
KPROP-00290,2025-08-30 19:15:38,2025-08-30,Logan Gilbert,136,114,Away,fanduel,,,106.0,106.0,6.5,5.870060867559659,6.5,0.6299391324403407,0.2919580916063288,0.6271641221389945,0.4728029842977358,Under,106.0,2.06,106.0,1.0,1.06,100.0,106.0,1.06,,Win,0.5206896551724138,0.017673581420574243,5.12533861196653,10512.533861196653,2025,2025-08,+100 to +120,2025 Validation,0.275432161892763
KPROP-00291,2025-08-31 13:05:38,2025-08-31,Joe Ryan,142,135,Home,fanduel,,,-128.0,-128.0,5.5,4.905280251345177,5.5,0.594719748654823,0.12677575646238604,0.632575863277129,0.5362837617962902,Under,-128.0,1.78125,-128.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5189003436426117,0.014176421346964022,4.12533861196653,10412.533861196653,2025,2025-08,-149 to -120,2025 Validation,0.1622729682718541
KPROP-00292,2025-08-31 13:40:38,2025-08-31,Kodai Senga,121,146,Home,fanduel,,,122.0,122.0,4.5,4.216809559337564,4.5,0.2831904406624357,0.302163617082856,0.5865601878751604,0.42502324345862663,Under,122.0,2.2199999999999998,122.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5171232876712328,0.01070321442454291,3.12533861196653,10312.533861196653,2025,2025-08,+121 to +150,2025 Validation,0.24767509596955414
KPROP-00293,2025-08-31 13:40:38,2025-08-31,Kodai Senga,121,146,Home,betonlineag,,,-149.0,-149.0,5.5,4.216809559337564,5.5,1.2831904406624357,0.2540128942725908,0.7503932580185383,0.5791786378232212,Under,-149.0,1.6711409395973154,-149.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.515358361774744,0.007253715399203174,2.12533861196653,10212.533861196653,2025,2025-08,-149 to -120,2025 Validation,0.3784792124661603
KPROP-00294,2025-08-31 13:35:38,2025-08-31,Max Scherzer,141,158,Home,bovada,,,-130.0,-130.0,5.5,5.008882196646969,5.5,0.49111780335303123,0.08701914112509603,0.6144021232446195,0.5704948646125116,Under,-130.0,1.7692307692307692,-130.0,1.0,0.7692307692307692,100.0,76.92307692307692,0.7692307692307692,,Win,0.5170068027210885,0.0098454740857051,2.8945693811972992,10289.456938119729,2025,2025-08,-149 to -120,2025 Validation,0.11312488346262482
KPROP-00295,2025-09-01 14:10:38,2025-09-01,Bailey Ober,142,145,Home,fanatics,,,125.0,125.0,4.5,4.017012546103379,4.5,0.48298745389662123,0.4074048985223768,0.6255132882321675,0.4281984334203655,Under,125.0,2.25,125.0,1.0,1.25,100.0,125.0,1.25,,Win,0.5186440677966102,0.0140493877328722,4.144569381197299,10414.456938119729,2025,2025-09,+121 to +150,2025 Validation,0.32592391881790145
KPROP-00296,2025-09-01 14:10:38,2025-09-01,Bailey Ober,142,145,Home,betmgm,,,-155.0,-155.0,5.5,4.017012546103379,5.5,1.4829874538966212,0.2872824700633646,0.782465815136555,0.5721476510067114,Under,-155.0,1.6451612903225805,-155.0,1.0,0.6451612903225805,100.0,64.51612903225805,0.6451612903225805,,Win,0.5202702702702703,0.016181522538918514,4.78973067151988,10478.973067151986,2025,2025-09,<= -150,2025 Validation,0.44528782859821525
KPROP-00297,2025-09-01 13:10:38,2025-09-01,Sean Manaea,121,116,Away,fanduel,,,-112.0,-112.0,5.5,5.269867322438174,5.5,0.23013267756182643,0.07650468912076114,0.568719458403421,0.5043297540699688,Under,-112.0,1.8928571428571428,-112.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.5185185185185185,0.012760035931043367,3.78973067151988,10378.973067151986,2025,2025-09,-119 to -101,2025 Validation,0.08568525181525248
KPROP-00298,2025-09-01 16:00:39,2025-09-01,Spencer Strider,144,112,Away,bovada,,,135.0,135.0,5.5,5.184951270205897,5.5,0.31504872979410337,0.3713284934723835,0.5835440397754823,0.41493775933609955,Under,135.0,2.35,135.0,1.0,1.35,100.0,135.0,1.35,,Win,0.5201342281879194,0.017247418360804966,5.13973067151988,10513.973067151986,2025,2025-09,+121 to +150,2025 Validation,0.27505814331287665
KPROP-00299,2025-09-01 16:00:39,2025-09-01,Spencer Strider,144,112,Away,fanatics,,,-160.0,-160.0,6.5,5.184951270205897,6.5,1.3150487297941034,0.19383919068952704,0.7346702711935551,0.5838668373879642,Under,-160.0,1.625,-160.0,1.0,0.625,100.0,62.5,0.625,,Win,0.5217391304347826,0.019280035690701938,5.76473067151988,10576.473067151986,2025,2025-09,<= -150,2025 Validation,0.31014270510324327
KPROP-00300,2025-09-01 14:05:38,2025-09-01,Yusei Kikuchi,108,117,Away,fanduel,,,124.0,124.0,4.5,4.6752683881967885,4.5,-0.17526838819678847,0.118187018356818,0.499190633195008,0.44128933231005374,Under,124.0,2.24,124.0,1.0,-1.0,100.0,-100.0,-1.0,,Loss,0.52,0.015882435571732932,4.76473067151988,10476.473067151986,2025,2025-09,+121 to +150,2025 Validation,0.095312111578079
KPROP-00301,2025-09-02 18:35:38,2025-09-02,Clayton Kershaw,119,134,Away,betmgm,,,-125.0,-125.0,4.5,4.112682019906672,4.5,0.38731798009332774,0.09230135818178947,0.6068340878787719,0.5454545454545454,Under,-125.0,1.8,-125.0,1.0,0.8,100.0,80.0,0.8,,Win,0.521594684385382,0.018487477314019535,5.56473067151988,10556.473067151986,2025,2025-09,-149 to -120,2025 Validation,0.11537669772723684
KPROP-00302,2025-09-02 18:40:38,2025-09-02,Garrett Crochet,111,114,Home,bovada,,,125.0,125.0,7.5,7.103204724455854,7.5,0.39679527554414573,0.3125148090754932,0.5833399151446637,0.4401913875598086,Under,125.0,2.25,125.0,1.0,1.25,100.0,125.0,1.25,,Win,0.5231788079470199,0.022565333349403575,6.81473067151988,10681.473067151986,2025,2025-09,+121 to +150,2025 Validation,0.2500118472603946
KPROP-00303,2025-09-02 18:40:38,2025-09-02,Garrett Crochet,111,114,Home,draftkings,,,-145.0,-145.0,8.5,7.103204724455854,8.5,1.3967952755441457,0.20901574978210472,0.715539933544511,0.5656028368794326,Under,-145.0,1.6896551724137931,-145.0,1.0,0.6896551724137931,100.0,68.96551724137932,0.6896551724137931,,Win,0.5247524752475248,0.024766949979979115,7.504385843933672,10750.438584393367,2025,2025-09,-149 to -120,2025 Validation,0.30307283718405187
KPROP-00304,2025-09-02 19:35:38,2025-09-02,Shota Imanaga,112,144,Home,bovada,,,-125.0,-125.0,5.5,4.9034715523368355,5.5,0.5965284476631645,0.1392072867945109,0.6328929371080616,0.5555555555555556,Under,-125.0,1.8,-125.0,1.0,0.8,100.0,80.0,0.8,,Win,0.5263157894736842,0.027317058697150242,8.304385843933673,10830.438584393367,2025,2025-09,-149 to -120,2025 Validation,0.1740091084931386
KPROP-00305,2025-09-03 18:40:39,2025-09-03,Braxton Ashcraft,134,119,Home,draftkings,,,-145.0,-145.0,4.5,3.9619124558694687,4.5,0.5380875441305313,0.0750896119907245,0.6362775254638982,0.5711159737417943,Under,-145.0,1.6896551724137931,-145.0,1.0,0.6896551724137931,100.0,68.96551724137932,0.6896551724137931,,Win,0.5278688524590164,0.029488659069991693,8.994041016347467,10899.404101634746,2025,2025-09,-149 to -120,2025 Validation,0.10887993738655052
KPROP-00306,2025-09-03 16:10:38,2025-09-03,Nestor Cortes,135,110,Home,draftkings,,,-110.0,-110.0,5.5,5.1946084535590975,5.5,0.3053915464409025,0.11081497456237888,0.581855462866008,0.5056053811659194,Under,-110.0,1.9090909090909092,-110.0,1.0,0.9090909090909092,100.0,90.90909090909092,0.9090909090909092,,Win,0.5294117647058824,0.0323631762269228,9.903131925438377,10990.313192543836,2025,2025-09,-119 to -101,2025 Validation,0.12189647201861675
KPROP-00307,2025-09-03 15:40:39,2025-09-03,Zac Gallen,109,140,Home,draftkings,,,-130.0,-130.0,5.5,4.812004237682272,5.5,0.687995762317728,0.14806837288917613,0.6489082107634474,0.5403677058353318,Under,-130.0,1.7692307692307692,-130.0,1.0,0.7692307692307692,100.0,76.92307692307692,0.7692307692307692,,Win,0.5309446254071661,0.034763396399573765,10.672362694669147,11067.236269466914,2025,2025-09,-149 to -120,2025 Validation,0.19248888475592899
