feature,perm_delta_24,rank_24,perm_delta_25,rank_25
sc_statcast_pitches_roll10,-0.00016812044860756715,348,-0.00016970859134270987,378
league_k_mean_roll20,-0.00017187262049860318,349,0.00015607193713809142,89
sc_zone_rate_avg_prior,-0.00017268139633184188,350,-4.27950962443413e-05,302
p_bb_per_ip_roll5,-0.00017667315672011962,351,0.00012269687912054296,107
p_innings_pitched_min_roll5,-0.00018551938613462494,352,-2.0643682683907372e-05,271
p_pitches_roll3,-0.00018802181981807385,353,-4.620519246596455e-05,307
venue_walks_roll20,-0.00019268353692760697,354,0.00010907791124714628,116
p_k_per_ip_roll3,-0.00019446358167936052,355,-1.046814521770134e-05,263
sc_zone_rate_roll20,-0.00019449438212220115,356,-0.00011542351880331481,354
p_walks_std_roll3,-0.00019526878270719193,357,1.0041336729882389e-05,211
sc_offspeed_pct_roll10,-0.0001953511131433272,358,-0.00013291067908709485,362
umpire_strikeouts_roll3,-0.00019559148328025523,359,4.969779454035983e-05,167
p_pitches_roll10,-0.00019650113470353058,360,0.0002830429550602531,58
opp_pitcher_strikeouts_avg_prior,-0.00019786559953569594,361,-0.000940904168480694,406
park_so_factor,-0.00019905549777459174,362,0.0005158714201262127,37
p_batters_faced_std_roll5,-0.00020270932311221567,363,-8.204318768867402e-05,329
p_k_minus_bb_career,-0.00020633227187440983,364,0.0005612535783642514,33
catcher_csr_excess_prior,-0.00021187703565328508,365,4.207082696832121e-05,175
opp_pitcher_walks_avg_prior,-0.00021226969803587182,366,0.00022133194805138424,69
umpire_strikeouts_roll20,-0.0002205130878858652,367,-5.1577746713316055e-05,311
opp_batting_hit_rate_roll3,-0.00022295847663851288,368,2.8428262602542277e-05,193
p_strikeouts_std_roll3,-0.00022937750065796792,369,-3.419373811550663e-05,292
opp_pitcher_strikeouts_roll20,-0.00023134034912426494,370,-5.331446694145647e-06,255
p_bf_per_ip_roll3,-0.0002331929238505781,371,5.0218962825931965e-05,165
opp_pitcher_hits_allowed_avg_prior,-0.0002405767861525465,372,-6.132735323172156e-05,317
league_k_mean_roll10,-0.0002468607134073597,373,-0.00012540309326194432,358
p_pitches_max_roll5,-0.0002481218422976328,374,0.00017393512509786824,80
opp_pitcher_strikeouts_roll5,-0.00025572382224809954,375,8.048735468053625e-05,143
p_strike_rate_roll3,-0.00025595852832249744,376,-8.212693203628607e-05,331
sc_csw_rate_roll3,-0.0002655860978285185,377,0.0004782083756383226,38
sc_csw_rate_avg_prior,-0.0002732762728340221,378,0.00020817305601936731,72
sc_offspeed_pct_avg_prior,-0.00028070667371353774,379,-6.110566474126778e-06,257
p_strikeouts_trimmed_roll10,-0.00028358198764257827,380,7.173848824588713e-05,150
p_pitches_std_roll5,-0.0002988118325468747,381,3.77068841287409e-05,186
p_strike_rate_trend,-0.0003085038349131874,382,5.988160449370561e-05,159
p_pitches_range_roll5,-0.0003124609536142353,383,5.165684536057036e-06,217
sc_called_strike_rate_roll3,-0.00032648882913310917,384,-5.533610437711278e-05,313
sc_avg_release_speed_roll20,-0.0003306855156014699,385,0.00015237714030869043,93
p_pitches_roll5,-0.0003382323627191708,386,0.00016438432913294941,84
opp_lineup_bottom3_k_rate_prior,-0.00034304601232928447,387,-0.0004606064227518525,400
p_walks_std_roll20,-0.0003609628975475454,388,-0.00014808200662246306,370
umpire_hits_allowed_roll10,-0.000365983014350868,389,5.425589963257149e-05,161
sc_velo_x_csw_roll5,-0.00037039647505430204,390,4.0856534939615055e-05,179
p_strikes_std_roll20,-0.0003764623721593585,391,-0.00016948224705182202,377
sc_zone_minus_swstr_roll5,-0.00039730699483369046,392,-8.241815505425354e-05,335
sc_slider_pct_roll5,-0.00041294579748960556,393,0.00014349070530494945,97
opp_batting_pa_roll3,-0.0004166797539963296,394,-9.111856284493847e-05,343
p_ip_pct_of_career_avg,-0.00042282092801326776,395,0.00031963158956169744,52
sc_max_release_speed_avg_prior,-0.00043886551463987453,396,-9.319098060167618e-06,261
p_pitches_range_roll3,-0.0004654656783547706,397,-2.8140543520205342e-05,284
opp_pitcher_walks_roll10,-0.0004792744406238336,398,-8.216732396058025e-05,332
venue_strikeouts_avg_prior,-0.0005611852336342427,399,0.00016372525894212676,85
opp_pitcher_strikeouts_roll10,-0.0005762403081629675,400,-0.00031731996580264266,392
p_pitches_std_roll3,-0.0005864557167217788,401,-0.0001312488246706378,359
p_strikes_roll3,-0.000609584633963789,402,-0.0001370333981312255,366
pvt_bb_rate_vs_opp,-0.0006462021143141428,403,-0.00028852081163348585,389
umpire_strikeouts_roll10,-0.0006883594924212977,404,-3.0412974320492836e-05,285
opp_batting_runs_roll3,-0.000741128992446205,405,-7.981924539022245e-05,327
opp_lineup_k_rate_roll7_vs_hand,-0.0009399577526129299,406,-0.00016549834071006854,376
opp_lineup_k_rate_roll7,-0.001072945147438209,407,-0.00010195153336094443,346
