game_date,pitcher_id,line,p_h1,outcome_over,actual_ks,outcome_push,p_over_open,n_books_open,best_over_odds_open,best_under_odds_open,p_over_close,n_books_close,best_over_odds_close,best_under_odds_close,clv_over,bet_side,p_bet,edge,odds,book,won,clv,ev,pnl,pnl_kelly,month
2026-03-29,676974.0,5.5,0.3964251628914779,0.0,5,0.0,0.5063184648326167,3,-110.0,103.0,0.48472605526353524,6.0,100.0,-119.0,-0.021592409569081428,under,0.6035748371085221,0.10989330194113878,103.0,,True,0.021592409569081428,0.2252569193302999,1.03,0.051500000000000004,2026-03
2026-03-29,641927.0,4.5,0.4330946313900266,0.0,1,0.0,0.5299271298780291,4,-118.0,105.0,0.5516683290050406,8.0,-134.0,115.0,0.021741199127011446,under,0.5669053686099734,0.09683249848800257,105.0,,True,-0.021741199127011446,0.16215600565044552,1.05,0.04053900141261135,2026-03
2026-03-29,676106.0,3.5,0.6269566458213826,1.0,9,0.0,0.5403874426071825,5,-131.0,106.0,0.5549196920263697,7.0,-143.0,114.0,0.014532249419187182,over,0.6269566458213826,0.08656920321420003,-131.0,,True,0.014532249419187182,0.10554950522701811,0.7633587786259542,0.026387376306754525,2026-03
2026-03-29,663623.0,3.5,0.5839046526227563,1.0,7,0.0,0.46918567545800194,2,101.0,-129.0,0.46247315086204777,7.0,109.0,-125.0,-0.006712524595954172,over,0.5839046526227563,0.11471897716475432,101.0,,True,-0.006712524595954172,0.1736483517717401,1.01,0.043412087942934996,2026-03
2026-03-29,571927.0,3.5,0.6865919196074891,0.0,2,0.0,0.5727059162237874,3,-150.0,129.0,0.533392218497521,7.0,-117.0,105.0,-0.03931369772626636,over,0.6865919196074891,0.1138860033837017,-150.0,,False,-0.03931369772626636,0.1443198660124818,-1.0,-0.05,2026-03
2026-03-29,806960.0,3.5,0.7213285508864524,1.0,5,0.0,0.5608744061286534,3,-128.0,122.0,0.5362352953787952,7.0,-125.0,110.0,-0.02463911074985814,over,0.7213285508864524,0.16045414475779907,-128.0,,True,-0.02463911074985814,0.2848664812664934,0.78125,0.0390625,2026-03
2026-03-30,683004.0,4.5,0.6761338496743713,1.0,8,0.0,0.5809082401966951,5,-150.0,140.0,0.5770897311127855,4.0,-143.0,130.0,-0.0038185090839095714,over,0.6761338496743713,0.09522560947767622,-150.0,,True,-0.0038185090839095714,0.12688974945728548,0.6666666666666666,0.03172243736432134,2026-03
2026-03-30,656492.0,3.5,0.6946319262143816,1.0,5,0.0,0.5815476610333955,2,-154.0,128.0,0.6112600536193029,1.0,-190.0,140.0,0.02971239258590741,over,0.6946319262143816,0.11308426518098613,-154.0,,True,0.02971239258590741,0.14569161856138269,0.6493506493506493,0.03246753246753247,2026-03
2026-03-30,592836.0,3.5,0.5816616735111975,0.0,2,0.0,0.4934862662423842,3,-108.0,-115.0,0.42499498430209465,7.0,143.0,-150.0,-0.06849128194028953,over,0.5816616735111975,0.08817540726881329,-108.0,,False,-0.06849128194028953,0.12023729713267661,-1.0,-0.032464070225822685,2026-03
2026-03-30,680573.0,3.5,0.7156310566150248,0.0,2,0.0,0.504668679741475,5,-110.0,-103.0,0.4994052377310851,6.0,-109.0,-105.0,-0.005263442010389918,over,0.7156310566150248,0.2109623768735498,-110.0,,False,-0.005263442010389918,0.36620474444686546,-1.0,-0.05,2026-03
2026-03-31,650644.0,3.5,0.7000304367475436,0.0,3,0.0,0.5406355616038423,8,-130.0,110.0,0.5455793057978424,8.0,-135.0,110.0,0.0049437441940001214,over,0.7000304367475436,0.15939487514370132,-130.0,,False,0.0049437441940001214,0.23851538809180794,-1.0,-0.05,2026-03
2026-03-31,667755.0,4.5,0.6100947857925013,0.0,4,0.0,0.4937928812827079,6,-107.0,-110.0,0.509410830006504,7.0,-107.0,-104.0,0.015617948723796127,over,0.6100947857925013,0.11630190450979344,-107.0,,False,0.015617948723796127,0.18027682858923155,-1.0,-0.04822405164761944,2026-03
2026-03-31,691725.0,4.5,0.5794859613396838,1.0,8,0.0,0.4707861418308386,7,100.0,-122.0,0.4815131273457029,8.0,100.0,-115.0,0.010726985514864285,over,0.5794859613396838,0.10869981950884516,100.0,,True,0.010726985514864285,0.15897192267936755,1.0,0.03974298066984189,2026-03
2026-03-31,696149.0,4.5,0.6981798797161093,1.0,6,0.0,0.5751633986928104,1,-160.0,120.0,0.5914104553577225,2.0,-155.0,143.0,0.016247056664912107,over,0.6981798797161093,0.12301648102329887,-160.0,,True,0.016247056664912107,0.1345423045386776,0.625,0.03125,2026-03
2026-03-31,669467.0,3.5,0.5623308098061935,0.0,3,0.0,0.4296461085777356,7,126.0,-139.0,0.4394097971434066,8.0,130.0,-125.0,0.009763688565671003,over,0.5623308098061935,0.13268470122845794,126.0,,False,0.009763688565671003,0.27086763016199744,-1.0,-0.05,2026-03
2026-03-31,453286.0,5.5,0.4006749828755238,0.0,4,0.0,0.49524354526416253,7,100.0,100.0,0.5050732225630244,7.0,-107.0,102.0,0.009829677298861916,under,0.5993250171244762,0.09456856238863875,100.0,,True,-0.009829677298861916,0.19865003424895233,1.0,0.049662508562238084,2026-03
2026-04-01,702070.0,4.5,0.5835878597967739,1.0,5,0.0,0.46660849297908297,7,116.0,-115.0,0.4723037019122092,8.0,105.0,-118.0,0.00569520893312625,over,0.5835878597967739,0.11697936681769089,116.0,,True,0.00569520893312625,0.26054977716103145,1.16,0.057999999999999996,2026-04
2026-04-01,592332.0,7.5,0.3064058457457878,1.0,10,0.0,0.4335989213256781,2,116.0,-150.0,0.44120185855449623,7.0,118.0,-136.0,0.007602937228818107,under,0.6935941542542122,0.12719307557989035,-150.0,,False,-0.007602937228818107,0.1559902570903537,-1.0,-0.05,2026-04
2026-04-01,668678.0,5.5,0.4435891753284108,0.0,2,0.0,0.5651722755956949,2,-150.0,116.0,0.5381021755702998,7.0,-120.0,112.0,-0.027070100025395116,under,0.5564108246715892,0.12158310026728414,116.0,,True,0.027070100025395116,0.20184738129063262,1.16,0.05046184532265818,2026-04
2026-04-01,681347.0,5.5,0.4233375244112173,1.0,6,0.0,0.5053968002281901,3,-115.0,-110.0,0.4880567612418121,8.0,100.0,-110.0,-0.017340038986378037,under,0.5766624755887827,0.08205927581697281,-110.0,,False,0.017340038986378037,0.10090108976040335,-1.0,-0.027747799684110952,2026-04
2026-04-01,669373.0,6.5,0.44251367566137584,0.0,3,0.0,0.5670257738988136,1,-154.0,116.0,0.5453906048186868,8.0,-125.0,119.0,-0.021635169080126748,under,0.5574863243386241,0.12451209823743775,116.0,,True,0.021635169080126748,0.20417046057142807,1.16,0.05104261514285702,2026-04
2026-04-01,694973.0,6.5,0.43383931405339105,0.0,5,0.0,0.5569436374201047,1,-144.0,113.0,0.5940959409594095,1.0,-175.0,130.0,0.037152303539304876,under,0.566160685946609,0.12310432336671362,113.0,,True,-0.037152303539304876,0.20592226106627698,1.13,0.051480565266569245,2026-04
2026-04-01,605288.0,3.5,0.5987265046798467,1.0,4,0.0,0.5167549138439915,3,-120.0,-101.0,0.5352098078357689,7.0,-125.0,113.0,0.018454893991777355,over,0.5987265046798467,0.08197159083585515,-120.0,,True,0.018454893991777355,0.09766525857971892,0.8333333333333334,0.02441631464492977,2026-04
2026-04-01,607536.0,3.5,0.6041885370879031,1.0,6,0.0,0.4708877546072229,4,100.0,-124.0,0.49125491866288906,8.0,102.0,-106.0,0.020367164055666187,over,0.6041885370879031,0.13330078248068022,100.0,,True,0.020367164055666187,0.2083770741758062,1.0,0.05,2026-04
2026-04-01,694819.0,6.5,0.5558514699031137,1.0,7,0.0,0.4500644549236013,3,110.0,-140.0,0.4737792755482935,7.0,100.0,-120.0,0.023714820624692212,over,0.5558514699031137,0.10578701497951243,110.0,,True,0.023714820624692212,0.16728808679653895,1.1,0.04182202169913474,2026-04
2026-04-01,519242.0,8.5,0.2297927782113236,0.0,3,0.0,0.4762316193864273,3,100.0,-120.0,0.4591713713858729,4.0,115.0,-121.0,-0.01706024800055439,under,0.7702072217886764,0.24643884117510367,-120.0,,True,0.01706024800055439,0.4120465732792401,0.8333333333333334,0.04166666666666667,2026-04
2026-04-01,543135.0,5.5,0.48905228411341445,0.0,5,0.0,0.5695417561615224,4,-145.0,128.0,0.5836873337716751,3.0,-165.0,125.0,0.014145577610152782,under,0.5109477158865856,0.08048947204810791,128.0,,True,-0.014145577610152782,0.16496079222141524,1.28,0.04124019805535384,2026-04
2026-04-01,650911.0,6.5,0.4282562158362081,1.0,7,0.0,0.5606784186653182,4,-145.0,118.0,0.5783288181084397,3.0,-160.0,125.0,0.017650399443121523,under,0.5717437841637919,0.1324222028291101,118.0,,False,-0.017650399443121523,0.24640144947706633,-1.0,-0.05,2026-04
2026-04-01,669923.0,6.5,0.3799615055716351,0.0,6,0.0,0.5445920303605313,1,-140.0,105.0,0.5144330038861815,6.0,-110.0,101.0,-0.03015902647434976,under,0.6200384944283649,0.16463052478889617,105.0,,True,0.03015902647434976,0.27107891357814806,1.05,0.052500000000000005,2026-04
2026-04-02,671737.0,4.5,0.6429469510281551,0.0,3,0.0,0.4256537313829248,4,126.0,-152.0,0.45283894747045533,8.0,116.0,-135.0,0.02718521608753055,over,0.6429469510281551,0.21729321964523035,126.0,,False,0.02718521608753055,0.4530601093236306,-1.0,-0.05,2026-04
2026-04-02,666142.0,6.5,0.45931092546884705,1.0,8,0.0,0.5464908604122892,6,-135.0,111.0,0.5901775896924106,2.0,-162.0,135.0,0.043686729280121406,under,0.540689074531153,0.08717993494344217,111.0,,False,-0.043686729280121406,0.14085394726073286,-1.0,-0.0317238619956606,2026-04
2026-04-03,605400.0,6.5,0.29742019763834765,1.0,9,0.0,0.44421788523157596,1,112.0,-144.0,0.3924905308228578,1.0,138.0,-186.0,-0.051727354408718174,under,0.7025798023616523,0.1467976875932283,-144.0,,False,0.051727354408718174,0.19048244289057747,-1.0,-0.05,2026-04
2026-04-03,650633.0,5.5,0.36395594486707583,0.0,5,0.0,0.553373700565386,5,-138.0,112.0,0.5474317138894692,7.0,-134.0,114.0,-0.005941986675916833,under,0.6360440551329242,0.1894177556983102,112.0,,True,0.005941986675916833,0.3484133968817993,1.12,0.05600000000000001,2026-04
2026-04-03,669022.0,6.5,0.3028408589193024,1.0,9,0.0,0.49411586793674694,6,-108.0,-114.0,0.5680104886023484,7.0,-144.0,125.0,0.07389462066560143,under,0.6971591410806977,0.19127500901744454,-114.0,,False,-0.07389462066560143,0.30870224729183593,-1.0,-0.05,2026-04
2026-04-03,663903.0,5.5,0.34857952015116583,0.0,5,0.0,0.433147541898563,5,125.0,-145.0,0.416376487373344,3.0,132.0,-160.0,-0.016771054525219042,under,0.6514204798488341,0.08456802174739719,-145.0,,True,0.016771054525219042,0.10067598319285764,0.6896551724137931,0.02516899579821441,2026-04
2026-04-03,691587.0,6.5,0.3577740575704737,0.0,4,0.0,0.44810940466025817,5,121.0,-135.0,0.4555425809847363,8.0,114.0,-130.0,0.007433176324478152,under,0.6422259424295262,0.09033534708978447,-135.0,,True,-0.007433176324478152,0.11794886274769378,0.7407407407407407,0.029487215686923474,2026-04
2026-04-03,656302.0,7.5,0.3494458686647117,0.0,6,0.0,0.4458598726114649,1,110.0,-145.0,0.48027099477932644,8.0,100.0,-115.0,0.03441112216786152,under,0.6505541313352883,0.0964140039467532,-145.0,,True,-0.03441112216786152,0.09921215294583197,0.6896551724137931,0.02480303823645796,2026-04
2026-04-03,641927.0,3.5,0.661238922445554,1.0,4,0.0,0.5621165572103268,3,-147.0,121.0,0.5864320653814397,4.0,-157.0,135.0,0.024315508171112832,over,0.661238922445554,0.09912236523522722,-147.0,,True,0.024315508171112832,0.11106131866701935,0.6802721088435374,0.027765329666754823,2026-04
2026-04-03,686218.0,6.5,0.28069608858289985,0.0,2,0.0,0.449438202247191,1,110.0,-140.0,0.3666469544648137,1.0,155.0,-210.0,-0.08279124778237729,under,0.7193039114171002,0.16874211366429115,-140.0,,True,0.08279124778237729,0.23309241957217175,0.7142857142857143,0.03571428571428572,2026-04
2026-04-04,656427.0,5.5,0.4398785789242005,1.0,6,0.0,0.5328685763952707,4,-130.0,104.0,0.5947492609534201,4.0,-165.0,150.0,0.061880684558149324,under,0.5601214210757994,0.09298999747107023,104.0,,False,-0.061880684558149324,0.1426476989946308,-1.0,-0.03429031225832471,2026-04
2026-04-04,693821.0,3.5,0.7009045290543809,1.0,8,0.0,0.5373238330364682,6,-125.0,110.0,0.5398795515153622,8.0,-130.0,110.0,0.002555718478893909,over,0.7009045290543809,0.1635806960179127,-125.0,,True,0.002555718478893909,0.2616281522978857,0.8,0.04000000000000001,2026-04
2026-04-04,607192.0,6.5,0.3273058264607139,1.0,9,0.0,0.43118083042227634,5,120.0,-147.0,0.43608777754646955,7.0,120.0,-135.0,0.004906947124193206,under,0.6726941735392862,0.10387500396156246,-147.0,,False,-0.004906947124193206,0.13030925757961692,-1.0,-0.04788865216050916,2026-04
2026-04-04,663623.0,3.5,0.6568973567354884,1.0,4,0.0,0.5530299627658545,5,-135.0,122.0,0.5352334041319653,8.0,-120.0,106.0,-0.01779655863388918,over,0.6568973567354884,0.10386739396963396,-135.0,,True,-0.01779655863388918,0.14348799135436874,0.7407407407407407,0.035871997838592184,2026-04
2026-04-04,813349.0,4.5,0.6953158998052796,0.0,4,0.0,0.564560028463288,3,-150.0,117.0,0.5881526570193112,4.0,-165.0,135.0,0.023592628556023176,over,0.6953158998052796,0.13075587134199163,-150.0,,False,0.023592628556023176,0.15885983300879936,-1.0,-0.05,2026-04
2026-04-04,676974.0,5.5,0.34595904259875815,1.0,6,0.0,0.47543186374976826,6,100.0,-125.0,0.48228441078560824,8.0,102.0,-110.0,0.006852547035839984,under,0.6540409574012418,0.1294728211510101,-125.0,,False,-0.006852547035839984,0.17727372332223523,-1.0,-0.05,2026-04
2026-04-05,592836.0,3.5,0.555443168034375,1.0,4,0.0,0.47418348479886463,3,104.0,-125.0,0.4715808444515085,7.0,106.0,-125.0,-0.0026026403473561333,over,0.555443168034375,0.08125968323551036,104.0,,True,-0.0026026403473561333,0.133104062790125,1.04,0.03327601569753125,2026-04
2026-04-05,663460.0,5.5,0.3443249659418622,1.0,8,0.0,0.4335043535421396,3,119.0,-150.0,0.4351539817484163,7.0,118.0,-146.0,0.0016496282062766765,under,0.6556750340581379,0.08917938760027744,-150.0,,False,-0.0016496282062766765,0.09279172343022979,-1.0,-0.03479689628633617,2026-04
2026-04-05,663436.0,3.5,0.6592614251331808,1.0,6,0.0,0.5181702681459454,3,-120.0,-104.0,0.5212929818495485,8.0,-113.0,101.0,0.003122713703603175,over,0.6592614251331808,0.1410911569872354,-120.0,,True,0.003122713703603175,0.2086459460774981,0.8333333333333334,0.04166666666666667,2026-04
2026-04-05,656492.0,3.5,0.7400787421420183,1.0,6,0.0,0.592560196855712,2,-170.0,130.0,0.5856613974212291,7.0,-161.0,138.0,-0.006898799434482905,over,0.7400787421420183,0.14751854528630626,-170.0,,True,-0.006898799434482905,0.1754191786961467,0.5882352941176471,0.029411764705882356,2026-04
2026-04-05,665795.0,5.5,0.5723876787248321,0.0,4,0.0,0.45870810918521654,2,105.0,-133.0,0.4480055879060489,8.0,120.0,-130.0,-0.010702521279167654,over,0.5723876787248321,0.11367956953961555,105.0,,False,-0.010702521279167654,0.17339474138590583,-1.0,-0.04128446223473943,2026-04
2026-04-05,657277.0,6.5,0.33542604738166865,0.0,3,0.0,0.4233170265684967,1,123.0,-157.0,0.4059226847662676,2.0,138.0,-160.0,-0.017394341802229096,under,0.6645739526183314,0.08789097918682803,-157.0,,True,0.017394341802229096,0.0878694638401985,0.6369426751592356,0.021967365960049615,2026-04
2026-04-05,680573.0,4.5,0.5852173418220239,0.0,4,0.0,0.4342682694420561,3,127.0,-145.0,0.4115852329571522,5.0,145.0,-158.0,-0.022683036484903885,over,0.5852173418220239,0.1509490723799678,127.0,,False,-0.022683036484903885,0.3284433659359942,-1.0,-0.05,2026-04
2026-04-05,621121.0,5.5,0.3908341827570455,0.0,4,0.0,0.5604878361705424,4,-145.0,115.0,0.5670860683447079,4.0,-146.0,120.0,0.0065982321741654415,under,0.6091658172429545,0.16965365341349692,115.0,,True,-0.0065982321741654415,0.30970650707235214,1.15,0.057499999999999996,2026-04
2026-04-05,608372.0,3.5,0.6387127560469995,1.0,5,0.0,0.4382371853689739,4,115.0,-144.0,0.4336670187325748,8.0,125.0,-149.0,-0.004570166636399087,over,0.6387127560469995,0.20047557067802563,115.0,,True,-0.004570166636399087,0.37323242550104885,1.15,0.057499999999999996,2026-04
2026-04-05,694297.0,4.5,0.5940753018704854,0.0,2,0.0,0.4441134600799253,2,116.0,-137.0,0.4427469824093326,7.0,119.0,-130.0,-0.001366477670592725,over,0.5940753018704854,0.1499618417905601,116.0,,False,-0.001366477670592725,0.2832026520402484,-1.0,-0.05,2026-04
2026-04-05,672456.0,3.5,0.6740548338653445,0.0,3,0.0,0.44362106539269347,4,115.0,-144.0,0.4200807856041876,7.0,130.0,-150.0,-0.02354027978850587,over,0.6740548338653445,0.230433768472651,115.0,,False,-0.02354027978850587,0.4492178928104906,-1.0,-0.05,2026-04
2026-04-06,592791.0,3.5,0.6619399675492561,1.0,4,0.0,0.5561431906419747,6,-138.0,116.0,0.5370019489746937,8.0,-125.0,110.0,-0.01914124166728104,over,0.6619399675492561,0.1057967769072814,-138.0,,True,-0.01914124166728104,0.14160661070089098,0.7246376811594203,0.03540165267522277,2026-04
2026-04-06,676083.0,4.5,0.36584728659911603,0.0,3,0.0,0.44722055037795705,5,116.0,-137.0,0.48872766126056943,8.0,-105.0,-115.0,0.041507110882612386,under,0.634152713400884,0.08137326377884102,-137.0,,True,-0.041507110882612386,0.09703790566430293,0.7299270072992701,0.02425947641607573,2026-04
2026-04-06,669467.0,3.5,0.6010160560347255,0.0,2,0.0,0.5029324820327408,6,-110.0,-102.0,0.5312915421820702,7.0,-120.0,112.0,0.02835906014932943,over,0.6010160560347255,0.09808357400198475,-110.0,,False,0.02835906014932943,0.14739428879356686,-1.0,-0.04053342941823089,2026-04
2026-04-06,657746.0,6.5,0.3658873970320658,1.0,7,0.0,0.46243466945439193,7,106.0,-125.0,0.4736491276015681,8.0,105.0,-118.0,0.011214458147176143,under,0.6341126029679343,0.09654727242232614,-125.0,,False,-0.011214458147176143,0.14140268534228173,-1.0,-0.044188339169463006,2026-04
2026-04-06,605540.0,6.5,0.3339466186242587,0.0,4,0.0,0.45225670073324087,5,110.0,-136.0,0.4164504725660682,3.0,128.0,-160.0,-0.03580622816717266,under,0.6660533813757413,0.1183100821089822,-136.0,,True,0.03580622816717266,0.15579851474025702,0.7352941176470589,0.03676470588235294,2026-04
2026-04-06,687064.0,3.5,0.6880072672650381,0.0,2,0.0,0.537276867727517,5,-130.0,107.0,0.5417171650047153,7.0,-130.0,124.0,0.004440297277198302,over,0.6880072672650381,0.1507303995375211,-130.0,,False,0.004440297277198302,0.2172436266996829,-1.0,-0.05,2026-04
2026-04-06,696149.0,5.5,0.590509329600114,0.0,4,0.0,0.4344114730009469,6,122.0,-140.0,0.42766090948119284,1.0,118.0,-159.0,-0.00675056351975406,over,0.590509329600114,0.15609785659916714,122.0,,False,-0.00675056351975406,0.31093071171225317,-1.0,-0.05,2026-04
2026-04-07,668909.0,5.5,0.6075648736281021,1.0,8,0.0,0.48526160044749295,6,100.0,-111.0,0.493714236497093,8.0,102.0,100.0,0.00845263604960006,over,0.6075648736281021,0.12230327318060913,100.0,,True,0.00845263604960006,0.21512974725620415,1.0,0.05,2026-04
2026-04-07,601713.0,6.5,0.37313211235317834,1.0,8,0.0,0.4845292549856279,8,100.0,-115.0,0.47118944314552635,8.0,104.0,-122.0,-0.013339811840101523,under,0.6268678876468217,0.11139714263244954,-115.0,,False,0.013339811840101523,0.17197039864405783,-1.0,-0.049441489610166596,2026-04
2026-04-07,669373.0,7.5,0.31838304937197615,0.0,7,0.0,0.5711553269166212,7,-152.0,122.0,0.5506075641018299,8.0,-130.0,115.0,-0.020547762814791315,under,0.6816169506280239,0.25277227754464504,122.0,,True,0.020547762814791315,0.513189630394213,1.22,0.061,2026-04
2026-04-07,676979.0,7.5,0.38532833515624587,0.0,7,0.0,0.5113906988475779,6,-110.0,105.0,0.4669859551938836,7.0,110.0,-125.0,-0.044404743653694345,under,0.6146716648437541,0.12606236369133206,105.0,,True,0.044404743653694345,0.26007691292969604,1.05,0.052500000000000005,2026-04
2026-04-07,665871.0,3.5,0.5473186212505209,0.0,3,0.0,0.451708200781945,5,115.0,-133.0,0.45293589612740714,8.0,125.0,-122.0,0.001227695345462132,over,0.5473186212505209,0.09561042046857587,115.0,,False,0.001227695345462132,0.1767350356886198,-1.0,-0.038420659932308684,2026-04
2026-04-07,671096.0,5.5,0.3035883272388724,0.0,2,0.0,0.4167677157952293,2,125.0,-165.0,0.4022080388685831,3.0,150.0,-165.0,-0.014559676926646226,under,0.6964116727611276,0.1131793885563569,-165.0,,True,0.014559676926646226,0.11847935322241704,0.6060606060606061,0.029619838305604218,2026-04
2026-04-07,694973.0,6.5,0.4290812368483551,0.0,6,0.0,0.521201751913644,7,-118.0,102.0,0.5010811400834764,7.0,-105.0,-105.0,-0.020120611830167667,under,0.5709187631516449,0.09212051506528895,102.0,,True,0.020120611830167667,0.15325590156632274,1.02,0.03831397539158066,2026-04
2026-04-08,680732.0,5.5,0.4212679595806108,0.0,3,0.0,0.5422183984878722,3,-135.0,107.0,0.5728721847062854,5.0,-150.0,124.0,0.030653786218413193,under,0.5787320404193892,0.12095043890726143,107.0,,True,-0.030653786218413193,0.19797532366813564,1.07,0.049493830917033965,2026-04
2026-04-08,650633.0,5.5,0.3755621361941086,0.0,4,0.0,0.5278654360949502,3,-125.0,105.0,0.5119788469109966,7.0,-110.0,100.0,-0.01588658918395358,under,0.6244378638058914,0.15230329990084157,105.0,,True,0.01588658918395358,0.28009762080207734,1.05,0.052500000000000005,2026-04
2026-04-08,672282.0,5.5,0.5910835390358583,0.0,4,0.0,0.4719589438937918,4,102.0,-125.0,0.557581719986122,7.0,-135.0,122.0,0.08562277609233027,over,0.5910835390358583,0.11912459514206652,102.0,,False,0.08562277609233027,0.19398874885243378,-1.0,-0.047546261973635755,2026-04
2026-04-08,671212.0,5.5,0.5501273439585697,0.0,3,0.0,0.4584883253704333,4,110.0,-119.0,0.4558472141428996,6.0,115.0,-126.0,-0.0026411112275337434,over,0.5501273439585697,0.09163901858813633,110.0,,False,-0.0026411112275337434,0.15526742231299628,-1.0,-0.03528805052568099,2026-04
2026-04-08,701542.0,5.5,0.4079351939645516,0.0,5,0.0,0.4929511929221252,7,-102.0,-110.0,0.5121017760366657,7.0,-110.0,107.0,0.019150583114540543,under,0.5920648060354484,0.08501599895757361,-110.0,,True,-0.019150583114540543,0.130305538794947,0.9090909090909091,0.03257638469873675,2026-04
2026-04-08,641816.0,4.5,0.6151666254622166,1.0,6,0.0,0.47819424798700916,3,-101.0,-125.0,0.4710995222773329,6.0,106.0,-124.0,-0.007094725709676231,over,0.6151666254622166,0.1369723774752074,-101.0,,True,-0.007094725709676231,0.2242424922564904,0.9900990099009901,0.04950495049504951,2026-04
2026-04-08,607067.0,3.5,0.6941312153077449,0.0,2,0.0,0.4407807397033805,5,120.0,-134.0,0.44805529757202095,6.0,114.0,-137.0,0.007274557868640452,over,0.6941312153077449,0.2533504756043644,120.0,,False,0.007274557868640452,0.5270886736770388,-1.0,-0.05,2026-04
