game_date,pitcher_id,hits_allowed,vintage,mu_poisson_glm,mu_xgb_poisson,mu_lgb_poisson,mu_hgb_poisson,mu_cat_poisson,line,p_over_open,n_books_open,best_over_odds_open,best_under_odds_open,p_over_close,n_books_close,best_over_odds_close,best_under_odds_close,clv_over,outcome_over,outcome_push,p_poisson_glm,p_xgb_poisson,p_lgb_poisson,p_hgb_poisson,p_cat_poisson,p_h0,p_h1,bet_side,p_bet,edge,odds,book,won,clv,ev,pnl,pnl_kelly,month
2026-03-28,701542,5,2026-01-01,4.430723597398912,4.306409,4.35887917758318,4.427015291406119,4.431985935593403,4.5,0.5695364238410596,1,-160.0,115.0,0.4943604508778301,4.0,-109.0,-118.0,-0.07517597296322953,1.0,0.0,0.47294716740929343,0.43766066838046275,0.4643854748603352,0.5,0.4806701030927835,0.471132682748575,0.471132682748575,under,0.528867317251425,0.09840374109248462,115.0,,False,0.07517597296322953,0.1370647320905637,-1.0,-0.029796680889253004,2026-03
2026-03-28,605488,5,2026-01-01,4.42986060994165,4.3560514,4.385046119621411,4.2455027940335155,4.299523210989727,4.5,0.5063371356147021,3,-115.0,-110.0,0.5717557870204565,3.0,-150.0,125.0,0.06541865140575442,1.0,0.0,0.47294716740929343,0.4601449275362319,0.4643854748603352,0.4542483660130719,0.4326171875,0.4568686246637865,0.4568686246637865,under,0.5431313753362135,0.049468510950915534,-110.0,,False,-0.06541865140575442,0.036887171096407545,-1.0,-0.01014397205151209,2026-03
2026-03-28,672282,6,2026-01-01,4.007676403031622,3.853918,3.863942091862537,3.990113067141932,4.002289997886257,4.5,0.5176156746316554,2,-123.0,-107.0,0.44589755383997987,3.0,115.0,-140.0,-0.0717181207916755,1.0,0.0,0.34208798424162834,0.361846571622539,0.3722871452420701,0.395738203957382,0.3948220064724919,0.3733563823072223,0.3733563823072223,under,0.6266436176927777,0.14425929232443307,-107.0,,False,0.0717181207916755,0.21229185852714927,-1.0,-0.05,2026-03
2026-03-29,641927,4,2026-01-01,4.576775307607647,4.2749686,4.253104194292324,4.186562421571857,4.304045824712974,4.5,0.5072509905677987,2,-118.0,-113.0,0.4984968580971636,3.0,-110.0,-113.0,-0.008754132470635057,0.0,0.0,0.4909560723514212,0.43766066838046275,0.4643854748603352,0.4542483660130719,0.4326171875,0.4559735538210582,0.4559735538210582,under,0.5440264461789418,0.05127743674674046,-113.0,,True,0.008754132470635057,0.025465779080660222,0.8849557522123894,0.0063664447701650695,2026-03
2026-03-29,571927,6,2026-01-01,4.311547444656318,4.4855194,4.43606038859203,4.315965832077893,4.400058861713666,4.5,0.5840472429753355,2,-165.0,125.0,0.5693354604849742,3.0,-152.0,120.0,-0.014711782490361314,1.0,0.0,0.45307443365695793,0.4619164619164619,0.47172619047619047,0.4948216340621403,0.4623541887592789,0.4687785817742059,0.4687785817742059,under,0.5312214182257942,0.11526866120112961,125.0,,False,0.014711782490361314,0.1952481910080368,-1.0,-0.03904963820160736,2026-03
2026-03-29,806960,5,2026-01-01,4.126219945529274,4.224629,4.200797825310106,4.26395097749312,4.113354825938109,4.5,0.5384615384615384,1,-140.0,100.0,0.5243008890086376,4.0,-124.0,100.0,-0.014160649452900853,1.0,0.0,0.3885350318471338,0.43766066838046275,0.41466498103666244,0.45426829268292684,0.4326171875,0.4255492322894372,0.4255492322894372,under,0.5744507677105628,0.11291230617210124,100.0,,False,0.014160649452900853,0.1489015354211256,-1.0,-0.0372253838552814,2026-03
2026-03-29,656550,5,2026-01-01,4.268489418573807,4.1269813,4.333525940871829,3.997106172027354,4.261421279475756,4.5,0.5,1,-120.0,-120.0,0.4949651471165347,4.0,-110.0,-113.0,-0.0050348528834652795,1.0,0.0,0.4110718492343934,0.4061662198391421,0.4643854748603352,0.395738203957382,0.4326171875,0.4219957870782505,0.4219957870782505,under,0.5780042129217495,0.07800421292174953,-120.0,,False,0.0050348528834652795,0.05967439035654082,-1.0,-0.017902317106962263,2026-03
2026-03-30,683004,5,2026-01-01,4.158157700903232,3.95564,3.8620408734184926,3.957187748515894,4.092604997688504,4.5,0.5227479329899138,2,-119.0,100.0,0.4365439810433022,3.0,120.0,-145.0,-0.08620395194661162,1.0,0.0,0.40594059405940597,0.3919694072657744,0.3722871452420701,0.395738203957382,0.4326171875,0.3997105076049265,0.3997105076049265,under,0.6002894923950735,0.12303742538498735,100.0,,False,0.08620395194661162,0.2005789847901469,-1.0,-0.05,2026-03
2026-03-30,607259,6,2026-01-01,4.772966587313697,4.706806,4.806421745309563,4.843873788690177,4.293791433541158,5.5,0.4189843735481872,2,125.0,-162.0,0.42281077441843823,3.0,125.0,-160.0,0.0038264008702510455,1.0,0.0,0.32905982905982906,0.361846571622539,0.38767395626242546,0.395738203957382,0.2673421667965706,0.3483321455397492,0.3483321455397492,under,0.6516678544602508,0.07065222800843796,-162.0,,False,-0.0038264008702510455,0.053931962151763546,-1.0,-0.021842444671464237,2026-03
2026-03-30,681517,8,2026-01-01,3.798669647668352,4.7186747,4.37189605930207,4.413680948477307,4.426700210785767,4.5,0.5200989237610363,2,-126.0,-105.0,0.5307143878928171,3.0,-132.0,-101.0,0.010615464131780827,1.0,0.0,0.3250620347394541,0.5225806451612902,0.4643854748603352,0.49673202614379086,0.47058823529411764,0.45586968323979765,0.45586968323979765,under,0.5441303167602023,0.06422924052123863,-105.0,,False,-0.010615464131780827,0.06234966605563297,-1.0,-0.016366787339603683,2026-03
2026-03-30,608372,2,2026-01-01,4.685782610697083,4.9664645,4.73514994395973,4.827292217675084,4.8678305718760555,5.5,0.525274128332662,3,-130.0,-102.0,0.5138989258390438,4.0,-119.0,-110.0,-0.01137520249361812,0.0,0.0,0.3250620347394541,0.3935309973045822,0.3722871452420701,0.395738203957382,0.3813451776649746,0.3735927117816926,0.3735927117816926,under,0.6264072882183074,0.15168141655096934,-102.0,,True,0.01137520249361812,0.24053208058919695,0.9803921568627451,0.049019607843137254,2026-03
2026-03-30,663460,2,2026-01-01,4.665030071022707,4.543381,4.466009782791789,4.43336502907351,4.460111305393849,4.5,0.5384615384615384,1,-140.0,100.0,0.5041282501260178,4.0,100.0,100.0,-0.03433328833552063,0.0,0.0,0.5,0.4786885245901639,0.47172619047619047,0.5080213903743316,0.4806701030927835,0.4878212417066939,0.4878212417066939,under,0.5121787582933062,0.05064029675484455,100.0,,True,0.03433328833552063,0.024357516586612338,1.0,0.0060893791466530844,2026-03
2026-03-30,605280,4,2026-01-01,4.512323405737134,4.414314,4.442430363157475,4.430452928632351,4.3886822776148735,4.5,0.5275251503118298,3,-128.0,-103.0,0.5327113081824066,4.0,-128.0,100.0,0.005186157870576857,0.0,0.0,0.47294716740929343,0.4601449275362319,0.47172619047619047,0.5,0.4623541887592789,0.4734344948361989,0.4734344948361989,under,0.5265655051638011,0.054090655475630856,-103.0,,True,-0.005186157870576857,0.037794150953899264,0.970873786407767,0.009448537738474816,2026-03
2026-03-30,677952,4,2026-01-01,4.108298345310201,3.9793088,4.100504325333758,3.976398195628443,3.8071807211664166,4.5,0.4515430831809531,1,107.0,-142.0,0.4497282109919393,3.0,110.0,-140.0,-0.001814872189013772,0.0,0.0,0.3885350318471338,0.3919694072657744,0.41466498103666244,0.395738203957382,0.3493282149712092,0.38804716781563237,0.38804716781563237,under,0.6119528321843677,0.06349591536532073,-142.0,,True,0.001814872189013772,0.04290553090575333,0.704225352112676,0.010726382726438333,2026-03
2026-03-31,696149,0,2026-01-01,4.247533893397867,3.7520142,3.7915838083613362,4.166089009158679,3.7825046715249826,4.5,0.4407297194402791,2,113.0,-150.0,0.4332316944360586,2.0,116.0,-154.0,-0.007498025004220532,0.0,0.0,0.4110718492343934,0.33448275862068966,0.3417910447761194,0.4542483660130719,0.3493282149712092,0.3781844467230967,0.3781844467230967,under,0.6218155532769033,0.06254527271718241,-150.0,,True,0.007498025004220532,0.03635925546150548,0.6666666666666666,0.009089813865376328,2026-03
2026-04-02,671737,5,2026-01-01,4.396395362022818,4.5040107,4.439765124568392,4.705170981976968,4.530234674483043,5.5,0.4392764857881137,1,110.0,-155.0,0.4489425683540415,3.0,116.0,-130.0,0.009666082565927825,0.0,0.0,0.27497314715359816,0.2880886426592798,0.3241895261845385,0.361782835467046,0.31346351490236385,0.31249953327336527,0.31249953327336527,under,0.6875004667266347,0.1267769525147484,-155.0,,True,-0.009666082565927825,0.13104915493736669,0.6451612903225806,0.03225806451612903,2026-04
2026-04-03,664285,3,2026-01-01,5.1202018481059985,5.0981116,5.0950870250177305,5.114314993746568,5.137951447934971,5.5,0.4809885931558936,1,-110.0,-130.0,0.4275064403660651,3.0,125.0,-150.0,-0.053482152789828485,0.0,0.0,0.40625,0.43766066838046275,0.41466498103666244,0.4542483660130719,0.4326171875,0.4290882405860394,0.4290882405860394,under,0.5709117594139606,0.0519003525698542,-130.0,,True,0.053482152789828485,0.01007465127085333,0.7692307692307693,0.002518662817713291,2026-04
2026-04-03,605400,5,2026-01-01,5.244181120526729,5.1214304,5.134903429966414,5.128432982978367,4.873620925518275,5.5,0.5103695021357953,3,-121.0,-109.0,0.5248658709618758,3.0,-124.0,100.0,0.014496368826080408,0.0,0.0,0.4110718492343934,0.43766066838046275,0.41466498103666244,0.4542483660130719,0.3813451776649746,0.419798208465913,0.419798208465913,under,0.580201791534087,0.09057129366988237,-109.0,,True,-0.014496368826080408,0.1124970131249926,0.9174311926605505,0.028124253281248124,2026-04
2026-04-04,607192,4,2026-01-01,4.842910202871488,4.456038,4.209737038152424,4.362635047017531,4.253609948984158,4.5,0.5113705575362614,3,-120.0,-108.0,0.507590601864012,4.0,-110.0,100.0,-0.0037799556722494243,0.0,0.0,0.5044534412955467,0.4619164619164619,0.41466498103666244,0.4948216340621403,0.4326171875,0.46169474116216225,0.46169474116216225,under,0.5383052588378378,0.049675816374099124,-108.0,,True,0.0037799556722494243,0.03673605405805791,0.9259259259259259,0.009184013514514477,2026-04
2026-04-04,837227,3,2026-01-01,3.5741267386645417,3.6878502,3.7161246669643364,4.005876666885652,3.7333386829187276,4.5,0.5558490307127427,3,-120.0,125.0,0.5059583560068436,4.0,-110.0,-109.0,-0.04989067470589914,0.0,0.0,0.27497314715359816,0.32,0.3417910447761194,0.395738203957382,0.3493282149712092,0.33636612217166173,0.33636612217166173,under,0.6636338778283383,0.219482908541081,125.0,,True,0.04989067470589914,0.49317622511376114,1.25,0.0625,2026-04
2026-04-04,663623,8,2026-01-01,5.4744511872419475,5.342493,5.449224510141254,5.253618043901294,5.320642990438355,5.5,0.5463854573195004,2,-140.0,105.0,0.4965186668897785,3.0,-111.0,-111.0,-0.04986679042972186,1.0,0.0,0.47294716740929343,0.4601449275362319,0.47172619047619047,0.45426829268292684,0.4623541887592789,0.46428815337278434,0.46428815337278434,under,0.5357118466272157,0.08209730394671605,105.0,,False,0.04986679042972186,0.09820928558579223,-1.0,-0.023383163234712408,2026-04
2026-04-04,669358,4,2026-01-01,4.692611538162491,4.411072,4.416504187089219,4.499701920982235,4.422690024235211,4.5,0.5298378156054594,2,-132.0,-101.0,0.5263873479718022,3.0,-125.0,-101.0,-0.003450467633657195,0.0,0.0,0.5,0.4601449275362319,0.47172619047619047,0.5104895104895105,0.47058823529411764,0.48258977275921017,0.48258977275921017,under,0.5174102272407899,0.04724804284624923,-101.0,,True,0.003450467633657195,0.029697580944542223,0.9900990099009901,0.007424395236135584,2026-04
2026-04-05,694297,6,2026-01-01,5.243623838157491,5.3133416,5.323786674355806,5.182873547805246,5.299158317002024,5.5,0.5607235142118863,1,-155.0,110.0,0.5530255548918925,4.0,-145.0,110.0,-0.00769795931999373,1.0,0.0,0.4110718492343934,0.4601449275362319,0.4643854748603352,0.4542483660130719,0.4623541887592789,0.45044096128066224,0.45044096128066224,under,0.5495590387193378,0.11028255293122402,110.0,,False,0.00769795931999373,0.15407398131060934,-1.0,-0.035016813934229396,2026-04
2026-04-05,621121,5,2026-01-01,5.005616394377076,4.557807,4.55685028676408,4.5860362909709425,4.71794337561063,5.5,0.4347452530286107,1,115.0,-153.0,,,,,,0.0,0.0,0.3885350318471338,0.2880886426592798,0.32857142857142857,0.361782835467046,0.3493282149712092,0.34326123070321946,0.34326123070321946,under,0.6567387692967805,0.09148402232539127,-153.0,,True,,0.08597979498095082,0.6535947712418301,0.021494948745237715,2026-04
2026-04-05,624133,6,2026-01-01,5.446265010110741,5.1969275,5.029785224092565,5.091593607268429,5.1033069483084725,5.5,0.5094786729857821,1,-125.0,-115.0,0.5215404084233294,4.0,-122.0,105.0,0.012061735437547294,1.0,0.0,0.47294716740929343,0.43766066838046275,0.41466498103666244,0.44601962922573607,0.4326171875,0.44078192671043104,0.44078192671043104,under,0.559218073289569,0.06869674627535105,-115.0,,False,-0.012061735437547294,0.045494658758759354,-1.0,-0.013079714393143283,2026-04
2026-04-05,592836,7,2026-01-01,5.195775024151997,5.113172,4.965108386861428,5.203166687561807,4.94538803093238,6.5,0.44843049327354256,1,105.0,-150.0,,,,,,1.0,0.0,0.26161616161616164,0.2693156732891833,0.2473498233215548,0.29806070826306913,0.2527777777777778,0.2658240288535493,0.2658240288535493,under,0.7341759711464507,0.1826064644199933,-150.0,,False,,0.22362661857741783,-1.0,-0.05,2026-04
2026-04-05,682052,3,2026-01-01,4.4304335424533905,4.5992365,4.579478693652006,4.684828380529617,4.515148542634503,4.5,0.5679556810110898,2,-155.0,117.0,0.5641402636082068,3.0,-130.0,125.0,-0.003815417402883048,0.0,0.0,0.47294716740929343,0.5198915009041591,0.5158437730287401,0.5412844036697249,0.4806701030927835,0.5061273896209403,0.5061273896209403,under,0.4938726103790597,0.06182829139014956,117.0,,True,0.003815417402883048,0.07170356452255955,1.17,0.017925891130639915,2026-04
2026-04-06,676083,7,2026-01-01,5.207909250279972,5.432818,5.615436195971662,5.410601817767958,5.149486722336174,5.5,0.5110650763938668,3,-120.0,-108.0,0.4411423459402355,2.0,115.0,-145.0,-0.06992273045363129,1.0,0.0,0.4110718492343934,0.4619164619164619,0.5158437730287401,0.5080213903743316,0.4326171875,0.46589413241078537,0.46589413241078537,under,0.5341058675892146,0.04517094398308141,-108.0,,False,0.06992273045363129,0.02864833757922819,-1.0,-0.007735051146391596,2026-04
2026-04-07,671096,6,2026-01-01,5.0741231928403625,5.034153,4.952071300355287,5.090832956220384,4.9237006117052236,5.5,0.46387317170655434,3,105.0,-130.0,0.4376159252058678,4.0,120.0,-140.0,-0.02625724650068656,1.0,0.0,0.3885350318471338,0.4061662198391421,0.4066820276497696,0.44601962922573607,0.3813451776649746,0.40574961724535125,0.40574961724535125,under,0.5942503827546488,0.0581235544612031,-130.0,,False,0.02625724650068656,0.0513660617966864,-1.0,-0.016693970083923027,2026-04
2026-04-08,547179,7,2026-01-01,4.810392989078833,4.933447,4.787302354585265,5.000402070495303,4.809309277539439,6.5,0.4188839618862327,3,125.0,-163.0,0.4276500887330649,2.0,120.0,-160.0,0.0087661268468322,1.0,0.0,0.18821729150726854,0.23792486583184264,0.2110009017132552,0.2846153846153846,0.23596792668957617,0.2315452740714654,0.2315452740714654,under,0.7684547259285346,0.1873386878147673,-163.0,,False,-0.0087661268468322,0.2398993430626049,-1.0,-0.05,2026-04
2026-04-09,641743,3,2026-01-01,4.05685041721814,4.271734,4.091706807846536,4.247421763129722,4.073908303560063,5.5,0.4304635761589404,1,115.0,-160.0,0.4554079696394686,1.0,105.0,-140.0,0.024944393480528237,0.0,0.0,0.20093457943925233,0.2727272727272727,0.2473498233215548,0.29806070826306913,0.2527777777777778,0.2543700323057853,0.2543700323057853,under,0.7456299676942146,0.17609354385315507,-160.0,,True,-0.024944393480528237,0.21164869750309878,0.625,0.03125,2026-04
2026-04-10,669358,9,2026-01-01,4.466525920437698,4.376948,4.253182005234275,4.457451779068547,4.364342586228225,4.5,0.536425023767198,3,-123.0,120.0,0.5296240992940825,3.0,-128.0,105.0,-0.006800924473115533,1.0,0.0,0.47294716740929343,0.4601449275362319,0.4643854748603352,0.5104895104895105,0.4623541887592789,0.47406425381093,0.47406425381093,under,0.52593574618907,0.06236076995626805,120.0,,False,0.006800924473115533,0.15705864161595406,-1.0,-0.0327205503366571,2026-04
2026-04-10,666200,5,2026-01-01,5.131677465685415,4.8158164,4.715386324758732,4.561556847855684,4.825687686790608,5.5,0.4256888330888313,2,120.0,-159.0,0.4381179937027675,3.0,120.0,-145.0,0.012429160613936174,0.0,0.0,0.40625,0.361846571622539,0.36,0.361782835467046,0.3813451776649746,0.3742449169509119,0.3742449169509119,under,0.6257550830490881,0.05144391613791943,-159.0,,True,-0.012429160613936174,0.019311739054803878,0.6289308176100629,0.0048279347637009695,2026-04
2026-04-10,677944,7,2026-01-01,5.332473523374386,5.076991,5.047567101833036,5.2090021752587194,5.117768661341048,5.5,0.49480281723017533,3,-105.0,-105.0,0.4648471289500673,4.0,105.0,-120.0,-0.029955688280108028,1.0,0.0,0.47294716740929343,0.4061662198391421,0.41466498103666244,0.4542483660130719,0.4326171875,0.43612878435963404,0.43612878435963404,under,0.563871215640366,0.05867403287054129,-105.0,,False,0.029955688280108028,0.1008914210121431,-1.0,-0.026483998015687595,2026-04
2026-04-10,680573,6,2026-01-01,4.647599956757771,4.8968124,4.972424497606632,4.7285272009076165,4.799352746837287,5.5,0.41786844610015966,2,125.0,-164.0,,,,,,1.0,0.0,0.3029661016949153,0.3919694072657744,0.41466498103666244,0.361782835467046,0.3813451776649746,0.37054570062587455,0.37054570062587455,under,0.6294542993741254,0.04732274547428511,-164.0,,False,,0.013267896553470215,-1.0,-0.005439837586922811,2026-04
2026-04-10,663436,7,2026-01-01,5.141011438254706,4.9685507,5.210081093087181,4.907179149933394,5.033816915491619,5.5,0.4653465346534653,1,100.0,-135.0,0.43733131401228087,2.0,120.0,-140.0,-0.028015220641184446,1.0,0.0,0.40625,0.3935309973045822,0.4643854748603352,0.395738203957382,0.4326171875,0.4185043727244599,0.4185043727244599,under,0.58149562727554,0.04684216192900542,-135.0,,False,0.028015220641184446,0.012233128961125272,-1.0,-0.00412868102437978,2026-04
2026-04-11,657746,2,2026-01-01,4.643308199235712,4.5468388,4.605993788124939,4.68303555673382,4.502948755550712,4.5,0.5695364238410596,1,-160.0,115.0,0.5666987257361047,3.0,-155.0,119.0,-0.0028376981049549332,0.0,0.0,0.5,0.4786885245901639,0.5158437730287401,0.5412844036697249,0.4806701030927835,0.5032973608762825,0.5032973608762825,under,0.4967026391237175,0.0662390629647771,115.0,,True,0.0028376981049549332,0.0679106741159925,1.15,0.016977668528998124,2026-04
2026-04-11,607200,3,2026-01-01,5.113734207214411,5.033143,5.170552545789031,5.057497520328445,5.108700637690912,5.5,0.5094786729857821,1,-125.0,-115.0,0.5333714578074703,4.0,-120.0,106.0,0.023892784821688218,0.0,0.0,0.40625,0.4061662198391421,0.4263565891472868,0.44601962922573607,0.4326171875,0.423481925142433,0.423481925142433,under,0.576518074857567,0.0859967478433491,-115.0,,True,-0.023892784821688218,0.07783813995110356,0.8695652173913043,0.01945953498777586,2026-04
2026-04-11,657277,5,2026-01-01,5.389870581918314,5.1282945,5.338534564055265,4.968920637952113,5.58076493847816,5.5,0.5190586798315548,3,-125.0,-106.0,0.4854902050836872,3.0,-104.0,-120.0,-0.03356847474786767,0.0,0.0,0.47294716740929343,0.43766066838046275,0.4643854748603352,0.395738203957382,0.5431754874651809,0.46278140041453086,0.46278140041453086,under,0.5372185995854691,0.056277279417023984,-106.0,,True,0.03356847474786767,0.044028599194402274,0.9433962264150944,0.011007149798600568,2026-04
2026-04-11,694297,5,2026-01-01,5.369763040353595,5.280347,5.253885549224347,5.234920697104389,5.3138823458229245,5.5,0.5515695067264573,1,-150.0,105.0,0.5292171411754226,4.0,-123.0,100.0,-0.022352365551034703,0.0,0.0,0.47294716740929343,0.4601449275362319,0.4643854748603352,0.45426829268292684,0.4623541887592789,0.4628200102496133,0.4628200102496133,under,0.5371799897503867,0.08874949647684405,105.0,,True,0.022352365551034703,0.1012189789882928,1.05,0.02530474474707317,2026-04
2026-04-11,605135,7,2026-01-01,4.500173753221777,4.75874,4.672461743259314,4.894241031131896,4.624553274588069,5.5,0.4332316944360586,2,116.0,-154.0,,,,,,1.0,0.0,0.2984218077474892,0.361846571622539,0.3417910447761194,0.395738203957382,0.3493282149712092,0.34942516861494777,0.34942516861494777,under,0.6505748313850522,0.08380652582111081,-154.0,,False,,0.07302602059612512,-1.0,-0.02811501792950815,2026-04
2026-04-11,624133,3,2026-01-01,4.963841853254221,4.907211,4.79603935079666,4.88155324408706,5.063537452221061,5.5,0.4458376177186682,4,115.0,-130.0,0.4413518709133123,4.0,120.0,-135.0,-0.004485746805355906,0.0,0.0,0.34208798424162834,0.3919694072657744,0.375,0.395738203957382,0.4326171875,0.38748255659295694,0.38748255659295694,under,0.6125174434070431,0.05835506112571126,-130.0,,True,0.004485746805355906,0.08368470756630697,0.7692307692307693,0.020921176891576743,2026-04
2026-04-12,668678,8,2026-01-01,4.966758893101052,4.9071774,4.918675251596585,4.915934163350552,4.895873468715723,5.5,0.44535888823696634,3,110.0,-146.0,0.4386772023651285,4.0,125.0,-125.0,-0.006681685871837817,1.0,0.0,0.34208798424162834,0.3919694072657744,0.4066820276497696,0.395738203957382,0.3813451776649746,0.3835645601559058,0.3835645601559058,under,0.6164354398440942,0.06179432808106056,-146.0,,False,0.006681685871837817,0.03865149453182998,-1.0,-0.014107795504117922,2026-04
2026-04-12,676440,11,2026-01-01,4.929545730709844,4.8956604,4.925308049086294,4.971122258529944,4.982005424778323,5.5,0.43647072613256754,2,115.0,-150.0,0.43348916277093075,1.0,115.0,-155.0,-0.0029815633616367965,1.0,0.0,0.34208798424162834,0.3919694072657744,0.4066820276497696,0.395738203957382,0.4146919431279621,0.39023391324850326,0.39023391324850326,under,0.6097660867514967,0.04623681288406428,-150.0,,False,0.0029815633616367965,0.016276811252494472,-1.0,-0.006103804219685427,2026-04
