game_date,pitcher_id,line,p_mean_count,outcome_over,actual_ks,outcome_push,p_over_open,n_books_open,best_over_odds_open,best_under_odds_open,p_over_close,n_books_close,best_over_odds_close,best_under_odds_close,clv_over,bet_side,p_bet,edge,odds,book,won,clv,ev,pnl,pnl_kelly,month
2025-03-29,665152.0,3.5,0.6190736777265089,1.0,6,0.0,0.5238742553124928,5,-120.0,100.0,0.4830991055093647,6.0,106.0,-115.0,-0.040775149803128075,over,0.6190736777265089,0.09519942241401613,-120.0,,True,-0.040775149803128075,0.1349684091652663,0.8333333333333334,0.03374210229131658,2025-03
2025-03-29,434378.0,4.5,0.5946330399116541,1.0,5,0.0,0.5144577598682006,5,-120.0,-102.0,0.48652120304737084,7.0,-105.0,-115.0,-0.027936556820829794,over,0.5946330399116541,0.08017528004345342,-120.0,,True,-0.027936556820829794,0.09016057317136578,0.8333333333333334,0.022540143292841486,2025-03
2025-03-29,641793.0,5.5,0.5360711379660575,1.0,7,0.0,0.4494046448051045,5,115.0,-136.0,0.4727682734898993,8.0,106.0,-116.0,0.0233636286847948,over,0.5360711379660575,0.08666649316095304,115.0,,True,0.0233636286847948,0.15255294662702368,1.15,0.03813823665675592,2025-03
2025-03-29,681190.0,3.5,0.5988807685479293,0.0,3,0.0,0.45041963059502066,5,115.0,-135.0,0.4376297810099734,6.0,134.0,-135.0,-0.012789849585047253,over,0.5988807685479293,0.1484611379529086,115.0,,False,-0.012789849585047253,0.2875936523780479,-1.0,-0.05,2025-03
2025-03-30,573186.0,3.5,0.6909412322549575,0.0,3,0.0,0.546721561366547,5,-124.0,110.0,0.5459734331730886,8.0,-125.0,115.0,-0.000748128193458486,over,0.6909412322549575,0.14421967088841048,-124.0,,False,-0.000748128193458486,0.24815190342831028,-1.0,-0.05,2025-03
2025-03-30,669467.0,3.5,0.7137183337259296,0.0,3,0.0,0.5392944079415821,6,-130.0,116.0,0.5421785221952585,8.0,-130.0,115.0,0.0028841142536764064,over,0.7137183337259296,0.1744239257843475,-130.0,,False,0.0028841142536764064,0.2627324365920294,-1.0,-0.05,2025-03
2025-03-30,608372.0,3.5,0.5748779286549517,0.0,1,0.0,0.36157840602300007,2,165.0,-205.0,0.3386503067484662,1.0,175.0,-245.0,-0.022928099274533875,over,0.5748779286549517,0.21329952263195162,165.0,,False,-0.022928099274533875,0.5234265109356219,-1.0,-0.05,2025-03
2025-03-30,693433.0,5.5,0.4793699042518534,0.0,5,0.0,0.5694653853699136,4,-145.0,125.0,0.4745926248626179,8.0,106.0,-105.0,-0.09487276050729576,under,0.5206300957481467,0.09009548111806026,125.0,,True,0.09487276050729576,0.17141771543333006,1.25,0.042854428858332516,2025-03
2025-03-30,676974.0,4.5,0.5881562201966342,1.0,7,0.0,0.41801449928895335,5,130.0,-158.0,0.41228620339959837,8.0,135.0,-157.0,-0.005728295889354973,over,0.5881562201966342,0.17014172090768082,130.0,,True,-0.005728295889354973,0.3527593064522586,1.3,0.065,2025-03
2025-03-30,663372.0,4.5,0.6344758216954777,1.0,5,0.0,0.4317347703743569,4,120.0,-150.0,0.4353106405051814,8.0,125.0,-138.0,0.003575870130824499,over,0.6344758216954777,0.20274105132112075,120.0,,True,0.003575870130824499,0.3958468077300509,1.2,0.06,2025-03
2025-04-01,701542.0,4.5,0.5414722375413904,0.0,4,0.0,0.4272571241067953,4,126.0,-150.0,0.4214234172802794,8.0,139.0,-150.0,-0.005833706826515905,over,0.5414722375413904,0.11421511343459512,126.0,,False,-0.005833706826515905,0.22372725684354233,-1.0,-0.04439032873879806,2025-04
2025-04-01,547179.0,3.5,0.6752917081717923,1.0,7,0.0,0.5731005145457979,2,-150.0,126.0,0.5759843610096878,8.0,-150.0,143.0,0.0028838464638898387,over,0.6752917081717923,0.10219119362599438,-150.0,,True,0.0028838464638898387,0.12548618028632047,0.6666666666666666,0.031371545071580076,2025-04
2025-04-01,686730.0,3.5,0.6442516859167139,1.0,5,0.0,0.5628749344015254,2,-150.0,115.0,0.545977983208076,8.0,-130.0,110.0,-0.01689695119344936,over,0.6442516859167139,0.08137675151518853,-150.0,,True,-0.01689695119344936,0.07375280986118982,0.6666666666666666,0.018438202465297426,2025-04
2025-04-01,621244.0,5.5,0.3622676354825848,1.0,8,0.0,0.4464884390644973,2,112.0,-140.0,0.4087012256935176,6.0,145.0,-162.0,-0.03778721337097973,under,0.6377323645174152,0.08422080358191253,-140.0,,False,0.03778721337097973,0.09325548202985467,-1.0,-0.032639418710449175,2025-04
2025-04-01,673540.0,5.5,0.6068188784279759,1.0,8,0.0,0.44162601975405963,4,125.0,-125.0,0.4415104343537753,6.0,116.0,-141.0,-0.00011558540028433484,over,0.6068188784279759,0.16519285867391625,125.0,,True,-0.00011558540028433484,0.3653424764629457,1.25,0.0625,2025-04
2025-04-01,669358.0,4.5,0.7486315647920143,1.0,10,0.0,0.5587294523405557,2,-145.0,115.0,0.5707631853445092,8.0,-137.0,128.0,0.012033733003953495,over,0.7486315647920143,0.1899021124514586,-145.0,,True,0.012033733003953495,0.2649291956830587,0.6896551724137931,0.03448275862068966,2025-04
2025-04-01,681343.0,4.5,0.5456209027729193,0.0,3,0.0,0.44840666635166243,5,120.0,-128.0,0.4539689722504495,8.0,118.0,-130.0,0.00556230589878709,over,0.5456209027729193,0.09721423642125687,120.0,,False,0.00556230589878709,0.20036598610042244,-1.0,-0.04174291377092137,2025-04
2025-04-01,645261.0,5.5,0.45183209707425914,0.0,4,0.0,0.5497091621464856,4,-136.0,115.0,0.4781409806415626,7.0,110.0,-115.0,-0.071568181504923,under,0.5481679029257409,0.09787706507222643,115.0,,True,0.071568181504923,0.17856099129034286,1.15,0.044640247822585744,2025-04
2025-04-02,607536.0,4.5,0.39960066379804315,0.0,3,0.0,0.5357062040187752,5,-125.0,106.0,0.5193345317446453,8.0,-115.0,103.0,-0.016371672274129945,under,0.6003993362019568,0.13610554022073207,106.0,,True,0.016371672274129945,0.2368226325760311,1.06,0.053000000000000005,2025-04
2025-04-02,554430.0,8.5,0.2954336891654695,1.0,10,0.0,0.5043781791372342,5,-110.0,-110.0,0.48076479520661747,8.0,100.0,-116.0,-0.023613383930616683,under,0.7045663108345305,0.20894448997176462,-110.0,,False,0.023613383930616683,0.34508113886592184,-1.0,-0.05,2025-04
2025-04-02,680732.0,4.5,0.6912643358437858,0.0,1,0.0,0.5540362315386242,3,-145.0,110.0,0.5971729393287185,1.0,-177.0,132.0,0.043136707790094264,over,0.6912643358437858,0.13722810430516152,-145.0,,False,0.043136707790094264,0.16799836056363804,-1.0,-0.05,2025-04
2025-04-02,683004.0,4.5,0.4313679938020306,1.0,6,0.0,0.514373046156788,4,-115.0,-105.0,0.517033162702171,8.0,-113.0,104.0,0.0026601165453830067,under,0.5686320061979694,0.08300505235475741,-105.0,,False,-0.0026601165453830067,0.11018629781508305,-1.0,-0.02892390317645933,2025-04
2025-04-02,694738.0,4.5,0.35421217173674735,1.0,8,0.0,0.4455028629405685,4,115.0,-138.0,0.4411362018891256,7.0,125.0,-135.0,-0.004366661051442899,under,0.6457878282632527,0.09129069120382116,-138.0,,False,0.004366661051442899,0.11375002265691397,-1.0,-0.03924375781663538,2025-04
2025-04-02,694973.0,7.5,0.2830598818302498,0.0,6,0.0,0.49353881801746746,4,-105.0,-113.0,0.5046870147754763,8.0,100.0,-101.0,0.011148196758008821,under,0.7169401181697501,0.21047893618721764,-113.0,,True,-0.011148196758008821,0.35140039973590065,0.8849557522123894,0.044247787610619475,2025-04
2025-04-02,666142.0,6.5,0.585973142089515,1.0,10,0.0,0.4596813684028711,3,110.0,-130.0,0.5083503023596402,8.0,-108.0,-105.0,0.04866893395676908,over,0.585973142089515,0.1262917736866439,110.0,,True,0.04866893395676908,0.23054359838798155,1.1,0.05500000000000001,2025-04
2025-04-02,664285.0,5.5,0.612350742484663,1.0,9,0.0,0.5230377955788359,4,-125.0,100.0,0.5643861151444173,8.0,-139.0,132.0,0.04134831956558138,over,0.612350742484663,0.08931294690582714,-125.0,,True,0.04134831956558138,0.10223133647239346,0.8,0.025557834118098366,2025-04
2025-04-02,592791.0,4.5,0.5766149784650484,1.0,7,0.0,0.39960102563033106,2,135.0,-175.0,0.4426156572560603,8.0,128.0,-130.0,0.043014631625729216,over,0.5766149784650484,0.17701395283471733,135.0,,True,0.043014631625729216,0.3550451993928637,1.35,0.0675,2025-04
2025-04-03,592836.0,4.5,0.5784808609056044,0.0,4,0.0,0.4940985837220618,4,-105.0,-112.0,0.41267861042871046,7.0,143.0,-146.0,-0.08141997329335132,over,0.5784808609056044,0.08438227718354258,-105.0,,False,-0.08141997329335132,0.129415014149037,-1.0,-0.033971441214122246,2025-04
2025-04-03,657746.0,5.5,0.45381122842763333,1.0,6,0.0,0.5601502769737059,4,-140.0,120.0,0.6002059540282031,6.0,-160.0,152.0,0.040055677054497196,under,0.5461887715723667,0.10633904854607257,120.0,,False,-0.040055677054497196,0.2016152974592067,-1.0,-0.042003186970668065,2025-04
2025-04-03,686613.0,5.5,0.6876296091430985,1.0,8,0.0,0.5699609355538504,4,-145.0,126.0,0.5877452050753521,7.0,-155.0,140.0,0.017784269521501694,over,0.6876296091430985,0.11766867358924804,-145.0,,True,0.017784269521501694,0.16185692579351119,0.6896551724137931,0.03448275862068966,2025-04
2025-04-04,608331.0,5.5,0.6090339106773874,1.0,6,0.0,0.5175637457961884,4,-115.0,100.0,0.5274722256013613,7.0,-115.0,105.0,0.009908479805172954,over,0.6090339106773874,0.09147016488119908,-115.0,,True,0.009908479805172954,0.1386286156142461,0.8695652173913043,0.0346571539035615,2025-04
2025-04-04,665152.0,4.5,0.510751383609432,0.0,1,0.0,0.43063202388113125,4,120.0,-146.0,0.4464470104296793,7.0,114.0,-135.0,0.01581498654854807,over,0.510751383609432,0.0801193597283007,120.0,,False,0.01581498654854807,0.12365304394075027,-1.0,-0.025761050820989666,2025-04
2025-04-04,676974.0,4.5,0.5999579919251943,1.0,8,0.0,0.5095849239662618,4,-113.0,-105.0,0.5270015188675952,7.0,-120.0,105.0,0.017416594901333404,over,0.5999579919251943,0.09037306795893252,-113.0,,True,0.017416594901333404,0.13089426796518921,0.8849557522123894,0.032723566991297304,2025-04
2025-04-04,808967.0,6.5,0.2889578147352853,0.0,5,0.0,0.43713740177719024,2,120.0,-140.0,0.40491156263704137,1.0,130.0,-177.0,-0.03222583914014887,under,0.7110421852647146,0.14817958704190493,-140.0,,True,0.03222583914014887,0.21892946045379658,0.7142857142857143,0.03571428571428572,2025-04
2025-04-05,608379.0,4.5,0.6338273117112738,1.0,5,0.0,0.5309317839808967,4,-130.0,102.0,0.5707187594607617,8.0,-134.0,126.0,0.03978697547986498,over,0.6338273117112738,0.10289552773037713,-130.0,,True,0.03978697547986498,0.12138678225840754,0.7692307692307693,0.03034669556460184,2025-04
2025-04-05,571510.0,4.5,0.4508805278276067,1.0,5,0.0,0.5448831258802348,2,-136.0,108.0,0.5505497082769435,8.0,-135.0,115.0,0.005666582396708697,under,0.5491194721723933,0.09400259805262812,108.0,,False,-0.005666582396708697,0.14216850211857812,-1.0,-0.0329093754904116,2025-04
2025-04-05,680730.0,3.5,0.6218469538926594,0.0,2,0.0,0.5365817956318252,4,-126.0,105.0,0.5747259282234911,7.0,-146.0,130.0,0.038144132591665936,over,0.6218469538926594,0.08526515826083425,-126.0,,False,0.038144132591665936,0.11537628237889702,-1.0,-0.03634352894935258,2025-04
2025-04-05,671737.0,5.5,0.5661229316919762,1.0,7,0.0,0.44964743728964374,3,110.0,-136.0,0.4592148452999892,7.0,110.0,-130.0,0.009567408010345446,over,0.5661229316919762,0.11647549440233251,110.0,,True,0.009567408010345446,0.1888581565531502,1.1,0.04721453913828755,2025-04
2025-04-05,573186.0,3.5,0.6112782097939311,0.0,3,0.0,0.5230731546351296,4,-122.0,100.0,0.5299675138843936,8.0,-120.0,105.0,0.006894359249263959,over,0.6112782097939311,0.0882050551588015,-122.0,,False,0.006894359249263959,0.11232592273977626,-1.0,-0.034259406435631794,2025-04
2025-04-05,605400.0,6.5,0.3385280801089747,0.0,2,0.0,0.45722256664600125,1,106.0,-136.0,0.37974683544303806,1.0,145.0,-200.0,-0.0774757312029632,under,0.6614719198910253,0.11869448653702652,-136.0,,True,0.0774757312029632,0.14784833157560273,0.7352941176470589,0.03676470588235294,2025-04
2025-04-05,663559.0,3.5,0.711179308115383,1.0,5,0.0,0.543010905032431,3,-130.0,108.0,0.5820667043591445,8.0,-152.0,130.0,0.03905579932671355,over,0.711179308115383,0.168168403082952,-130.0,,True,0.03905579932671355,0.25824031435798533,0.7692307692307693,0.038461538461538464,2025-04
2025-04-05,663436.0,4.5,0.6236137764929063,0.0,2,0.0,0.5060012840537933,3,-115.0,-110.0,0.5359550367269205,6.0,-122.0,110.0,0.029953752673127165,over,0.6236137764929063,0.11761249243911298,-115.0,,False,0.029953752673127165,0.1658866256171726,-1.0,-0.047692404864937095,2025-04
2025-04-06,656876.0,4.5,0.4202940937489418,0.0,4,0.0,0.5648660952143246,4,-145.0,120.0,0.511678564428685,8.0,-111.0,105.0,-0.05318753078563965,under,0.5797059062510582,0.14457200146538285,120.0,,True,0.05318753078563965,0.275352993752328,1.2,0.06,2025-04
2025-04-06,650911.0,4.5,0.6281183383241377,1.0,9,0.0,0.524740227610094,1,-126.0,-102.0,0.5594404352035399,3.0,-140.0,120.0,0.03470020759344594,over,0.6281183383241377,0.10337811071404368,-126.0,,True,0.03470020759344594,0.1266249560417072,0.7936507936507936,0.0316562390104268,2025-04
2025-04-06,663855.0,4.5,0.7025651284327622,1.0,5,0.0,0.557095781506638,3,-145.0,115.0,0.5748167390887323,6.0,-145.0,128.0,0.017720957582094354,over,0.7025651284327622,0.14546934692612423,-145.0,,True,0.017720957582094354,0.18709280321397753,0.6896551724137931,0.03448275862068966,2025-04
2025-04-06,670102.0,4.5,0.6896983866843606,1.0,6,0.0,0.4979222937876584,2,-111.0,-115.0,0.5616310227660374,8.0,-140.0,128.0,0.06370872897837898,over,0.6896983866843606,0.19177609289670217,-111.0,,True,0.06370872897837898,0.3110482845981989,0.9009009009009009,0.04504504504504505,2025-04
2025-04-06,527048.0,4.5,0.5541703765983872,0.0,4,0.0,0.43697711796812433,3,115.0,-150.0,0.41878543749258224,8.0,132.0,-154.0,-0.018191680475542094,over,0.5541703765983872,0.11719325863026286,115.0,,False,-0.018191680475542094,0.19146630968653244,-1.0,-0.041623110801420074,2025-04
2025-04-06,571760.0,4.5,0.6662949341488403,1.0,10,0.0,0.5108411298535888,3,-108.0,-105.0,0.5058141413275705,8.0,-105.0,104.0,-0.005026988526018239,over,0.6662949341488403,0.15545380429525157,-108.0,,True,-0.005026988526018239,0.2832346879903591,0.9259259259259259,0.0462962962962963,2025-04
2025-04-07,669461.0,3.5,0.7072317829442281,1.0,7,0.0,0.5752972678887517,3,-159.0,125.0,0.5845974329054843,1.0,-167.0,125.0,0.009300165016732587,over,0.7072317829442281,0.13193451505547638,-159.0,,True,0.009300165016732587,0.1520316464311639,0.6289308176100629,0.031446540880503145,2025-04
2025-04-07,657006.0,5.5,0.42620035246879284,1.0,8,0.0,0.529858215981743,6,-116.0,105.0,0.4879567500479941,7.0,100.0,-110.0,-0.04190146593374888,under,0.5737996475312072,0.10365786351295014,105.0,,False,0.04190146593374888,0.1762892774389747,-1.0,-0.041973637485470144,2025-04
2025-04-07,607074.0,6.5,0.5352932220273023,1.0,8,0.0,0.44335220002265063,4,115.0,-138.0,0.453431106516188,8.0,115.0,-130.0,0.010078906493537376,over,0.5352932220273023,0.0919410220046517,115.0,,True,0.010078906493537376,0.1508804273587,1.15,0.03772010683967497,2025-04
2025-04-07,669160.0,5.5,0.2696948989965701,0.0,1,0.0,0.4165029469548134,1,125.0,-165.0,0.3924905308228578,1.0,138.0,-186.0,-0.024012416131955594,under,0.7303051010034298,0.14680804795824326,-165.0,,True,0.024012416131955594,0.17291425312672065,0.6060606060606061,0.030303030303030304,2025-04
2025-04-08,519242.0,7.5,0.3373281338006011,0.0,5,0.0,0.46210676685105123,2,108.0,-130.0,0.442764239132641,4.0,115.0,-142.0,-0.01934252771841022,under,0.6626718661993989,0.12477863305045012,-130.0,,True,0.01934252771841022,0.17241945558355187,0.7692307692307693,0.038461538461538464,2025-04
2025-04-08,554430.0,7.5,0.33533125574640793,0.0,7,0.0,0.43712506559847475,2,115.0,-150.0,0.441939399030262,8.0,118.0,-140.0,0.004814333431787277,under,0.6646687442535921,0.10179380985206682,-150.0,,True,-0.004814333431787277,0.10778124042265352,0.6666666666666666,0.026945310105663367,2025-04
2025-04-08,471911.0,4.5,0.5868186809592955,0.0,3,0.0,0.4907030959751916,4,-106.0,-115.0,0.40523560196609226,6.0,150.0,-160.0,-0.08546749400909937,over,0.5868186809592955,0.09611558498410383,-106.0,,False,-0.08546749400909937,0.14042121016617792,-1.0,-0.03721162069403715,2025-04
2025-04-08,543243.0,6.5,0.40817402030802546,0.0,4,0.0,0.5010388531061708,4,-115.0,-111.0,0.48656550843537916,7.0,-103.0,-118.0,-0.014473344670791644,under,0.5918259796919745,0.09286483279814534,-111.0,,True,0.014473344670791644,0.12500253797303262,0.9009009009009009,0.031250634493258156,2025-04
2025-04-08,694973.0,7.5,0.31078268529308056,0.0,7,0.0,0.43668122270742354,1,115.0,-150.0,0.4255411037568185,7.0,139.0,-150.0,-0.011140118950605071,under,0.6892173147069194,0.12589853741434298,-150.0,,True,0.011140118950605071,0.14869552451153228,0.6666666666666666,0.03333333333333333,2025-04
2025-04-08,543294.0,3.5,0.6055129144009795,1.0,4,0.0,0.4567897027215078,4,110.0,-125.0,0.47316265183046713,8.0,105.0,-120.0,0.01637294910895931,over,0.6055129144009795,0.14872321167947172,110.0,,True,0.01637294910895931,0.27157712024205705,1.1,0.05500000000000001,2025-04
2025-04-09,607200.0,4.5,0.5071115342131474,0.0,2,0.0,0.4235552787469556,3,125.0,-160.0,0.4630514187516019,7.0,110.0,-130.0,0.039496140004646296,over,0.5071115342131474,0.08355625546619178,125.0,,False,0.039496140004646296,0.14100095197958162,-1.0,-0.028200190395916324,2025-04
2025-04-09,656557.0,4.5,0.3367190908351614,0.0,2,0.0,0.428923470336791,4,120.0,-150.0,0.38471320627018785,3.0,155.0,-180.0,-0.04421026406660317,under,0.6632809091648386,0.09220437950162963,-150.0,,True,0.04421026406660317,0.10546818194139768,0.6666666666666666,0.026367045485349405,2025-04
2025-04-09,657746.0,5.5,0.33506293275320875,0.0,4,0.0,0.4346495741005561,4,130.0,-138.0,0.4328614728546077,4.0,120.0,-146.0,-0.0017881012459484147,under,0.6649370672467912,0.09958664134734735,-138.0,,True,0.0017881012459484147,0.14677552177345154,0.7246376811594203,0.036231884057971016,2025-04
2025-04-09,676974.0,5.5,0.3336668075840429,0.0,4,0.0,0.4246762068463981,4,125.0,-155.0,0.4177673285585373,6.0,130.0,-156.0,-0.006908878287860798,under,0.6663331924159571,0.09100939926235524,-155.0,,True,0.006908878287860798,0.09622557461980041,0.6451612903225806,0.024056393654950103,2025-04
2025-04-09,622491.0,3.5,0.854947265242908,1.0,6,0.0,0.5165448639870077,2,-115.0,102.0,0.5406195773668525,6.0,-127.0,110.0,0.024074713379844792,over,0.854947265242908,0.33840240125590026,-115.0,,True,0.024074713379844792,0.5983796698019583,0.8695652173913043,0.043478260869565216,2025-04
2025-04-09,607259.0,3.5,0.7248691556078668,1.0,8,0.0,0.5822582774892024,2,-160.0,126.0,0.5889509807469986,5.0,-160.0,135.0,0.00669270325779614,over,0.7248691556078668,0.14261087811866435,-160.0,,True,0.00669270325779614,0.17791237786278358,0.625,0.03125,2025-04
2025-04-09,663623.0,4.5,0.42970915509649393,1.0,7,0.0,0.5107077664827017,4,-108.0,100.0,0.42894067866886704,8.0,130.0,-140.0,-0.08176708781383463,under,0.570290844903506,0.08099861138620773,100.0,,False,0.08176708781383463,0.14058168980701202,-1.0,-0.035145422451753006,2025-04
2025-04-09,592836.0,3.5,0.6597971973130228,1.0,5,0.0,0.527679511436256,4,-125.0,104.0,0.4953368645937283,7.0,100.0,-110.0,-0.032342646842527745,over,0.6597971973130228,0.13211768587676676,-125.0,,True,-0.032342646842527745,0.18763495516344098,0.8,0.04000000000000001,2025-04
2025-04-09,656550.0,4.5,0.6584954051635047,1.0,6,0.0,0.5697186293355077,3,-150.0,120.0,0.5812496321648639,7.0,-150.0,139.0,0.011531002829356263,over,0.6584954051635047,0.08877677582799703,-150.0,,True,0.011531002829356263,0.09749234193917444,0.6666666666666666,0.02437308548479361,2025-04
2025-04-09,434378.0,4.5,0.7219019055751261,1.0,9,0.0,0.5666894239813987,3,-145.0,125.0,0.593847287960285,7.0,-160.0,137.0,0.02715786397888631,over,0.7219019055751261,0.15521248159372747,-145.0,,True,0.02715786397888631,0.21976528873038553,0.6896551724137931,0.03448275862068966,2025-04
2025-04-10,667755.0,4.5,0.6798059523611246,0.0,4,0.0,0.5733156065676892,2,-148.0,125.0,0.5791404079247845,6.0,-145.0,139.0,0.005824801357095288,over,0.6798059523611246,0.10649034579343541,-148.0,,False,0.005824801357095288,0.13913429855107368,-1.0,-0.05,2025-04
2025-04-10,663372.0,4.5,0.5377253384245022,1.0,7,0.0,0.44990156164333267,4,120.0,-130.0,0.535973790000308,8.0,-126.0,105.0,0.08607222835697531,over,0.5377253384245022,0.08782377678116954,120.0,,True,0.08607222835697531,0.18299574453390488,1.2,0.04574893613347625,2025-04
2025-04-10,621111.0,3.5,0.5696952416381301,1.0,7,0.0,0.4173505293046199,5,130.0,-154.0,0.4275926811462503,8.0,125.0,-145.0,0.01024215184163041,over,0.5696952416381301,0.1523447123335102,130.0,,True,0.01024215184163041,0.31029905576769934,1.3,0.065,2025-04
2025-04-10,680885.0,5.5,0.662691392527335,0.0,5,0.0,0.5628432282767821,5,-140.0,120.0,0.5652818464912448,8.0,-145.0,120.0,0.0024386182144626734,over,0.662691392527335,0.09984816425055287,-140.0,,False,0.0024386182144626734,0.13604238718971717,-1.0,-0.047614835516401006,2025-04
2025-04-11,592662.0,6.5,0.33198923618277487,1.0,7,0.0,0.45647549838165613,6,110.0,-125.0,0.41996744494733795,7.0,130.0,-148.0,-0.03650805343431818,under,0.6680107638172251,0.12448626219888126,-125.0,,False,0.03650805343431818,0.20241937487100525,-1.0,-0.05,2025-04
2025-04-11,680730.0,4.5,0.5782582807945175,0.0,3,0.0,0.43226678585035605,2,120.0,-150.0,0.4304206744706212,8.0,135.0,-135.0,-0.0018461113797348383,over,0.5782582807945175,0.14599149494416142,120.0,,False,-0.0018461113797348383,0.2721682177479384,-1.0,-0.05,2025-04
2025-04-11,663460.0,5.5,0.3220438950865654,0.0,5,0.0,0.46118830857181586,6,110.0,-130.0,0.45420276880451027,8.0,114.0,-125.0,-0.006985539767305593,under,0.6779561049134346,0.13914441348525047,-130.0,,True,0.006985539767305593,0.19946080100069208,0.7692307692307693,0.038461538461538464,2025-04
