pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Merrill Kelly,109,133,4.552,3.5,-113.0,draftkings,107.0,betrivers,0.672,0.656,0.672,0.671,H0,lcb_1sd_8pp,0.518,0.154,0.138,6.0,0.016,0.019,t12,76.612,A,CORROBORATED,False,True,518876.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Emerson Hancock,136,113,4.936,5.5,-104.0,betrivers,100.0,fanduel,0.374,0.407,0.374,0.366,H0,lcb_1sd_8pp,0.519,-0.145,-0.112,6.0,0.033,0.02,t12,59.089,B,CORROBORATED,False,True,676106.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Dean Kremer,110,111,4.653,5.5,120.0,betrivers,-159.0,betrivers,0.314,0.314,0.324,0.314,H3,raw_8pp,0.425,-0.111,-0.111,1.0,0.033,0.0,t4,38.946,C,LOW,False,True,665152.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Christian Scott,121,158,5.059,5.5,-118.0,fanduel,101.0,draftkings,0.396,0.424,0.396,0.396,H0,lcb_1sd_8pp,0.517,-0.121,-0.092,6.0,0.028,0.008,t12,68.299,A,CORROBORATED,False,True,681035.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Gerrit Cole,147,134,6.231,6.5,-113.0,fanduel,-105.0,draftkings,0.435,0.435,0.443,0.435,H3,raw_8pp,0.508,-0.073,-0.073,5.0,0.026,0.007,t4,79.714,A,CORROBORATED,False,False,543037.0,-,,0.0,0.0,0.0,False
Dean Kremer,110,111,4.653,4.5,-140.0,betmgm,128.0,fanduel,0.5,0.5,0.51,0.5,H3,raw_8pp,0.57,-0.07,-0.07,4.0,0.032,0.017,t4,57.165,B,CORROBORATED,False,False,665152.0,-,,0.0,0.0,0.0,False
Martín Pérez,144,135,3.786,4.5,132.0,fanduel,-167.0,betonlineag,0.324,0.345,0.324,0.324,H0,lcb_1sd_8pp,0.409,-0.085,-0.064,3.0,0.022,0.002,t12,77.949,A,CORROBORATED,False,False,527048.0,-,,0.0,0.0,0.0,False
Keider Montero,116,112,4.088,3.5,-109.0,draftkings,105.0,betmgm,0.588,0.568,0.588,0.587,H0,lcb_1sd_8pp,0.508,0.08,0.061,6.0,0.02,0.019,t12,70.185,A,CORROBORATED,False,False,672456.0,-,,0.0,0.0,0.0,False
Michael King,135,144,4.959,4.5,104.0,draftkings,-120.0,fanduel,0.561,0.536,0.561,0.567,H0,lcb_1sd_8pp,0.475,0.086,0.06,6.0,0.025,0.01,t12,72.383,A,CORROBORATED,False,False,650633.0,-,,0.0,0.0,0.0,False
Brady Singer,113,136,4.892,5.5,113.0,draftkings,-140.0,fanduel,0.363,0.389,0.363,0.356,H0,lcb_1sd_8pp,0.449,-0.085,-0.06,5.0,0.026,0.004,t12,81.285,A,CORROBORATED,False,False,663903.0,-,,0.0,0.0,0.0,False
