pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Gabriel Hughes,5.12,5.5,UNDER,125.0,0.58,0.419,0.161,2,PAPER,0
Freddy Peralta,4.75,5.5,UNDER,-102.0,0.639,0.484,0.155,3,PAPER,0
Randy Dobnak,5.27,5.5,UNDER,120.0,0.545,0.441,0.104,4,PAPER,0
Grayson Rodriguez,4.78,5.5,UNDER,-130.0,0.635,0.552,0.083,4,PAPER,0
Davis Martin,5.31,5.5,UNDER,107.0,0.537,0.456,0.081,3,PAPER,0
Zack Littell,5.41,5.5,UNDER,100.0,0.525,0.479,0.046,3,PAPER,0
