pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Tarik Skubal,119,118,6.528,7.5,-135.0,betmgm,118.0,draftkings,0.332,0.383,0.332,0.32,H0,lcb_1sd_8pp,0.554,-0.223,-0.171,6.0,0.052,0.013,t12,51.159,C,LOW,False,True,669373.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Hunter Dobbins,138,143,4.178,3.5,134.0,fanduel,-148.0,betrivers,0.609,0.585,0.609,0.612,H0,lcb_1sd_8pp,0.423,0.186,0.162,6.0,0.024,0.016,t12,62.635,B,CORROBORATED,False,True,690928.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Andrew Painter,143,138,4.088,3.5,130.0,fanduel,-143.0,betrivers,0.587,0.564,0.587,0.587,H0,lcb_1sd_8pp,0.418,0.169,0.147,7.0,0.022,0.015,t12,66.899,B,CORROBORATED,False,True,691725.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jacob Lopez,133,139,5.254,4.5,120.0,draftkings,-135.0,bovada,0.615,0.594,0.615,0.612,H0,lcb_1sd_8pp,0.449,0.166,0.145,6.0,0.021,0.011,t12,73.034,A,CORROBORATED,False,True,682052.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
MacKenzie Gore,140,108,5.773,6.5,105.0,bovada,-125.0,draftkings,0.353,0.369,0.353,0.351,H0,lcb_1sd_8pp,0.467,-0.113,-0.098,7.0,0.015,0.009,t12,83.385,A,CORROBORATED,True,True,669022.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Dean Kremer,142,110,4.959,5.5,110.0,fanduel,-135.0,draftkings,0.363,0.37,0.363,0.364,H0,lcb_1sd_8pp,0.455,-0.093,-0.085,5.0,0.008,0.007,t12,88.049,A,CORROBORATED,False,True,665152.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Reid Detmers,108,140,6.259,6.5,-140.0,betmgm,126.0,fanduel,0.445,0.493,0.445,0.43,H0,lcb_1sd_8pp,0.566,-0.121,-0.072,6.0,0.048,0.014,t12,49.7,C,LOW,False,False,672282.0,-,,0.0,0.0,0.0,False
Michael Soroka,109,115,4.798,4.5,115.0,bovada,-120.0,betmgm,0.548,0.524,0.548,0.556,H0,lcb_1sd_8pp,0.458,0.091,0.066,6.0,0.024,0.019,t12,66.633,B,CORROBORATED,False,False,647336.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,137,4.492,3.5,-156.0,fanduel,134.0,draftkings,0.669,0.638,0.669,0.662,H0,lcb_1sd_8pp,0.581,0.088,0.057,5.0,0.031,0.008,t12,62.636,B,CORROBORATED,False,False,669713.0,-,,0.0,0.0,0.0,False
Freddy Peralta,139,133,4.916,4.5,-113.0,betrivers,101.0,draftkings,0.562,0.544,0.562,0.566,H0,lcb_1sd_8pp,0.51,0.052,0.035,7.0,0.018,0.011,t12,79.032,A,CORROBORATED,False,False,642547.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,137,4.492,4.5,110.0,betmgm,-150.0,betmgm,0.483,0.461,0.483,0.479,H0,lcb_1sd_8pp,0.442,0.04,0.019,1.0,0.022,0.0,t12,42.448,C,LOW,False,False,669713.0,-,,0.0,0.0,0.0,False
Logan Henderson,158,135,5.625,5.5,122.0,draftkings,-135.0,betmgm,0.499,0.459,0.499,0.487,H0,lcb_1sd_8pp,0.443,0.055,0.016,6.0,0.039,0.012,t12,51.89,C,LOW,False,False,701656.0,-,,0.0,0.0,0.0,False
Bryce Elder,144,121,4.696,4.5,100.0,fanduel,-125.0,draftkings,0.52,0.483,0.52,0.529,H0,lcb_1sd_8pp,0.473,0.047,0.01,6.0,0.037,0.004,t12,73.221,A,CORROBORATED,False,False,693821.0,-,,0.0,0.0,0.0,False
Jameson Taillon,141,111,4.415,4.5,120.0,betmgm,-142.0,fanduel,0.459,0.448,0.459,0.462,H0,lcb_1sd_8pp,0.44,0.02,0.008,7.0,0.011,0.008,t12,84.712,A,CORROBORATED,False,False,592791.0,-,,0.0,0.0,0.0,False
Casey Mize,135,158,4.967,4.5,-137.0,betrivers,113.0,draftkings,0.571,0.558,0.571,0.571,H0,lcb_1sd_8pp,0.552,0.019,0.006,6.0,0.013,0.006,t12,90.182,A,CORROBORATED,False,False,663554.0,-,,0.0,0.0,0.0,False
