pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Rhett Lowder,4.84,5.5,UNDER,-114.0,0.62,0.502,0.118,4,PAPER,0
Grant Holmes,4.92,5.5,UNDER,-120.0,0.607,0.513,0.093,3,PAPER,0
Bailey Ober,4.92,5.5,UNDER,-145.0,0.617,0.556,0.061,3,PAPER,0
Sonny Gray,5.46,5.5,UNDER,113.0,0.502,0.452,0.05,4,PAPER,0
Noah Cameron,5.33,5.5,UNDER,-105.0,0.541,0.492,0.049,4,PAPER,0
Nolan McLean,4.53,4.5,UNDER,113.0,0.5,0.458,0.042,4,PAPER,0
Javier Assad,4.84,5.5,UNDER,-165.0,0.624,0.583,0.041,1,PAPER,0
Jake Irvin,4.5,4.5,UNDER,115.0,0.506,0.465,0.041,3,PAPER,0
