pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Kumar Rocker,5.04,5.5,UNDER,102.0,0.585,0.469,0.117,4,PAPER,0
George Kirby,5.35,5.5,UNDER,105.0,0.537,0.475,0.063,4,PAPER,0
Gerrit Cole,5.03,5.5,UNDER,-125.0,0.582,0.526,0.057,3,PAPER,0
Clay Holmes,4.81,5.5,UNDER,-165.0,0.629,0.583,0.046,1,PAPER,0
