pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Adrian Houser,137,113,3.5,OVER,PAPER-V3.1,-113.0,fanduel,4.444,0.659,0.633,0.507,0.126,6.0,H0,lcb_1sd_8pp,t12,77.646,A,0.026,0.007,0.0,0.0,0.0,605288.0,68.0,Moderate qualitative confirmation,SUPPORT,7 internal/verified areas checked
Jackson Jobe,116,139,3.5,OVER,PAPER-V3.1,115.0,betmgm,4.108,0.595,0.573,0.458,0.115,5.0,H0,lcb_1sd_8pp,t12,65.722,B,0.022,0.014,0.0,0.0,0.0,695549.0,26.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Kyle Harrison,158,121,5.5,UNDER,PAPER-CONV,118.0,draftkings,5.225,0.44,0.456,0.558,-0.102,6.0,H0,lcb_1sd_8pp,t12,80.771,A,0.016,0.011,0.0,0.0,0.0,690986.0,71.0,Strong qualitative confirmation,SUPPORT,7 internal/verified areas checked
Brady Singer,113,137,4.5,OVER,PAPER-V3.1,120.0,fanduel,4.88,0.546,0.532,0.449,0.083,7.0,H0,lcb_1sd_8pp,t12,76.208,A,0.014,0.018,0.0,0.0,0.0,663903.0,48.0,Mixed signals,MIXED,7 internal/verified areas checked
Ian Seymour,139,116,5.5,OVER,PAPER-CONV,100.0,fanatics,6.195,0.593,0.563,0.483,0.08,4.0,H0,lcb_1sd_8pp,t12,61.788,B,0.029,0.008,0.0,0.0,0.0,693855.0,64.0,Moderate qualitative confirmation,SUPPORT,7 internal/verified areas checked
