pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Zack Wheeler,143,136,7.5,UNDER,PAPER-V3.1,-142,fanduel,6.423,0.307,0.328,0.44,-0.113,6,H0,lcb_1sd_8pp,t12,84.84,A,0.021,0.006,0.0,0.0,0.0,554430,43.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Robbie Ray,135,134,5.5,UNDER,PAPER-V3.1,101,draftkings,5.014,0.388,0.418,0.518,-0.1,7,H0,lcb_1sd_8pp,t12,75.313,A,0.03,0.007,0.0,0.0,0.0,592662,48.0,Mixed signals,MIXED,7 internal/verified areas checked
Logan Gilbert,136,143,6.5,UNDER,PAPER-V3.1,-135,betmgm,5.689,0.341,0.378,0.465,-0.087,1,H0,lcb_1sd_8pp,t12,37.512,C,0.036,0.0,0.0,0.0,0.0,669302,66.0,Moderate qualitative confirmation,SUPPORT,7 internal/verified areas checked
