pitcher,team,opp,proj_ks,line
Yoshinobu Yamamoto,119,113,6.868,
Max Fried,147,115,5.33,
Zack Wheeler,143,117,6.594,
Jacob deGrom,140,136,6.072,
Martín Pérez,144,139,3.815,
Logan Gilbert,136,140,6.05,
Cristian Javier,117,143,4.234,
Nick Martinez,139,144,3.913,
Jared Jones,134,145,5.417,
Ryan Feltner,115,147,4.479,
