pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Connor Prielipp,4.84,5.5,UNDER,125.0,0.626,0.433,0.194,4,PAPER,0
Tanner Gordon,4.76,5.5,UNDER,117.0,0.642,0.452,0.191,3,PAPER,0
J.T. Ginn,5.23,5.5,UNDER,100.0,0.557,0.469,0.089,3,PAPER,0
Matthew Boyd,5.21,5.5,UNDER,-105.0,0.562,0.485,0.077,4,PAPER,0
Nick Lodolo,4.81,5.5,UNDER,-150.0,0.633,0.575,0.058,3,PAPER,0
Troy Melton,4.93,5.5,UNDER,-140.0,0.604,0.554,0.05,3,PAPER,0
Randy Dobnak,5.36,5.5,UNDER,-105.0,0.534,0.485,0.048,3,PAPER,0
Robert Stock,4.14,4.5,UNDER,-115.0,0.574,0.533,0.041,4,PAPER,0
