pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Sean Burke,145,121,6.443,5.5,-155.0,betmgm,115.0,betmgm,0.635,0.617,0.635,0.631,H0,lcb_1sd_8pp,0.567,0.068,0.051,1.0,0.017,0.0,t12,51.598,C,LOW,False,False,680732.0,-,,0.0,0.0,0.0,False
Ryan Gusto,146,120,4.6,4.5,125.0,betmgm,-148.0,fanduel,0.496,0.48,0.496,0.498,H0,lcb_1sd_8pp,0.432,0.064,0.048,7.0,0.016,0.008,t12,76.631,A,CORROBORATED,False,False,687473.0,-,,0.0,0.0,0.0,False
MacKenzie Gore,140,108,6.359,6.5,-120.0,fanduel,-103.0,draftkings,0.453,0.47,0.453,0.452,H0,lcb_1sd_8pp,0.518,-0.065,-0.048,6.0,0.018,0.005,t12,88.732,A,CORROBORATED,False,False,669022.0,-,,0.0,0.0,0.0,False
Trevor Rogers,110,139,4.939,4.5,100.0,betmgm,-106.0,draftkings,0.554,0.538,0.554,0.549,H0,lcb_1sd_8pp,0.495,0.059,0.043,6.0,0.017,0.015,t12,76.054,A,CORROBORATED,False,False,669432.0,-,,0.0,0.0,0.0,False
Freddy Peralta,139,110,5.027,5.5,114.0,draftkings,-142.0,fanduel,0.384,0.411,0.384,0.385,H0,lcb_1sd_8pp,0.446,-0.062,-0.035,5.0,0.027,0.004,t12,84.114,A,CORROBORATED,False,False,642547.0,-,,0.0,0.0,0.0,False
Reid Detmers,108,140,6.091,6.5,106.0,draftkings,-120.0,betmgm,0.416,0.438,0.416,0.417,H0,lcb_1sd_8pp,0.469,-0.053,-0.032,7.0,0.022,0.011,t12,75.019,A,CORROBORATED,False,False,672282.0,-,,0.0,0.0,0.0,False
Jesús Luzardo,143,138,6.994,7.5,115.0,fanatics,-134.0,draftkings,0.395,0.426,0.395,0.387,H0,lcb_1sd_8pp,0.451,-0.056,-0.025,5.0,0.031,0.01,t12,67.449,B,CORROBORATED,False,False,666200.0,-,,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,134,6.701,6.5,-160.0,fanduel,124.0,fanduel,0.523,0.556,0.523,0.512,H0,lcb_1sd_8pp,0.577,-0.055,-0.022,2.0,0.033,0.002,t12,59.536,B,CORROBORATED,False,False,808967.0,-,,0.0,0.0,0.0,False
J.T. Ginn,133,117,5.033,4.5,-125.0,fanduel,100.0,betmgm,0.569,0.544,0.569,0.573,H0,lcb_1sd_8pp,0.526,0.043,0.018,6.0,0.025,0.007,t12,75.538,A,CORROBORATED,False,False,669372.0,-,,0.0,0.0,0.0,False
Bubba Chandler,134,119,4.371,4.5,118.0,fanduel,-135.0,betmgm,0.453,0.449,0.453,0.453,H0,lcb_1sd_8pp,0.441,0.013,0.009,7.0,0.004,0.01,t12,80.959,A,CORROBORATED,False,False,696149.0,-,,0.0,0.0,0.0,False
Noah Cameron,118,116,5.365,5.5,105.0,betmgm,-120.0,draftkings,0.455,0.461,0.455,0.456,H0,lcb_1sd_8pp,0.469,-0.014,-0.008,7.0,0.006,0.012,t12,83.386,A,CORROBORATED,False,False,702070.0,-,,0.0,0.0,0.0,False
Sean Burke,145,121,6.443,6.5,122.0,fanduel,-142.0,draftkings,0.472,0.44,0.472,0.462,H0,lcb_1sd_8pp,0.433,0.038,0.007,4.0,0.031,0.009,t12,63.053,B,CORROBORATED,False,False,680732.0,-,,0.0,0.0,0.0,False
Connor Prielipp,142,135,5.07,5.5,123.0,betrivers,-140.0,betmgm,0.398,0.432,0.398,0.388,H0,lcb_1sd_8pp,0.439,-0.041,-0.006,4.0,0.034,0.013,t12,51.973,C,LOW,False,False,687570.0,-,,0.0,0.0,0.0,False
Sean Manaea,121,145,5.722,5.5,-132.0,fanduel,114.0,draftkings,0.52,0.545,0.52,0.523,H0,lcb_1sd_8pp,0.548,-0.027,-0.003,5.0,0.024,0.008,t12,76.088,A,CORROBORATED,False,False,640455.0,-,,0.0,0.0,0.0,False
Eduardo Rodriguez,109,113,5.114,5.5,116.0,fanduel,-130.0,draftkings,0.4,0.45,0.4,0.415,H0,lcb_1sd_8pp,0.45,-0.05,-0.0,7.0,0.064,0.013,t12,46.492,C,LOW,False,False,593958.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,133,4.707,4.5,-145.0,betmgm,100.0,betmgm,0.508,0.542,0.508,0.502,H0,lcb_1sd_8pp,0.542,-0.034,-0.0,1.0,0.036,0.0,t12,31.137,C,LOW,False,False,669713.0,-,,0.0,0.0,0.0,False
Emerson Hancock,136,112,5.163,5.5,125.0,betmgm,-185.0,betmgm,0.411,0.406,0.411,0.414,H0,lcb_1sd_8pp,0.406,0.004,0.0,1.0,0.04,0.0,t12,32.086,C,LOW,False,False,676106.0,-,,0.0,0.0,0.0,False
Emerson Hancock,136,112,5.163,4.5,-150.0,fanatics,126.0,draftkings,0.595,0.573,0.595,0.598,H0,lcb_1sd_8pp,0.573,0.022,0.0,6.0,0.038,0.007,t12,65.133,B,CORROBORATED,False,False,676106.0,-,,0.0,0.0,0.0,False
Logan Webb,137,111,4.768,4.5,-110.0,fanatics,102.0,betrivers,0.529,0.507,0.529,0.528,H0,lcb_1sd_8pp,0.507,0.022,0.0,7.0,0.024,0.014,t12,72.238,A,CORROBORATED,False,False,657277.0,-,,0.0,0.0,0.0,False
Sonny Gray,111,137,5.645,5.5,-103.0,betrivers,-118.0,draftkings,0.503,0.483,0.503,0.503,H0,lcb_1sd_8pp,0.483,0.021,0.0,6.0,0.027,0.006,t12,79.253,A,CORROBORATED,False,False,543243.0,-,,0.0,0.0,0.0,False
Jesús Luzardo,143,138,6.994,6.5,-150.0,betrivers,112.0,betrivers,0.558,0.56,0.558,0.553,H0,lcb_1sd_8pp,0.56,-0.002,-0.0,1.0,0.018,0.0,t12,52.899,B,CORROBORATED,False,False,666200.0,-,,0.0,0.0,0.0,False
Matthew Boyd,112,136,4.764,4.5,-136.0,draftkings,110.0,betmgm,0.535,0.549,0.535,0.533,H0,lcb_1sd_8pp,0.549,-0.013,-0.0,5.0,0.021,0.006,t12,83.554,A,CORROBORATED,False,False,571510.0,-,,0.0,0.0,0.0,False
Cam Schlittler,147,141,6.637,6.5,-110.0,betrivers,-101.0,draftkings,0.499,0.502,0.499,0.476,H0,lcb_1sd_8pp,0.502,-0.003,-0.0,6.0,0.073,0.011,t12,46.516,C,LOW,False,False,693645.0,-,,0.0,0.0,0.0,False
Grayson Rodriguez,108,117,5.327,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Jacob deGrom,140,120,6.342,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Andrew Alvarez,120,140,4.439,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
