pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Brad Lord,120,146,4.098,2.5,-110.0,betmgm,-102.0,fanduel,0.784,0.77,0.784,0.783,H0,lcb_1sd_8pp,0.511,0.273,0.26,5.0,0.013,0.012,t12,61.765,B,CORROBORATED,False,True,695418.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jacob Misiorowski,158,144,7.407,8.5,-150.0,betrivers,115.0,betmgm,0.322,0.355,0.322,0.322,H0,lcb_1sd_8pp,0.563,-0.242,-0.208,2.0,0.034,0.003,t12,55.963,B,CORROBORATED,False,True,694819.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Jacob Misiorowski,158,144,7.407,9.5,118.0,betonlineag,-128.0,draftkings,0.215,0.245,0.215,0.213,H0,lcb_1sd_8pp,0.449,-0.234,-0.204,4.0,0.029,0.014,t12,56.191,B,CORROBORATED,False,False,694819.0,-,,0.0,0.0,0.0,True
Tanner Gordon,115,114,4.112,2.5,-165.0,betmgm,125.0,betmgm,0.788,0.763,0.788,0.788,H0,lcb_1sd_8pp,0.583,0.205,0.18,1.0,0.025,0.0,t12,43.586,C,LOW,False,True,685299.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Tanner Gordon,115,114,4.112,3.5,132.0,betrivers,-156.0,betonlineag,0.599,0.552,0.599,0.595,H0,lcb_1sd_8pp,0.419,0.179,0.133,6.0,0.046,0.008,t12,53.648,B,CORROBORATED,False,False,685299.0,-,,0.0,0.0,0.0,True
Chris Sale,144,158,6.919,7.5,-108.0,draftkings,-110.0,betmgm,0.384,0.407,0.384,0.378,H0,lcb_1sd_8pp,0.498,-0.114,-0.091,7.0,0.023,0.006,t12,82.968,A,CORROBORATED,True,True,519242.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Nick Lodolo,113,109,4.304,3.5,-125.0,fanduel,120.0,betmgm,0.631,0.615,0.631,0.63,H0,lcb_1sd_8pp,0.542,0.088,0.073,6.0,0.015,0.018,t12,75.266,A,CORROBORATED,False,False,666157.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,133,4.707,5.5,120.0,fanduel,-149.0,betonlineag,0.323,0.359,0.323,0.314,H0,lcb_1sd_8pp,0.43,-0.108,-0.071,4.0,0.037,0.005,t12,60.195,B,CORROBORATED,True,False,669713.0,-,PAPER-CONV,0.0,0.0,0.0,False
Troy Melton,116,118,4.957,4.5,-102.0,fanduel,-111.0,draftkings,0.564,0.553,0.564,0.561,H0,lcb_1sd_8pp,0.488,0.076,0.065,6.0,0.011,0.009,t12,78.211,A,CORROBORATED,False,False,675512.0,-,,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,134,6.701,7.5,116.0,draftkings,-143.0,betrivers,0.357,0.387,0.357,0.348,H0,lcb_1sd_8pp,0.445,-0.089,-0.058,4.0,0.03,0.006,t12,66.949,B,CORROBORATED,False,False,808967.0,-,,0.0,0.0,0.0,False
Sean Manaea,121,145,5.722,6.5,120.0,betmgm,-160.0,betmgm,0.342,0.367,0.342,0.344,H0,lcb_1sd_8pp,0.425,-0.083,-0.058,1.0,0.025,0.0,t12,46.381,C,LOW,False,False,640455.0,-,,0.0,0.0,0.0,False
Joey Cantillo,114,115,5.242,5.5,-110.0,betmgm,103.0,draftkings,0.44,0.461,0.44,0.436,H0,lcb_1sd_8pp,0.512,-0.072,-0.051,6.0,0.021,0.015,t12,74.405,A,CORROBORATED,False,False,676282.0,-,,0.0,0.0,0.0,False
