pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Rhett Lowder,4.82,6.5,UNDER,-160.0,0.781,0.575,0.206,1,PAPER,0
Justin Verlander,4.28,4.5,UNDER,130.0,0.556,0.401,0.155,1,PAPER,0
Jonah Tong,4.28,4.5,UNDER,105.0,0.557,0.458,0.099,2,PAPER,0
Jose Quintana,4.41,4.5,UNDER,100.0,0.523,0.467,0.056,4,PAPER,0
Michael Wacha,5.4,5.5,UNDER,-105.0,0.515,0.471,0.044,1,PAPER,0
Jack Perkins,4.82,5.5,UNDER,-165.0,0.625,0.584,0.041,2,PAPER,0
