pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Carmen Mlodzinski,134,116,4.016,2.5,-137.0,betrivers,126.0,betonlineag,0.772,0.749,0.772,0.779,H0,lcb_1sd_8pp,0.562,0.21,0.187,6.0,0.023,0.015,t12,61.208,B,CORROBORATED,False,True,669387.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Tomoyuki Sugano,115,119,3.893,2.5,-150.0,betmgm,122.0,fanduel,0.756,0.735,0.756,0.76,H0,lcb_1sd_8pp,0.57,0.186,0.165,5.0,0.021,0.007,t12,83.6,A,CORROBORATED,False,True,608372.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Mason Barnett,133,118,4.29,3.5,119.0,draftkings,-135.0,betmgm,0.633,0.609,0.633,0.629,H0,lcb_1sd_8pp,0.445,0.188,0.164,7.0,0.024,0.01,t12,67.59,B,CORROBORATED,False,True,686930.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Bailey Ober,142,144,4.335,3.5,100.0,fanduel,-115.0,draftkings,0.642,0.629,0.642,0.646,H0,lcb_1sd_8pp,0.481,0.162,0.148,7.0,0.014,0.012,t12,81.854,A,CORROBORATED,False,True,641927.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Tomoyuki Sugano,115,119,3.893,3.5,135.0,draftkings,-173.0,draftkings,0.561,0.538,0.561,0.564,H0,lcb_1sd_8pp,0.402,0.16,0.137,1.0,0.023,0.0,t12,50.513,C,LOW,False,False,608372.0,-,,0.0,0.0,0.0,True
Blake Snell,119,115,6.123,6.5,-150.0,fanduel,121.0,betonlineag,0.422,0.448,0.422,0.426,H0,lcb_1sd_8pp,0.567,-0.144,-0.119,5.0,0.026,0.006,t12,74.878,A,CORROBORATED,False,True,605483.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Brandon Young,110,139,4.597,3.5,-129.0,betrivers,120.0,betonlineag,0.685,0.657,0.685,0.677,H0,lcb_1sd_8pp,0.542,0.143,0.115,7.0,0.028,0.014,t12,63.303,B,CORROBORATED,False,True,687064.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Shota Imanaga,112,145,5.214,5.5,-122.0,fanduel,115.0,betmgm,0.427,0.442,0.427,0.426,H0,lcb_1sd_8pp,0.533,-0.106,-0.092,6.0,0.015,0.016,t12,77.823,A,CORROBORATED,True,True,684007.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Cristopher Sánchez,143,146,6.184,6.5,-140.0,betmgm,120.0,draftkings,0.435,0.469,0.435,0.426,H0,lcb_1sd_8pp,0.561,-0.127,-0.092,7.0,0.035,0.009,t12,66.207,B,CORROBORATED,False,True,650911.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Janson Junk,146,143,3.777,3.5,132.0,fanduel,-150.0,betmgm,0.536,0.501,0.536,0.545,H0,lcb_1sd_8pp,0.421,0.115,0.081,6.0,0.034,0.013,t12,60.733,B,CORROBORATED,True,True,676083.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Martín Pérez,144,142,4.094,3.5,105.0,betmgm,-113.0,draftkings,0.589,0.57,0.589,0.592,H0,lcb_1sd_8pp,0.49,0.099,0.08,6.0,0.019,0.017,t12,72.826,A,CORROBORATED,False,True,527048.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Walker Buehler,135,121,4.508,3.5,-148.0,betrivers,123.0,draftkings,0.668,0.646,0.668,0.669,H0,lcb_1sd_8pp,0.571,0.097,0.075,5.0,0.022,0.008,t12,80.555,A,CORROBORATED,False,False,621111.0,-,,0.0,0.0,0.0,False
Framber Valdez,116,134,4.891,5.5,123.0,betrivers,-140.0,fanatics,0.356,0.372,0.356,0.358,H0,lcb_1sd_8pp,0.44,-0.084,-0.068,6.0,0.016,0.011,t12,76.46,A,CORROBORATED,False,False,664285.0,-,,0.0,0.0,0.0,False
Luis Castillo,145,112,5.032,4.5,-115.0,fanduel,105.0,betmgm,0.579,0.561,0.579,0.582,H0,lcb_1sd_8pp,0.512,0.067,0.049,7.0,0.018,0.015,t12,73.317,A,CORROBORATED,False,False,622491.0,-,,0.0,0.0,0.0,False
Nolan McLean,121,135,6.218,5.5,-139.0,betrivers,115.0,bovada,0.609,0.597,0.609,0.607,H0,lcb_1sd_8pp,0.556,0.052,0.041,7.0,0.011,0.007,t12,85.229,A,CORROBORATED,False,False,690997.0,-,,0.0,0.0,0.0,False
Walker Buehler,135,121,4.508,4.5,115.0,betmgm,-155.0,betmgm,0.48,0.453,0.48,0.48,H0,lcb_1sd_8pp,0.433,0.047,0.02,1.0,0.027,0.0,t12,46.469,C,LOW,False,False,621111.0,-,,0.0,0.0,0.0,False
Michael Wacha,118,133,4.779,4.5,-113.0,fanduel,-102.0,draftkings,0.533,0.525,0.533,0.535,H0,lcb_1sd_8pp,0.509,0.023,0.015,6.0,0.008,0.011,t12,80.903,A,CORROBORATED,False,False,608379.0,-,,0.0,0.0,0.0,False
Shane McClanahan,139,110,4.872,4.5,-118.0,betonlineag,105.0,betmgm,0.546,0.532,0.546,0.542,H0,lcb_1sd_8pp,0.529,0.017,0.003,6.0,0.014,0.011,t12,78.91,A,CORROBORATED,False,False,663556.0,-,,0.0,0.0,0.0,False
Framber Valdez,116,134,4.891,4.5,-160.0,betmgm,120.0,betmgm,0.551,0.573,0.551,0.554,H0,lcb_1sd_8pp,0.575,-0.024,-0.002,1.0,0.022,0.0,t12,47.952,C,LOW,False,False,664285.0,-,,0.0,0.0,0.0,False
Rhett Lowder,113,138,4.613,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
