pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Seth Lugo,5.31,6.5,UNDER,-135.0,0.697,0.529,0.168,1,PAPER,0
Kyle Freeland,5.74,6.5,UNDER,-109.0,0.631,0.496,0.135,3,PAPER,0
Aaron Nola,5.21,5.5,UNDER,116.0,0.568,0.436,0.132,3,PAPER,0
Max Scherzer,4.63,5.5,UNDER,-140.0,0.666,0.552,0.114,3,PAPER,0
Gage Jump,4.73,5.5,UNDER,-125.0,0.644,0.532,0.113,4,PAPER,0
Walbert Ureña,4.59,5.5,UNDER,-160.0,0.669,0.575,0.094,1,PAPER,0
Gerrit Cole,4.83,5.5,UNDER,-140.0,0.633,0.545,0.088,1,PAPER,0
Matthew Liberatore,4.99,5.5,UNDER,-121.0,0.592,0.514,0.078,3,PAPER,0
