pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Jack Perkins,4.59,5.5,UNDER,-157.0,0.676,0.573,0.102,2,PAPER,0
Foster Griffin,5.48,6.5,UNDER,-158.0,0.675,0.573,0.101,2,PAPER,0
Shane Baz,5.28,5.5,UNDER,-105.0,0.543,0.491,0.052,4,PAPER,0
Rhett Lowder,5.02,5.5,UNDER,-135.0,0.594,0.543,0.051,4,PAPER,0
Drew Rasmussen,5.09,5.5,UNDER,-125.0,0.58,0.533,0.047,4,PAPER,0
