pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Miles Mikolas,5.89,6.5,UNDER,-110.0,0.611,0.49,0.121,1,PAPER,0
Nolan McLean,4.75,5.5,UNDER,-147.0,0.638,0.56,0.078,4,PAPER,0
Kohl Drake,4.95,5.5,UNDER,-155.0,0.607,0.567,0.04,1,PAPER,0
