pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Tomoyuki Sugano,115,139,3.711,2.5,-108.0,draftkings,105.0,betrivers,0.734,0.708,0.734,0.742,H0,lcb_1sd_8pp,0.506,0.228,0.202,6.0,0.026,0.018,t12,68.661,A,CORROBORATED,False,True,608372.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Reid Detmers,108,110,5.829,7.5,107.0,draftkings,-137.0,draftkings,0.243,0.273,0.243,0.234,H0,lcb_1sd_8pp,0.455,-0.212,-0.182,1.0,0.03,0.0,t12,41.94,C,LOW,False,True,672282.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Reid Detmers,108,110,5.829,6.5,-143.0,betonlineag,118.0,fanduel,0.372,0.409,0.372,0.36,H0,lcb_1sd_8pp,0.562,-0.19,-0.153,4.0,0.038,0.006,t12,62.492,B,CORROBORATED,False,False,672282.0,-,,0.0,0.0,0.0,True
Kyle Harrison,158,134,5.296,6.5,120.0,betmgm,-160.0,betmgm,0.28,0.297,0.28,0.281,H0,lcb_1sd_8pp,0.425,-0.145,-0.127,1.0,0.018,0.0,t12,54.579,B,CORROBORATED,False,True,690986.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Cody Bradford,140,137,4.793,3.5,-134.0,betrivers,120.0,draftkings,0.709,0.679,0.709,0.706,H0,lcb_1sd_8pp,0.554,0.155,0.125,6.0,0.03,0.011,t12,64.474,B,CORROBORATED,False,True,674003.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Kyle Harrison,158,134,5.296,5.5,-154.0,fanduel,134.0,betonlineag,0.436,0.463,0.436,0.437,H0,lcb_1sd_8pp,0.579,-0.143,-0.116,5.0,0.027,0.01,t12,74.369,A,CORROBORATED,False,False,690986.0,-,,0.0,0.0,0.0,True
Rhett Lowder,113,133,4.664,3.5,-155.0,betmgm,115.0,betmgm,0.688,0.672,0.688,0.683,H0,lcb_1sd_8pp,0.567,0.121,0.105,1.0,0.016,0.0,t12,49.673,C,LOW,False,True,695076.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Eric Lauer,119,112,4.148,3.5,-105.0,fanatics,-115.0,fanduel,0.61,0.593,0.61,0.616,H0,lcb_1sd_8pp,0.493,0.118,0.1,7.0,0.017,0.007,t12,86.783,A,CORROBORATED,True,True,641778.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Mitch Bratt,109,135,3.666,2.5,-180.0,betrivers,135.0,betmgm,0.721,0.693,0.721,0.729,H0,lcb_1sd_8pp,0.602,0.119,0.091,2.0,0.028,0.002,t12,60.855,B,CORROBORATED,True,True,683352.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Bryan Woo,136,116,5.638,6.5,116.0,fanduel,-131.0,draftkings,0.337,0.368,0.337,0.331,H0,lcb_1sd_8pp,0.446,-0.109,-0.078,5.0,0.031,0.01,t12,69.485,A,CORROBORATED,True,False,693433.0,-,PAPER-CONV,0.0,0.0,0.0,False
Shota Imanaga,112,119,5.355,4.5,-124.0,betrivers,125.0,draftkings,0.632,0.609,0.632,0.626,H0,lcb_1sd_8pp,0.542,0.09,0.067,6.0,0.023,0.024,t12,71.368,A,CORROBORATED,False,False,684007.0,-,,0.0,0.0,0.0,False
Rhett Lowder,113,133,4.664,4.5,122.0,betonlineag,-148.0,draftkings,0.508,0.492,0.508,0.504,H0,lcb_1sd_8pp,0.428,0.08,0.064,5.0,0.017,0.005,t12,83.604,A,CORROBORATED,False,False,695076.0,-,,0.0,0.0,0.0,False
Will Warren,147,138,4.954,4.5,-104.0,draftkings,-118.0,fanduel,0.554,0.547,0.554,0.553,H0,lcb_1sd_8pp,0.486,0.068,0.061,6.0,0.008,0.005,t12,92.743,A,CORROBORATED,False,False,701542.0,-,,0.0,0.0,0.0,False
Mitch Bratt,109,135,3.666,3.5,124.0,fanduel,-147.0,draftkings,0.517,0.482,0.517,0.521,H0,lcb_1sd_8pp,0.429,0.088,0.054,5.0,0.034,0.006,t12,63.355,B,CORROBORATED,False,False,683352.0,-,,0.0,0.0,0.0,False
Dean Kremer,142,118,4.332,4.5,-113.0,fanduel,-106.0,draftkings,0.442,0.457,0.442,0.44,H0,lcb_1sd_8pp,0.505,-0.063,-0.048,7.0,0.015,0.006,t12,87.306,A,CORROBORATED,False,False,665152.0,-,,0.0,0.0,0.0,False
Andrew Painter,143,120,4.258,3.5,-150.0,fanatics,126.0,fanduel,0.627,0.608,0.627,0.627,H0,lcb_1sd_8pp,0.573,0.054,0.035,6.0,0.019,0.01,t12,72.595,A,CORROBORATED,False,False,691725.0,-,,0.0,0.0,0.0,False
Jake Irvin,120,143,4.172,3.5,-150.0,fanduel,123.0,betrivers,0.61,0.601,0.61,0.612,H0,lcb_1sd_8pp,0.567,0.042,0.034,6.0,0.008,0.007,t12,85.253,A,CORROBORATED,False,False,663623.0,-,,0.0,0.0,0.0,False
Bryan Woo,136,116,5.638,5.5,-155.0,betmgm,115.0,betmgm,0.501,0.541,0.501,0.491,H0,lcb_1sd_8pp,0.567,-0.066,-0.026,1.0,0.04,0.0,t12,34.363,C,LOW,False,False,693433.0,-,,0.0,0.0,0.0,False
Bryce Elder,144,146,4.579,4.5,-120.0,betmgm,108.0,draftkings,0.489,0.513,0.489,0.486,H0,lcb_1sd_8pp,0.536,-0.048,-0.023,6.0,0.024,0.012,t12,73.195,A,CORROBORATED,False,False,693821.0,-,,0.0,0.0,0.0,False
Tanner Bibee,114,121,4.98,4.5,-120.0,fanatics,103.0,draftkings,0.566,0.539,0.566,0.572,H0,lcb_1sd_8pp,0.523,0.042,0.015,7.0,0.027,0.007,t12,78.394,A,CORROBORATED,False,False,676440.0,-,,0.0,0.0,0.0,False
Jacob Lopez,133,113,5.045,5.5,110.0,draftkings,-138.0,fanduel,0.404,0.436,0.404,0.401,H0,lcb_1sd_8pp,0.449,-0.045,-0.012,7.0,0.032,0.004,t12,72.65,A,CORROBORATED,False,False,682052.0,-,,0.0,0.0,0.0,False
Jameson Taillon,141,117,4.084,4.5,129.0,draftkings,-152.0,betrivers,0.389,0.421,0.389,0.378,H0,lcb_1sd_8pp,0.425,-0.036,-0.004,6.0,0.032,0.008,t12,68.757,A,CORROBORATED,False,False,592791.0,-,,0.0,0.0,0.0,False
Sonny Gray,111,145,5.253,5.5,115.0,bovada,-123.0,draftkings,0.438,0.452,0.438,0.437,H0,lcb_1sd_8pp,0.453,-0.015,-0.001,7.0,0.014,0.019,t12,77.769,A,CORROBORATED,False,False,543243.0,-,,0.0,0.0,0.0,False
Sean Burke,145,111,5.996,6.5,122.0,fanduel,-151.0,draftkings,0.396,0.427,0.396,0.403,H0,lcb_1sd_8pp,0.427,-0.031,-0.0,5.0,0.042,0.003,t12,65.675,B,CORROBORATED,False,False,680732.0,-,,0.0,0.0,0.0,False
Nick Martinez,139,115,3.731,3.5,-108.0,betonlineag,-111.0,draftkings,0.528,0.499,0.528,0.546,H0,lcb_1sd_8pp,0.499,0.029,0.0,7.0,0.055,0.007,t12,55.372,B,CORROBORATED,False,False,607259.0,-,,0.0,0.0,0.0,False
Andrew Painter,143,120,4.258,4.5,128.0,draftkings,-164.0,draftkings,0.427,0.414,0.427,0.428,H0,lcb_1sd_8pp,0.414,0.013,0.0,1.0,0.037,0.0,t12,30.984,C,LOW,False,False,691725.0,-,,0.0,0.0,0.0,False
Sean Burke,145,111,5.996,5.5,-150.0,betmgm,110.0,betmgm,0.571,0.558,0.571,0.575,H0,lcb_1sd_8pp,0.558,0.013,0.0,1.0,0.032,0.0,t12,38.511,C,LOW,False,False,680732.0,-,,0.0,0.0,0.0,False
Carson Whisenhunt,137,140,4.113,4.5,123.0,betrivers,-150.0,fanduel,0.41,0.427,0.41,0.413,H0,lcb_1sd_8pp,0.427,-0.016,-0.0,7.0,0.022,0.006,t12,76.341,A,CORROBORATED,False,False,687931.0,-,,0.0,0.0,0.0,False
Hunter Brown,117,141,5.263,5.5,130.0,fanduel,-158.0,draftkings,0.435,0.418,0.435,0.427,H0,lcb_1sd_8pp,0.418,0.018,0.0,6.0,0.033,0.006,t12,71.012,A,CORROBORATED,False,False,686613.0,-,,0.0,0.0,0.0,False
Eury Pérez,146,144,5.614,5.5,110.0,bovada,-125.0,betmgm,0.498,0.461,0.498,0.488,H0,lcb_1sd_8pp,0.461,0.037,0.0,7.0,0.04,0.01,t12,56.821,B,CORROBORATED,False,False,691587.0,-,,0.0,0.0,0.0,False
Noah Cameron,118,142,4.977,4.5,-135.0,betmgm,123.0,draftkings,0.565,0.551,0.565,0.571,H0,lcb_1sd_8pp,0.551,0.014,0.0,6.0,0.019,0.013,t12,74.682,A,CORROBORATED,False,False,702070.0,-,,0.0,0.0,0.0,False
Andre Pallante,138,147,4.438,4.5,111.0,draftkings,-125.0,betmgm,0.472,0.456,0.472,0.47,H0,lcb_1sd_8pp,0.456,0.016,0.0,7.0,0.021,0.011,t12,76.46,A,CORROBORATED,False,False,669467.0,-,,0.0,0.0,0.0,False
Paul Skenes,134,158,6.791,6.5,-140.0,fanatics,120.0,fanduel,0.522,0.562,0.522,0.507,H0,lcb_1sd_8pp,0.562,-0.04,-0.0,7.0,0.051,0.01,t12,52.81,B,CORROBORATED,False,False,694973.0,-,,0.0,0.0,0.0,False
Casey Mize,135,109,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Randy Vásquez,135,109,3.642,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Tarik Skubal,119,112,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Emerson Hancock,136,116,4.745,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Javier Assad,112,119,3.888,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Eduardo Rodriguez,109,135,4.165,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Troy Melton,116,136,5.403,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
MacKenzie Gore,140,137,5.935,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Gabriel Hughes,115,139,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Hayden Wesneski,117,141,4.365,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
