pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Jack Perkins,133,118,5.073,3.5,-127.0,betrivers,110.0,bovada,0.761,0.75,0.761,0.76,H0,lcb_1sd_8pp,0.539,0.222,0.211,5.0,0.011,0.012,t12,75.922,A,CORROBORATED,False,True,678022.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jack Perkins,133,118,5.073,4.5,150.0,betmgm,-220.0,betmgm,0.581,0.557,0.581,0.58,H0,lcb_1sd_8pp,0.368,0.213,0.189,1.0,0.024,0.0,t12,42.917,C,LOW,False,False,678022.0,-,,0.0,0.0,0.0,True
Zack Wheeler,143,146,6.163,7.5,109.0,draftkings,-135.0,bovada,0.276,0.3,0.276,0.269,H0,lcb_1sd_8pp,0.454,-0.178,-0.155,6.0,0.024,0.003,t12,87.145,A,CORROBORATED,False,True,554430.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Feltner,115,119,4.081,3.5,123.0,betrivers,-139.0,draftkings,0.592,0.569,0.592,0.599,H0,lcb_1sd_8pp,0.444,0.147,0.125,7.0,0.022,0.014,t12,73.197,A,CORROBORATED,False,True,663372.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Zack Wheeler,143,146,6.163,6.5,-157.0,betrivers,118.0,betrivers,0.424,0.463,0.424,0.418,H0,lcb_1sd_8pp,0.571,-0.147,-0.108,1.0,0.039,0.0,t12,35.188,C,LOW,False,False,554430.0,-,,0.0,0.0,0.0,True
Eric Lauer,119,115,4.398,3.5,-118.0,betrivers,-101.0,draftkings,0.645,0.612,0.645,0.655,H0,lcb_1sd_8pp,0.518,0.127,0.094,5.0,0.033,0.007,t12,73.071,A,CORROBORATED,False,True,641778.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Kevin Gausman,112,145,5.569,6.5,120.0,betrivers,-145.0,fanatics,0.327,0.354,0.327,0.331,H0,lcb_1sd_8pp,0.438,-0.111,-0.084,6.0,0.027,0.007,t12,76.675,A,CORROBORATED,True,True,592332.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Merrill Kelly,109,111,4.332,3.5,-135.0,betonlineag,113.0,draftkings,0.64,0.63,0.64,0.642,H0,lcb_1sd_8pp,0.547,0.093,0.083,6.0,0.01,0.008,t12,86.997,A,CORROBORATED,False,True,518876.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Cal Quantrill,140,120,4.022,3.5,-105.0,betmgm,-110.0,draftkings,0.581,0.556,0.581,0.588,H0,lcb_1sd_8pp,0.493,0.088,0.063,7.0,0.025,0.012,t12,69.664,A,CORROBORATED,False,False,615698.0,-,,0.0,0.0,0.0,False
Zebby Matthews,142,144,4.863,4.5,115.0,bovada,-135.0,draftkings,0.544,0.507,0.544,0.553,H0,lcb_1sd_8pp,0.45,0.094,0.057,7.0,0.037,0.01,t12,57.112,B,CORROBORATED,False,False,805673.0,-,,0.0,0.0,0.0,False
Kyle Harrison,158,136,5.512,5.5,-143.0,betrivers,128.0,betonlineag,0.489,0.514,0.489,0.484,H0,lcb_1sd_8pp,0.569,-0.081,-0.055,7.0,0.025,0.013,t12,72.17,A,CORROBORATED,False,False,690986.0,-,,0.0,0.0,0.0,False
Eric Lauer,119,115,4.398,4.5,150.0,betmgm,-220.0,betmgm,0.458,0.422,0.458,0.466,H0,lcb_1sd_8pp,0.368,0.09,0.055,1.0,0.035,0.0,t12,39.44,C,LOW,False,False,641778.0,-,,0.0,0.0,0.0,False
Shane Baz,110,147,5.381,5.5,-146.0,fanduel,118.0,draftkings,0.474,0.509,0.474,0.473,H0,lcb_1sd_8pp,0.562,-0.087,-0.053,7.0,0.035,0.004,t12,74.15,A,CORROBORATED,False,False,669358.0,-,,0.0,0.0,0.0,False
Cristian Javier,117,108,4.416,4.5,-113.0,fanduel,100.0,betmgm,0.455,0.463,0.455,0.453,H0,lcb_1sd_8pp,0.516,-0.061,-0.053,6.0,0.008,0.016,t12,71.387,A,CORROBORATED,False,False,664299.0,-,,0.0,0.0,0.0,False
Nick Martinez,139,141,3.945,3.5,110.0,betmgm,-112.0,betrivers,0.561,0.524,0.561,0.569,H0,lcb_1sd_8pp,0.475,0.085,0.049,7.0,0.036,0.02,t12,55.535,B,CORROBORATED,False,False,607259.0,-,,0.0,0.0,0.0,False
Robbie Ray,135,121,4.8,5.5,120.0,betmgm,-175.0,betmgm,0.339,0.369,0.339,0.343,H0,lcb_1sd_8pp,0.417,-0.077,-0.048,1.0,0.03,0.0,t12,44.157,C,LOW,False,False,592662.0,-,,0.0,0.0,0.0,False
Keider Montero,116,134,4.095,3.5,-119.0,draftkings,110.0,betonlineag,0.592,0.57,0.592,0.594,H0,lcb_1sd_8pp,0.525,0.066,0.044,6.0,0.022,0.013,t12,71.86,A,CORROBORATED,False,False,672456.0,-,,0.0,0.0,0.0,False
Foster Griffin,114,137,5.143,5.5,-106.0,fanduel,-108.0,draftkings,0.413,0.46,0.413,0.398,H0,lcb_1sd_8pp,0.502,-0.089,-0.042,5.0,0.047,0.013,t12,48.282,C,LOW,False,False,656492.0,-,,0.0,0.0,0.0,False
Bryce Miller,136,158,5.11,5.5,112.0,betrivers,-128.0,fanduel,0.403,0.42,0.403,0.401,H0,lcb_1sd_8pp,0.46,-0.057,-0.04,6.0,0.017,0.011,t12,79.555,A,CORROBORATED,False,False,682243.0,-,,0.0,0.0,0.0,False
Kevin Gausman,112,145,5.569,5.5,-155.0,betmgm,105.0,betmgm,0.49,0.52,0.49,0.492,H0,lcb_1sd_8pp,0.555,-0.065,-0.034,1.0,0.03,0.0,t12,43.105,C,LOW,False,False,592332.0,-,,0.0,0.0,0.0,False
Zac Thornton,121,135,4.003,3.5,-120.0,fanatics,106.0,draftkings,0.578,0.554,0.578,0.585,H0,lcb_1sd_8pp,0.52,0.058,0.034,7.0,0.024,0.01,t12,67.991,B,CORROBORATED,False,False,804267.0,-,,0.0,0.0,0.0,False
Tyler Mahle,144,142,5.077,4.5,-122.0,fanduel,100.0,betmgm,0.579,0.547,0.579,0.569,H0,lcb_1sd_8pp,0.524,0.055,0.023,6.0,0.032,0.01,t12,68.946,A,CORROBORATED,False,False,641816.0,-,,0.0,0.0,0.0,False
Ranger Suarez,111,109,5.06,4.5,-110.0,betmgm,116.0,draftkings,0.576,0.536,0.576,0.563,H0,lcb_1sd_8pp,0.514,0.062,0.021,7.0,0.041,0.025,t12,50.972,C,LOW,False,False,624133.0,-,,0.0,0.0,0.0,False
Braxton Ashcraft,134,116,6.043,5.5,-120.0,betmgm,104.0,betonlineag,0.575,0.533,0.575,0.571,H0,lcb_1sd_8pp,0.523,0.052,0.01,5.0,0.043,0.014,t12,48.275,C,LOW,False,False,677952.0,-,,0.0,0.0,0.0,False
Kyle Leahy,138,113,5.288,5.5,112.0,fanduel,-130.0,betmgm,0.434,0.448,0.434,0.433,H0,lcb_1sd_8pp,0.457,-0.023,-0.008,5.0,0.015,0.013,t12,74.456,A,CORROBORATED,False,False,681517.0,-,,0.0,0.0,0.0,False
Carlos Rodón,147,110,5.289,4.5,-142.0,draftkings,124.0,fanduel,0.611,0.574,0.611,0.605,H0,lcb_1sd_8pp,0.569,0.043,0.006,4.0,0.037,0.009,t12,57.583,B,CORROBORATED,False,False,607074.0,-,,0.0,0.0,0.0,False
Robbie Ray,135,121,4.8,4.5,-114.0,betonlineag,101.0,draftkings,0.529,0.523,0.529,0.531,H0,lcb_1sd_8pp,0.523,0.006,0.0,5.0,0.017,0.012,t12,79.541,A,CORROBORATED,False,False,592662.0,-,,0.0,0.0,0.0,False
Carlos Rodón,147,110,5.289,5.5,120.0,betmgm,-162.0,betrivers,0.438,0.42,0.438,0.431,H0,lcb_1sd_8pp,0.42,0.017,0.0,2.0,0.033,0.004,t12,60.629,B,CORROBORATED,False,False,607074.0,-,,0.0,0.0,0.0,False
José Soriano,141,139,4.711,4.5,-105.0,draftkings,-113.0,fanduel,0.509,0.488,0.509,0.501,H0,lcb_1sd_8pp,0.488,0.021,0.0,6.0,0.03,0.012,t12,68.672,A,CORROBORATED,False,False,667755.0,-,,0.0,0.0,0.0,False
Andrew Abbott,113,138,4.667,4.5,-113.0,fanduel,-105.0,betmgm,0.513,0.506,0.513,0.515,H0,lcb_1sd_8pp,0.506,0.007,0.0,6.0,0.024,0.012,t12,73.829,A,CORROBORATED,False,False,671096.0,-,,0.0,0.0,0.0,False
Luis Castillo,145,112,5.068,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Blake Snell,119,115,6.023,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Tomoyuki Sugano,115,119,3.658,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Shota Imanaga,112,145,5.226,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
