pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Blake Snell,119,134,6.348,8.5,-108.0,betrivers,-110.0,betmgm,0.196,0.209,0.196,0.2,H0,lcb_1sd_8pp,0.498,-0.302,-0.289,7.0,0.013,0.008,t12,84.224,A,CORROBORATED,False,True,605483.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Tomoyuki Sugano,115,114,3.862,2.5,100.0,fanduel,-110.0,betmgm,0.754,0.73,0.754,0.76,H0,lcb_1sd_8pp,0.483,0.272,0.248,7.0,0.024,0.013,t12,73.226,A,CORROBORATED,False,True,608372.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Daniel Lynch IV,118,116,4.039,2.5,-115.0,betmgm,103.0,draftkings,0.784,0.76,0.784,0.784,H0,lcb_1sd_8pp,0.519,0.265,0.241,5.0,0.024,0.011,t12,58.893,B,CORROBORATED,False,True,663738.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Andrew Abbott,113,109,4.532,3.5,126.0,fanduel,-135.0,betmgm,0.663,0.65,0.663,0.66,H0,lcb_1sd_8pp,0.441,0.222,0.208,6.0,0.013,0.018,t12,77.974,A,CORROBORATED,False,True,671096.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Janson Junk,146,120,4.209,3.5,116.0,fanduel,-120.0,betmgm,0.627,0.627,0.62,0.627,H3,raw_8pp,0.451,0.175,0.175,6.0,0.021,0.019,t4,71.725,A,CORROBORATED,False,True,676083.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Cristopher Sánchez,143,138,6.017,6.5,-135.0,betmgm,113.0,draftkings,0.387,0.387,0.402,0.387,H3,raw_8pp,0.55,-0.163,-0.163,7.0,0.051,0.007,t4,61.098,B,CORROBORATED,False,True,650911.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Kyle Leahy,138,143,4.552,3.5,104.0,betrivers,105.0,bovada,0.666,0.666,0.675,0.666,H3,raw_8pp,0.513,0.153,0.153,6.0,0.036,0.028,t4,53.276,B,CORROBORATED,False,True,681517.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Shane Baz,110,139,5.24,4.5,110.0,fanatics,-115.0,betmgm,0.613,0.613,0.608,0.613,H3,raw_8pp,0.465,0.148,0.148,6.0,0.017,0.019,t4,74.678,A,CORROBORATED,False,True,669358.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Shane Drohan,158,144,5.307,4.5,106.0,betrivers,-105.0,betmgm,0.614,0.605,0.614,0.615,H0,lcb_1sd_8pp,0.477,0.137,0.128,7.0,0.009,0.02,t12,72.928,A,CORROBORATED,False,True,675660.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Walker Buehler,135,142,4.34,3.5,-124.0,betrivers,114.0,draftkings,0.642,0.626,0.642,0.646,H0,lcb_1sd_8pp,0.543,0.099,0.083,6.0,0.016,0.014,t12,77.596,A,CORROBORATED,False,True,621111.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
José Soriano,141,147,4.98,5.5,110.0,fanatics,-115.0,betmgm,0.377,0.377,0.375,0.377,H3,raw_8pp,0.459,-0.082,-0.082,7.0,0.014,0.018,t4,78.386,A,CORROBORATED,False,True,667755.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Bailey Ober,142,135,4.157,3.5,-106.0,fanduel,105.0,betmgm,0.601,0.582,0.601,0.606,H0,lcb_1sd_8pp,0.502,0.099,0.08,7.0,0.019,0.019,t12,74.695,A,CORROBORATED,False,True,641927.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Cal Quantrill,140,108,4.25,3.5,-125.0,fanduel,110.0,betmgm,0.627,0.609,0.627,0.632,H0,lcb_1sd_8pp,0.535,0.092,0.074,7.0,0.017,0.012,t12,77.679,A,CORROBORATED,False,False,615698.0,-,,0.0,0.0,0.0,False
Carlos Rodón,147,141,5.038,5.5,122.0,fanduel,-148.0,draftkings,0.375,0.375,0.385,0.375,H3,raw_8pp,0.432,-0.057,-0.057,6.0,0.041,0.006,t4,66.861,A,CORROBORATED,False,False,607074.0,-,,0.0,0.0,0.0,False
Nick Martinez,139,110,4.06,3.5,-128.0,draftkings,105.0,betmgm,0.59,0.59,0.584,0.59,H3,raw_8pp,0.534,0.056,0.056,5.0,0.038,0.005,t4,71.395,A,CORROBORATED,False,False,607259.0,-,,0.0,0.0,0.0,False
Foster Griffin,114,115,5.271,4.5,-146.0,fanduel,120.0,betmgm,0.619,0.608,0.619,0.62,H0,lcb_1sd_8pp,0.564,0.055,0.044,6.0,0.011,0.006,t12,86.696,A,CORROBORATED,False,False,656492.0,-,,0.0,0.0,0.0,False
Cristian Javier,117,133,4.261,4.5,105.0,draftkings,-115.0,betmgm,0.425,0.435,0.425,0.423,H0,lcb_1sd_8pp,0.477,-0.052,-0.042,6.0,0.01,0.012,t12,73.303,A,CORROBORATED,False,False,664299.0,-,,0.0,0.0,0.0,False
Bryce Miller,136,112,5.357,4.5,-150.0,betrivers,121.0,draftkings,0.627,0.6,0.627,0.625,H0,lcb_1sd_8pp,0.57,0.057,0.03,4.0,0.027,0.006,t12,73.325,A,CORROBORATED,False,False,682243.0,-,,0.0,0.0,0.0,False
Nolan McLean,121,145,6.021,6.5,121.0,draftkings,-146.0,fanduel,0.392,0.41,0.392,0.391,H0,lcb_1sd_8pp,0.436,-0.044,-0.026,5.0,0.018,0.005,t12,85.624,A,CORROBORATED,False,False,690997.0,-,,0.0,0.0,0.0,False
Jake Bennett,111,137,4.605,4.5,-120.0,fanatics,120.0,betmgm,0.506,0.518,0.506,0.503,H0,lcb_1sd_8pp,0.537,-0.031,-0.019,7.0,0.012,0.022,t12,71.49,A,CORROBORATED,False,False,687562.0,-,,0.0,0.0,0.0,False
Shota Imanaga,112,136,5.435,5.5,-115.0,fanduel,100.0,betmgm,0.472,0.496,0.472,0.466,H0,lcb_1sd_8pp,0.513,-0.041,-0.016,6.0,0.025,0.011,t12,74.07,A,CORROBORATED,False,False,684007.0,-,,0.0,0.0,0.0,False
Walker Buehler,135,142,4.34,4.5,120.0,betmgm,-160.0,betmgm,0.449,0.43,0.449,0.454,H0,lcb_1sd_8pp,0.425,0.024,0.005,1.0,0.019,0.0,t12,53.171,B,CORROBORATED,False,False,621111.0,-,,0.0,0.0,0.0,False
Bryce Miller,136,112,5.357,5.5,125.0,fanatics,-155.0,betmgm,0.462,0.428,0.462,0.456,H0,lcb_1sd_8pp,0.424,0.038,0.004,3.0,0.034,0.007,t12,60.183,B,CORROBORATED,False,False,682243.0,-,,0.0,0.0,0.0,False
Yusei Kikuchi,108,140,4.706,4.5,-110.0,betmgm,102.0,fanduel,0.523,0.513,0.523,0.521,H0,lcb_1sd_8pp,0.513,0.01,0.0,6.0,0.021,0.015,t12,69.817,A,CORROBORATED,False,False,579328.0,-,,0.0,0.0,0.0,False
Nolan McLean,121,145,6.021,5.5,-150.0,betmgm,110.0,betmgm,0.571,0.558,0.571,0.572,H0,lcb_1sd_8pp,0.558,0.014,0.0,1.0,0.021,0.0,t12,48.992,C,LOW,False,False,690997.0,-,,0.0,0.0,0.0,False
Tyler Mahle,144,158,5.14,4.5,-162.0,betrivers,120.0,betrivers,0.586,0.576,0.586,0.586,H0,lcb_1sd_8pp,0.576,0.009,0.0,1.0,0.021,0.0,t12,52.542,B,CORROBORATED,False,False,641816.0,-,,0.0,0.0,0.0,False
