pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Jacob Misiorowski,158,119,6.349,8.5,-118.0,betonlineag,-102.0,fanduel,0.191,0.228,0.191,0.19,H0,lcb_1sd_8pp,0.515,-0.324,-0.287,6.0,0.037,0.006,t12,62.47,B,CORROBORATED,False,True,694819.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Brad Lord,120,121,4.064,3.5,134.0,draftkings,-162.0,fanduel,0.583,0.556,0.583,0.582,H0,lcb_1sd_8pp,0.41,0.173,0.146,5.0,0.027,0.006,t12,58.985,B,CORROBORATED,False,True,695418.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Troy Melton,116,145,5.729,4.5,-145.0,betmgm,105.0,betmgm,0.685,0.685,0.688,0.685,H3,raw_8pp,0.548,0.136,0.136,1.0,0.017,0.0,t4,47.422,B,CORROBORATED,False,True,675512.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Michael McGreevy,138,112,4.135,3.5,114.0,betrivers,-130.0,fanduel,0.604,0.587,0.604,0.604,H0,lcb_1sd_8pp,0.456,0.148,0.132,5.0,0.016,0.012,t12,77.828,A,CORROBORATED,False,True,700241.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Michael Lorenzen,115,137,3.911,3.5,120.0,fanduel,-140.0,betmgm,0.561,0.537,0.561,0.566,H0,lcb_1sd_8pp,0.438,0.123,0.1,7.0,0.024,0.01,t12,70.532,A,CORROBORATED,False,True,547179.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Troy Melton,116,145,5.729,5.5,122.0,draftkings,-155.0,draftkings,0.52,0.52,0.525,0.52,H3,raw_8pp,0.425,0.095,0.095,5.0,0.018,0.001,t4,86.837,A,CORROBORATED,False,False,675512.0,-,,0.0,0.0,0.0,True
J.T. Ginn,133,140,5.124,4.5,100.0,fanatics,-112.0,draftkings,0.59,0.562,0.59,0.596,H0,lcb_1sd_8pp,0.477,0.112,0.084,6.0,0.028,0.011,t12,67.651,B,CORROBORATED,True,True,669372.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Grant Holmes,144,109,4.249,3.5,-130.0,fanatics,110.0,betmgm,0.636,0.616,0.636,0.632,H0,lcb_1sd_8pp,0.543,0.094,0.073,6.0,0.021,0.008,t12,81.179,A,CORROBORATED,False,False,656550.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,136,4.691,4.5,126.0,fanduel,-146.0,draftkings,0.513,0.499,0.513,0.513,H0,lcb_1sd_8pp,0.427,0.086,0.071,7.0,0.015,0.01,t12,70.453,A,CORROBORATED,False,False,669713.0,-,,0.0,0.0,0.0,False
Anthony Kay,145,116,4.489,3.5,-175.0,betmgm,130.0,betmgm,0.665,0.665,0.664,0.665,H3,raw_8pp,0.594,0.071,0.071,1.0,0.017,0.0,t4,49.747,B,CORROBORATED,False,False,641743.0,-,,0.0,0.0,0.0,False
Logan Webb,137,115,5.065,5.5,100.0,fanduel,-115.0,betmgm,0.4,0.425,0.4,0.405,H0,lcb_1sd_8pp,0.482,-0.082,-0.057,6.0,0.025,0.01,t12,74.194,A,CORROBORATED,False,False,657277.0,-,,0.0,0.0,0.0,False
Matthew Boyd,112,138,4.888,4.5,-105.0,draftkings,-120.0,fanduel,0.554,0.534,0.554,0.559,H0,lcb_1sd_8pp,0.488,0.066,0.046,6.0,0.02,0.002,t12,90.058,A,CORROBORATED,False,False,571510.0,-,,0.0,0.0,0.0,False
Joey Cantillo,114,135,5.342,4.5,-160.0,fanatics,120.0,fanatics,0.64,0.612,0.64,0.633,H0,lcb_1sd_8pp,0.576,0.064,0.037,2.0,0.028,0.001,t12,70.157,A,CORROBORATED,False,False,676282.0,-,,0.0,0.0,0.0,False
Eduardo Rodriguez,109,144,4.579,4.5,118.0,fanduel,-140.0,betmgm,0.499,0.466,0.499,0.5,H0,lcb_1sd_8pp,0.441,0.058,0.026,5.0,0.032,0.009,t12,68.281,A,CORROBORATED,False,False,593958.0,-,,0.0,0.0,0.0,False
Anthony Kay,145,116,4.489,4.5,110.0,fanatics,-131.0,draftkings,0.476,0.476,0.476,0.476,H3,raw_8pp,0.455,0.022,0.022,6.0,0.016,0.008,t4,84.519,A,CORROBORATED,False,False,641743.0,-,,0.0,0.0,0.0,False
