pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Michael Wacha,5.56,6.5,UNDER,-115.0,0.658,0.5,0.158,1,PAPER,0
Tomoyuki Sugano,5.33,6.5,UNDER,-140.0,0.699,0.548,0.151,2,PAPER,0
Jeffrey Springs,5.04,5.5,UNDER,-103.0,0.585,0.482,0.104,3,PAPER,0
Freddy Peralta,4.63,5.5,UNDER,-160.0,0.665,0.575,0.09,1,PAPER,0
Foster Griffin,5.26,5.5,UNDER,104.0,0.548,0.473,0.074,3,PAPER,0
Shota Imanaga,5.04,5.5,UNDER,-140.0,0.595,0.545,0.051,1,PAPER,0
Casey Mize,5.15,5.5,UNDER,-105.0,0.57,0.519,0.051,4,PAPER,0
Nathan Eovaldi,5.07,5.5,UNDER,-130.0,0.585,0.541,0.044,3,PAPER,0
Kyle Leahy,5.2,5.5,UNDER,-115.0,0.555,0.514,0.041,4,PAPER,0
