pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Dustin May,158,138,5.411,3.5,134.0,betonlineag,-163.0,draftkings,0.797,0.781,0.797,0.798,H0,lcb_1sd_8pp,0.408,0.389,0.372,5.0,0.017,0.004,t12,89.088,A,CORROBORATED,False,True,669160.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Nathan Eovaldi,140,142,5.177,3.5,-104.0,fanduel,-120.0,mybookieag,0.763,0.734,0.763,0.757,H0,lcb_1sd_8pp,0.484,0.279,0.25,5.0,0.029,0.006,t12,77.589,A,CORROBORATED,False,True,543135.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Trey Yesavage,141,113,5.288,3.5,-125.0,betmgm,110.0,fanduel,0.787,0.776,0.787,0.786,H0,lcb_1sd_8pp,0.538,0.249,0.238,6.0,0.011,0.012,t12,77.147,A,CORROBORATED,False,True,702056.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Blake Snell,119,137,6.28,7.5,-115.0,betmgm,-102.0,draftkings,0.296,0.331,0.296,0.294,H0,lcb_1sd_8pp,0.514,-0.218,-0.183,4.0,0.035,0.009,t12,58.788,B,CORROBORATED,False,True,605483.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Michael Wacha,118,114,4.825,3.5,-164.0,betonlineag,130.0,fanduel,0.726,0.705,0.726,0.731,H0,lcb_1sd_8pp,0.587,0.139,0.118,5.0,0.021,0.006,t12,81.387,A,CORROBORATED,False,True,608379.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Michael Wacha,118,114,4.825,4.5,131.0,draftkings,-167.0,draftkings,0.547,0.525,0.547,0.551,H0,lcb_1sd_8pp,0.409,0.138,0.116,1.0,0.022,0.0,t12,48.642,C,LOW,False,False,608379.0,-,,0.0,0.0,0.0,True
Tanner Bibee,114,118,4.467,3.5,-122.0,fanduel,112.0,draftkings,0.665,0.648,0.665,0.663,H0,lcb_1sd_8pp,0.534,0.131,0.114,7.0,0.017,0.015,t12,77.676,A,CORROBORATED,False,True,676440.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jonah Tong,121,120,5.009,4.5,100.0,fanduel,-120.0,betmgm,0.577,0.577,0.576,0.577,H3,raw_8pp,0.474,0.103,0.103,7.0,0.02,0.007,t4,69.325,A,CORROBORATED,False,True,804636.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Quinn Mathews,138,158,5.042,4.5,110.0,draftkings,-118.0,betmgm,0.576,0.557,0.576,0.58,H0,lcb_1sd_8pp,0.468,0.109,0.089,7.0,0.02,0.013,t12,68.867,A,CORROBORATED,True,True,687273.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Walker Buehler,135,109,4.358,3.5,-128.0,fanduel,112.0,draftkings,0.639,0.622,0.639,0.644,H0,lcb_1sd_8pp,0.537,0.102,0.085,6.0,0.017,0.009,t12,82.491,A,CORROBORATED,True,True,621111.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Jack Perkins,133,117,5.366,4.5,-125.0,fanatics,108.0,draftkings,0.632,0.614,0.632,0.627,H0,lcb_1sd_8pp,0.532,0.1,0.082,7.0,0.018,0.008,t12,78.174,A,CORROBORATED,True,True,678022.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Rhett Lowder,113,141,3.943,3.5,110.0,fanduel,-125.0,betonlineag,0.569,0.541,0.569,0.574,H0,lcb_1sd_8pp,0.464,0.105,0.077,7.0,0.028,0.012,t12,66.102,B,CORROBORATED,True,False,695076.0,-,PAPER-CONV,0.0,0.0,0.0,False
Ryan Johnson,108,136,4.688,4.5,117.0,draftkings,-140.0,betmgm,0.521,0.512,0.521,0.521,H0,lcb_1sd_8pp,0.444,0.077,0.068,7.0,0.009,0.006,t12,84.738,A,CORROBORATED,False,False,696270.0,-,,0.0,0.0,0.0,False
Jose Quintana,115,145,3.917,3.5,-108.0,fanduel,-110.0,betmgm,0.568,0.558,0.568,0.571,H0,lcb_1sd_8pp,0.496,0.072,0.062,6.0,0.011,0.007,t12,82.959,A,CORROBORATED,False,False,500779.0,-,,0.0,0.0,0.0,False
Justin Verlander,116,134,4.6,5.5,161.0,betonlineag,-212.0,mybookieag,0.312,0.312,0.314,0.312,H3,raw_8pp,0.366,-0.054,-0.054,2.0,0.02,0.006,t4,60.353,B,CORROBORATED,False,False,434378.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,133,4.228,4.5,112.0,fanduel,-135.0,draftkings,0.424,0.437,0.424,0.425,H0,lcb_1sd_8pp,0.449,-0.025,-0.012,6.0,0.013,0.005,t12,86.003,A,CORROBORATED,False,False,669713.0,-,,0.0,0.0,0.0,False
Griffin Jax,139,143,4.706,4.5,-128.0,fanduel,115.0,betmgm,0.511,0.54,0.511,0.503,H0,lcb_1sd_8pp,0.545,-0.033,-0.004,6.0,0.029,0.014,t12,60.349,B,CORROBORATED,False,False,643377.0,-,,0.0,0.0,0.0,False
Matt Wilkinson,137,119,3.672,3.5,100.0,betmgm,-115.0,draftkings,0.509,0.493,0.509,0.513,H0,lcb_1sd_8pp,0.488,0.021,0.004,5.0,0.016,0.012,t12,71.74,A,CORROBORATED,False,False,683363.0,-,,0.0,0.0,0.0,False
Davis Martin,145,115,4.228,4.5,126.0,fanduel,-144.0,draftkings,0.419,0.429,0.419,0.418,H0,lcb_1sd_8pp,0.429,-0.01,-0.0,7.0,0.024,0.01,t12,76.208,A,CORROBORATED,False,False,663436.0,-,,0.0,0.0,0.0,False
Bailey Ober,142,140,4.537,4.5,105.0,fanatics,-115.0,fanduel,0.494,0.474,0.494,0.489,H0,lcb_1sd_8pp,0.474,0.02,0.0,6.0,0.023,0.018,t12,70.55,A,CORROBORATED,False,False,641927.0,-,,0.0,0.0,0.0,False
Bryce Miller,136,108,5.499,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Casey Mize,135,109,4.033,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Jacob Lopez,133,117,5.358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Connelly Early,120,121,5.191,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Hunter Brown,117,133,5.977,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Brandon Pfaadt,109,135,4.085,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Reid Detmers,108,136,6.521,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Tarik Skubal,119,137,6.801,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Joe Ryan,142,140,5.629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Jacob deGrom,140,142,6.041,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Brent Suter,144,146,3.668,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
