pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Daniel Lynch IV,118,119,1.5,OVER,PAPER-V3.1,-190.0,betmgm,3.819,0.914,0.882,0.611,0.271,1.0,H0,lcb_1sd_8pp,t12,26.85,C,0.032,0.0,0.0,0.0,0.0,663738.0,42.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Jack Perkins,133,139,3.5,OVER,PAPER-V3.1,-152.0,draftkings,5.209,0.788,0.774,0.576,0.198,2.0,H0,lcb_1sd_8pp,t12,65.411,B,0.014,0.007,0.0,0.0,0.0,678022.0,32.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Kyle Leahy,138,143,3.5,OVER,PAPER-V3.1,-160.0,betmgm,5.051,0.759,0.735,0.583,0.152,7.0,H0,lcb_1sd_8pp,t12,76.812,A,0.024,0.006,0.0,0.0,0.0,681517.0,9.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Rhett Lowder,113,145,3.5,OVER,PAPER-CONV,-165.0,fanatics,4.699,0.704,0.691,0.589,0.102,2.0,H0,lcb_1sd_8pp,t12,70.624,A,0.013,0.005,0.0,0.0,0.0,695076.0,43.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Shane Baz,110,142,4.5,OVER,PAPER-V3.1,-125.0,draftkings,5.372,0.629,0.629,0.528,0.101,6.0,H3,raw_8pp,t4,92.501,A,0.014,0.005,0.0,0.0,0.0,669358.0,48.0,Mixed signals,MIXED,7 internal/verified areas checked
Ryan Feltner,115,109,3.5,OVER,PAPER-V3.1,130.0,bovada,3.831,0.546,0.51,0.421,0.089,5.0,H0,lcb_1sd_8pp,t12,61.22,B,0.036,0.012,0.0,0.0,0.0,663372.0,0.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Luis Castillo,145,113,5.5,UNDER,PAPER-V3.1,101.0,draftkings,5.037,0.382,0.429,0.513,-0.084,6.0,H0,lcb_1sd_8pp,t12,49.217,C,0.047,0.012,0.0,0.0,0.0,622491.0,34.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
