pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Randy Dobnak,118,141,3.917,2.5,-120.0,betmgm,104.0,draftkings,0.764,0.745,0.764,0.77,H0,lcb_1sd_8pp,0.528,0.236,0.217,7.0,0.019,0.009,t12,73.224,A,CORROBORATED,False,True,677976.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Grayson Rodriguez,108,114,5.39,4.5,128.0,fanduel,-158.0,draftkings,0.637,0.608,0.637,0.629,H0,lcb_1sd_8pp,0.419,0.218,0.189,6.0,0.029,0.004,t12,77.249,A,CORROBORATED,False,True,680570.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
J.T. Ginn,133,142,4.985,3.5,-155.0,betmgm,120.0,betrivers,0.753,0.739,0.753,0.752,H0,lcb_1sd_8pp,0.571,0.182,0.168,2.0,0.014,0.004,t12,74.478,A,CORROBORATED,False,True,669372.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Troy Melton,116,139,4.961,3.5,-165.0,betmgm,132.0,fanduel,0.73,0.73,0.739,0.73,H3,raw_8pp,0.59,0.14,0.14,4.0,0.037,0.004,t4,63.868,B,CORROBORATED,False,True,675512.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Troy Melton,116,139,4.961,4.5,125.0,draftkings,-160.0,draftkings,0.551,0.551,0.56,0.551,H3,raw_8pp,0.419,0.132,0.132,1.0,0.035,0.0,t4,31.775,C,LOW,False,False,675512.0,-,,0.0,0.0,0.0,True
J.T. Ginn,133,142,4.985,4.5,127.0,draftkings,-162.0,fanduel,0.558,0.542,0.558,0.553,H0,lcb_1sd_8pp,0.416,0.142,0.125,4.0,0.016,0.0,t12,86.582,A,CORROBORATED,False,False,669372.0,-,,0.0,0.0,0.0,True
Matthew Boyd,112,109,4.293,3.5,-120.0,fanduel,101.0,draftkings,0.632,0.606,0.632,0.632,H0,lcb_1sd_8pp,0.517,0.115,0.089,7.0,0.026,0.007,t12,77.688,A,CORROBORATED,True,True,571510.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Robert Stock,121,158,5.092,4.5,105.0,betmgm,-122.0,fanduel,0.575,0.554,0.575,0.581,H0,lcb_1sd_8pp,0.472,0.104,0.082,7.0,0.022,0.009,t12,71.18,A,CORROBORATED,True,True,476594.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Ryan Gusto,146,111,4.351,3.5,-125.0,betmgm,121.0,draftkings,0.643,0.63,0.643,0.644,H0,lcb_1sd_8pp,0.551,0.092,0.078,7.0,0.013,0.017,t12,70.308,A,CORROBORATED,False,False,687473.0,-,,0.0,0.0,0.0,False
Eduardo Rodriguez,109,112,4.791,4.5,132.0,betrivers,-152.0,draftkings,0.537,0.496,0.537,0.545,H0,lcb_1sd_8pp,0.419,0.118,0.077,6.0,0.04,0.009,t12,59.553,B,CORROBORATED,True,False,593958.0,-,PAPER-CONV,0.0,0.0,0.0,False
Dustin May,158,121,4.742,5.5,125.0,betrivers,-150.0,betmgm,0.34,0.366,0.34,0.333,H0,lcb_1sd_8pp,0.43,-0.09,-0.064,3.0,0.026,0.011,t12,62.646,B,CORROBORATED,False,False,669160.0,-,,0.0,0.0,0.0,False
Freddy Peralta,139,116,4.79,4.5,100.0,fanduel,-120.0,draftkings,0.533,0.533,0.535,0.533,H3,raw_8pp,0.475,0.058,0.058,6.0,0.009,0.006,t4,94.713,A,CORROBORATED,False,False,642547.0,-,,0.0,0.0,0.0,False
Sonny Gray,111,146,5.173,5.5,-114.0,betonlineag,-105.0,betmgm,0.415,0.453,0.415,0.408,H0,lcb_1sd_8pp,0.507,-0.092,-0.054,6.0,0.038,0.009,t12,64.014,B,CORROBORATED,False,False,543243.0,-,,0.0,0.0,0.0,False
Landen Roupp,137,113,5.315,5.5,-115.0,betrivers,115.0,betmgm,0.444,0.478,0.444,0.448,H0,lcb_1sd_8pp,0.531,-0.087,-0.053,6.0,0.034,0.02,t12,58.271,B,CORROBORATED,False,False,694738.0,-,,0.0,0.0,0.0,False
Kyle Bradish,110,138,4.901,4.5,-108.0,fanduel,-110.0,betmgm,0.56,0.542,0.56,0.565,H0,lcb_1sd_8pp,0.496,0.064,0.046,7.0,0.018,0.008,t12,82.648,A,CORROBORATED,False,False,680694.0,-,,0.0,0.0,0.0,False
Roki Sasaki,119,144,5.209,4.5,-128.0,fanduel,110.0,draftkings,0.614,0.586,0.614,0.608,H0,lcb_1sd_8pp,0.541,0.073,0.045,5.0,0.028,0.011,t12,65.776,B,CORROBORATED,False,False,808963.0,-,,0.0,0.0,0.0,False
Dustin May,158,121,4.742,4.5,-164.0,betonlineag,130.0,fanduel,0.525,0.546,0.525,0.519,H0,lcb_1sd_8pp,0.588,-0.063,-0.042,3.0,0.021,0.003,t12,79.679,A,CORROBORATED,False,False,669160.0,-,,0.0,0.0,0.0,False
MacKenzie Gore,140,145,5.958,6.5,120.0,betonlineag,-137.0,draftkings,0.385,0.405,0.385,0.388,H0,lcb_1sd_8pp,0.447,-0.062,-0.041,6.0,0.02,0.009,t12,79.528,A,CORROBORATED,False,False,669022.0,-,,0.0,0.0,0.0,False
Randy Vásquez,135,134,3.942,3.5,-102.0,fanduel,-110.0,betmgm,0.557,0.523,0.557,0.561,H0,lcb_1sd_8pp,0.49,0.067,0.034,7.0,0.033,0.013,t12,64.206,B,CORROBORATED,False,False,681190.0,-,,0.0,0.0,0.0,False
