pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Dylan Cease,4.42,5.5,UNDER,-175.0,0.7,0.589,0.111,1,PAPER,0
Ryan Johnson,4.79,5.5,UNDER,-115.0,0.634,0.538,0.097,4,PAPER,0
Sonny Gray,5.28,5.5,UNDER,106.0,0.542,0.46,0.082,3,PAPER,0
Hunter Greene,4.71,5.5,UNDER,-160.0,0.646,0.575,0.07,2,PAPER,0
Shota Imanaga,5.07,5.5,UNDER,-123.0,0.583,0.527,0.056,4,PAPER,0
