pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Jack Perkins,133,118,3.5,OVER,PAPER-V3.1,-127.0,betrivers,5.073,0.761,0.75,0.539,0.211,5.0,H0,lcb_1sd_8pp,t12,75.922,A,0.011,0.012,0.0,0.0,0.0,678022.0,31.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Zack Wheeler,143,146,7.5,UNDER,PAPER-V3.1,-135.0,bovada,6.163,0.276,0.3,0.454,-0.155,6.0,H0,lcb_1sd_8pp,t12,87.145,A,0.024,0.003,0.0,0.0,0.0,554430.0,45.0,Neutral (model-only edge),NEUTRAL,7 internal/verified areas checked
Ryan Feltner,115,119,3.5,OVER,PAPER-V3.1,123.0,betrivers,4.081,0.592,0.569,0.444,0.125,7.0,H0,lcb_1sd_8pp,t12,73.197,A,0.022,0.014,0.0,0.0,0.0,663372.0,31.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Eric Lauer,119,115,3.5,OVER,PAPER-V3.1,-118.0,betrivers,4.398,0.645,0.612,0.518,0.094,5.0,H0,lcb_1sd_8pp,t12,73.071,A,0.033,0.007,0.0,0.0,0.0,641778.0,47.0,Mixed signals,MIXED,7 internal/verified areas checked
Kevin Gausman,112,145,6.5,UNDER,PAPER-CONV,-145.0,fanatics,5.569,0.327,0.354,0.438,-0.084,6.0,H0,lcb_1sd_8pp,t12,76.675,A,0.027,0.007,0.0,0.0,0.0,592332.0,53.0,Mixed signals,MIXED,7 internal/verified areas checked
Merrill Kelly,109,111,3.5,OVER,PAPER-V3.1,-135.0,betonlineag,4.332,0.64,0.63,0.547,0.083,6.0,H0,lcb_1sd_8pp,t12,86.997,A,0.01,0.008,0.0,0.0,0.0,518876.0,32.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
