pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Carmen Mlodzinski,134,121,4.189,3.5,128.0,fanduel,-150.0,betmgm,0.601,0.569,0.601,0.604,H0,lcb_1sd_8pp,0.426,0.175,0.143,7.0,0.032,0.01,t12,53.406,B,CORROBORATED,False,True,669387.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Nathan Eovaldi,140,110,6.262,7.5,105.0,betmgm,-145.0,betmgm,0.293,0.316,0.293,0.287,H0,lcb_1sd_8pp,0.452,-0.158,-0.136,1.0,0.022,0.0,t12,50.26,C,LOW,False,True,543135.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Noah Schultz,145,114,4.46,3.5,-113.0,fanduel,105.0,draftkings,0.668,0.649,0.668,0.662,H0,lcb_1sd_8pp,0.522,0.146,0.127,6.0,0.019,0.018,t12,67.842,B,CORROBORATED,False,True,702273.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Feltner,115,138,4.078,3.5,127.0,draftkings,-140.0,betmgm,0.583,0.561,0.583,0.584,H0,lcb_1sd_8pp,0.44,0.143,0.121,6.0,0.022,0.012,t12,74.245,A,CORROBORATED,False,True,663372.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Payton Tolle,111,133,5.864,6.5,-112.0,betrivers,-104.0,draftkings,0.37,0.407,0.37,0.358,H0,lcb_1sd_8pp,0.507,-0.137,-0.101,6.0,0.036,0.011,t12,55.646,B,CORROBORATED,False,True,801139.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Tyler Mahle,144,147,4.951,5.5,-105.0,betmgm,-113.0,fanduel,0.371,0.393,0.371,0.364,H0,lcb_1sd_8pp,0.493,-0.122,-0.099,7.0,0.022,0.007,t12,83.161,A,CORROBORATED,False,True,641816.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Nathan Eovaldi,140,110,6.262,6.5,-150.0,fanduel,122.0,draftkings,0.458,0.484,0.458,0.45,H0,lcb_1sd_8pp,0.568,-0.11,-0.084,5.0,0.026,0.004,t12,83.325,A,CORROBORATED,False,False,543135.0,-,,0.0,0.0,0.0,True
Merrill Kelly,109,119,4.252,3.5,-130.0,fanduel,108.0,draftkings,0.629,0.605,0.629,0.627,H0,lcb_1sd_8pp,0.538,0.092,0.068,7.0,0.024,0.006,t12,82.547,A,CORROBORATED,False,False,518876.0,-,,0.0,0.0,0.0,False
Parker Messick,114,145,5.391,5.5,-125.0,fanduel,116.0,draftkings,0.453,0.468,0.453,0.45,H0,lcb_1sd_8pp,0.534,-0.081,-0.067,7.0,0.014,0.014,t12,75.46,A,CORROBORATED,False,False,800048.0,-,,0.0,0.0,0.0,False
Robbie Ray,135,117,4.879,5.5,122.0,fanduel,-150.0,draftkings,0.357,0.384,0.357,0.355,H0,lcb_1sd_8pp,0.428,-0.072,-0.044,5.0,0.028,0.004,t12,82.693,A,CORROBORATED,False,False,592662.0,-,,0.0,0.0,0.0,False
Roki Sasaki,119,109,4.853,5.5,120.0,betmgm,-160.0,betmgm,0.356,0.382,0.356,0.348,H0,lcb_1sd_8pp,0.425,-0.068,-0.043,1.0,0.025,0.0,t12,42.301,C,LOW,False,False,808963.0,-,,0.0,0.0,0.0,False
Shane Baz,110,140,4.958,5.5,124.0,fanduel,-137.0,draftkings,0.375,0.4,0.375,0.368,H0,lcb_1sd_8pp,0.441,-0.065,-0.041,7.0,0.025,0.013,t12,70.333,A,CORROBORATED,False,False,669358.0,-,,0.0,0.0,0.0,False
