pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Cade Cavalli,120,113,5.928,6.5,120.0,betmgm,-160.0,betmgm,0.385,0.391,0.385,0.387,H0,lcb_1sd_8pp,0.425,-0.039,-0.034,1.0,0.006,0.0,t12,55.978,B,CORROBORATED,False,False,676917.0,-,,0.0,0.0,0.0,False
Drew Rasmussen,139,136,5.514,5.5,-120.0,betmgm,106.0,draftkings,0.49,0.504,0.49,0.492,H0,lcb_1sd_8pp,0.53,-0.04,-0.026,6.0,0.014,0.012,t12,77.34,A,CORROBORATED,False,False,656876.0,-,,0.0,0.0,0.0,False
Jack Perkins,133,111,4.946,4.5,-110.0,betmgm,105.0,betrivers,0.559,0.541,0.559,0.556,H0,lcb_1sd_8pp,0.524,0.035,0.017,7.0,0.018,0.016,t12,69.486,A,CORROBORATED,False,False,678022.0,-,,0.0,0.0,0.0,False
José Soriano,141,143,4.786,4.5,-106.0,draftkings,-106.0,fanduel,0.526,0.517,0.526,0.525,H0,lcb_1sd_8pp,0.504,0.022,0.013,7.0,0.009,0.011,t12,83.479,A,CORROBORATED,False,False,667755.0,-,,0.0,0.0,0.0,False
Zebby Matthews,142,158,4.839,4.5,-103.0,draftkings,-105.0,betmgm,0.537,0.511,0.537,0.535,H0,lcb_1sd_8pp,0.5,0.036,0.011,6.0,0.025,0.014,t12,63.744,B,CORROBORATED,False,False,805673.0,-,,0.0,0.0,0.0,False
Zack Wheeler,143,141,6.452,5.5,-160.0,fanduel,125.0,betrivers,0.638,0.588,0.638,0.624,H0,lcb_1sd_8pp,0.58,0.059,0.008,3.0,0.051,0.004,t12,54.401,B,CORROBORATED,False,False,554430.0,-,,0.0,0.0,0.0,False
Shane Drohan,158,142,5.521,5.5,115.0,betmgm,-122.0,draftkings,0.49,0.468,0.49,0.485,H0,lcb_1sd_8pp,0.464,0.026,0.004,7.0,0.023,0.015,t12,66.085,B,CORROBORATED,False,False,675660.0,-,,0.0,0.0,0.0,False
Keider Montero,116,137,4.101,3.5,-145.0,draftkings,125.0,betmgm,0.601,0.573,0.601,0.597,H0,lcb_1sd_8pp,0.57,0.03,0.003,5.0,0.027,0.009,t12,72.075,A,CORROBORATED,False,False,672456.0,-,,0.0,0.0,0.0,False
Roki Sasaki,119,109,4.853,4.5,-148.0,fanduel,126.0,draftkings,0.544,0.57,0.544,0.534,H0,lcb_1sd_8pp,0.57,-0.026,-0.0,5.0,0.03,0.007,t12,68.599,A,CORROBORATED,False,False,808963.0,-,,0.0,0.0,0.0,False
Robbie Ray,135,117,4.879,4.5,-155.0,betmgm,115.0,betmgm,0.551,0.567,0.551,0.55,H0,lcb_1sd_8pp,0.567,-0.016,-0.0,1.0,0.027,0.0,t12,47.696,C,LOW,False,False,592662.0,-,,0.0,0.0,0.0,False
Kyle Leahy,138,115,4.731,4.5,-111.0,fanduel,101.0,draftkings,0.521,0.508,0.521,0.531,H0,lcb_1sd_8pp,0.508,0.013,0.0,7.0,0.039,0.011,t12,54.27,B,CORROBORATED,False,False,681517.0,-,,0.0,0.0,0.0,False
Cade Cavalli,120,113,5.928,5.5,-139.0,draftkings,115.0,bovada,0.557,0.556,0.557,0.562,H0,lcb_1sd_8pp,0.556,0.0,0.0,4.0,0.019,0.006,t12,78.387,A,CORROBORATED,False,False,676917.0,-,,0.0,0.0,0.0,False
Ronel Blanco,117,135,4.787,4.5,-113.0,fanduel,-105.0,betmgm,0.532,0.506,0.532,0.525,H0,lcb_1sd_8pp,0.506,0.026,0.0,5.0,0.033,0.008,t12,66.553,B,CORROBORATED,False,False,669854.0,-,,0.0,0.0,0.0,False
Logan Gilbert,136,139,6.264,6.5,124.0,draftkings,-159.0,draftkings,0.446,0.421,0.446,0.432,H0,lcb_1sd_8pp,0.421,0.025,0.0,1.0,0.051,0.0,t12,27.258,C,LOW,False,False,669302.0,-,,0.0,0.0,0.0,False
Logan Gilbert,136,139,6.264,5.5,-140.0,betmgm,125.0,betrivers,0.611,0.566,0.611,0.6,H0,lcb_1sd_8pp,0.566,0.045,0.0,6.0,0.047,0.013,t12,52.722,B,CORROBORATED,False,False,669302.0,-,,0.0,0.0,0.0,False
Zack Wheeler,143,141,6.452,6.5,124.0,draftkings,-149.0,betonlineag,0.469,0.428,0.469,0.455,H0,lcb_1sd_8pp,0.428,0.041,0.0,3.0,0.045,0.007,t12,52.4,B,CORROBORATED,False,False,554430.0,-,,0.0,0.0,0.0,False
Max Fried,147,144,5.215,5.5,108.0,betrivers,-125.0,betmgm,0.435,0.466,0.435,0.424,H0,lcb_1sd_8pp,0.466,-0.031,-0.0,6.0,0.045,0.009,t12,56.881,B,CORROBORATED,False,False,608331.0,-,,0.0,0.0,0.0,False
Walker Buehler,135,109,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Daniel Lynch IV,118,112,4.115,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
