pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
MacKenzie Gore,140,137,5.803,6.5,-101.0,draftkings,-110.0,betmgm,0.375,0.424,0.375,0.374,H0,lcb_1sd_8pp,0.49,-0.114,-0.066,7.0,0.049,0.012,t12,51.918,C,LOW,False,False,669022.0,-,,0.0,0.0,0.0,False
MacKenzie Gore,140,137,5.803,5.5,-220.0,betrivers,160.0,betrivers,0.538,0.577,0.538,0.534,H0,lcb_1sd_8pp,0.641,-0.103,-0.065,1.0,0.039,0.0,t12,35.12,C,LOW,False,False,669022.0,-,,0.0,0.0,0.0,False
Zack Littell,120,143,3.703,3.5,130.0,fanduel,-160.0,fanatics,0.515,0.477,0.515,0.518,H0,lcb_1sd_8pp,0.417,0.098,0.06,7.0,0.038,0.006,t12,64.929,B,CORROBORATED,False,False,641793.0,-,,0.0,0.0,0.0,False
Patrick Sandoval,111,145,5.145,5.5,-105.0,betmgm,-106.0,draftkings,0.41,0.445,0.41,0.4,H0,lcb_1sd_8pp,0.498,-0.088,-0.053,6.0,0.035,0.011,t12,61.659,B,CORROBORATED,False,False,663776.0,-,,0.0,0.0,0.0,False
MacKenzie Gore,140,137,5.803,7.5,195.0,betrivers,-275.0,betrivers,0.234,0.266,0.234,0.232,H0,lcb_1sd_8pp,0.316,-0.082,-0.05,1.0,0.032,0.0,t12,42.402,C,LOW,False,False,669022.0,-,,0.0,0.0,0.0,False
Trey Yesavage,141,117,5.199,5.5,-106.0,draftkings,-105.0,betmgm,0.435,0.45,0.435,0.433,H0,lcb_1sd_8pp,0.496,-0.062,-0.046,7.0,0.015,0.011,t12,74.608,A,CORROBORATED,False,False,702056.0,-,,0.0,0.0,0.0,False
Emerson Hancock,136,116,4.556,4.5,-143.0,betrivers,124.0,draftkings,0.484,0.521,0.484,0.478,H0,lcb_1sd_8pp,0.565,-0.081,-0.044,4.0,0.037,0.012,t12,53.974,B,CORROBORATED,False,False,676106.0,-,,0.0,0.0,0.0,False
Grayson Rodriguez,108,110,4.862,5.5,125.0,betrivers,-149.0,betonlineag,0.357,0.391,0.357,0.347,H0,lcb_1sd_8pp,0.428,-0.072,-0.037,6.0,0.035,0.009,t12,60.44,B,CORROBORATED,False,False,680570.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,141,4.299,3.5,-159.0,betonlineag,132.0,fanduel,0.642,0.616,0.642,0.637,H0,lcb_1sd_8pp,0.585,0.057,0.031,5.0,0.026,0.006,t12,71.047,A,CORROBORATED,False,False,669713.0,-,,0.0,0.0,0.0,False
J.T. Ginn,133,113,4.963,5.5,122.0,draftkings,-156.0,draftkings,0.377,0.396,0.377,0.371,H0,lcb_1sd_8pp,0.425,-0.048,-0.029,3.0,0.019,0.0,t12,79.403,A,CORROBORATED,False,False,669372.0,-,,0.0,0.0,0.0,False
Sean Manaea,121,114,5.033,4.5,-118.0,draftkings,105.0,bovada,0.576,0.558,0.576,0.574,H0,lcb_1sd_8pp,0.53,0.046,0.028,6.0,0.018,0.011,t12,79.526,A,CORROBORATED,False,False,640455.0,-,,0.0,0.0,0.0,False
Joe Ryan,142,118,5.477,5.5,-127.0,betrivers,115.0,betmgm,0.479,0.514,0.479,0.476,H0,lcb_1sd_8pp,0.542,-0.063,-0.028,6.0,0.035,0.015,t12,60.739,B,CORROBORATED,False,False,657746.0,-,,0.0,0.0,0.0,False
Davis Martin,145,111,4.736,4.5,110.0,fanatics,-125.0,fanduel,0.517,0.484,0.517,0.506,H0,lcb_1sd_8pp,0.461,0.056,0.024,7.0,0.033,0.012,t12,64.477,B,CORROBORATED,False,False,663436.0,-,,0.0,0.0,0.0,False
Eduardo Rodriguez,109,135,4.278,3.5,-155.0,draftkings,125.0,fanatics,0.616,0.589,0.616,0.624,H0,lcb_1sd_8pp,0.579,0.037,0.01,2.0,0.026,0.005,t12,65.484,B,CORROBORATED,False,False,593958.0,-,,0.0,0.0,0.0,False
Hunter Dobbins,138,147,4.246,3.5,-156.0,fanduel,126.0,draftkings,0.62,0.589,0.62,0.61,H0,lcb_1sd_8pp,0.58,0.041,0.009,6.0,0.031,0.003,t12,73.147,A,CORROBORATED,False,False,690928.0,-,,0.0,0.0,0.0,False
J.T. Ginn,133,113,4.963,4.5,-156.0,betonlineag,132.0,fanduel,0.563,0.576,0.563,0.559,H0,lcb_1sd_8pp,0.582,-0.019,-0.007,4.0,0.013,0.01,t12,74.3,A,CORROBORATED,False,False,669372.0,-,,0.0,0.0,0.0,False
Grayson Rodriguez,108,110,4.862,4.5,-163.0,draftkings,128.0,draftkings,0.542,0.584,0.542,0.529,H0,lcb_1sd_8pp,0.586,-0.043,-0.001,1.0,0.042,0.0,t12,25.53,C,LOW,False,False,680570.0,-,,0.0,0.0,0.0,False
Logan Henderson,158,134,6.355,6.5,110.0,fanduel,-120.0,betmgm,0.464,0.467,0.464,0.446,H0,lcb_1sd_8pp,0.467,-0.003,-0.0,5.0,0.062,0.017,t12,39.276,C,LOW,False,False,701656.0,-,,0.0,0.0,0.0,False
Freddy Peralta,139,115,5.173,5.5,134.0,betonlineag,-150.0,betmgm,0.421,0.423,0.421,0.419,H0,lcb_1sd_8pp,0.423,-0.002,-0.0,5.0,0.024,0.014,t12,72.278,A,CORROBORATED,False,False,642547.0,-,,0.0,0.0,0.0,False
Joey Cantillo,114,121,5.737,5.5,-120.0,fanatics,-103.0,draftkings,0.52,0.516,0.52,0.514,H0,lcb_1sd_8pp,0.516,0.004,0.0,7.0,0.019,0.005,t12,86.389,A,CORROBORATED,False,False,676282.0,-,,0.0,0.0,0.0,False
Ryan Weathers,147,138,5.556,5.5,105.0,betmgm,-116.0,draftkings,0.492,0.482,0.492,0.487,H0,lcb_1sd_8pp,0.482,0.01,0.0,7.0,0.019,0.012,t12,74.941,A,CORROBORATED,False,False,677960.0,-,,0.0,0.0,0.0,False
Eduardo Rodriguez,109,135,4.278,4.5,152.0,betonlineag,-160.0,betmgm,0.434,0.407,0.434,0.446,H0,lcb_1sd_8pp,0.407,0.028,0.0,5.0,0.036,0.019,t12,56.421,B,CORROBORATED,False,False,593958.0,-,,0.0,0.0,0.0,False
Hayden Wesneski,117,141,4.299,4.5,120.0,betmgm,-160.0,betmgm,0.444,0.425,0.444,0.433,H0,lcb_1sd_8pp,0.425,0.019,0.0,1.0,0.047,0.0,t12,20.588,C,LOW,False,False,669713.0,-,,0.0,0.0,0.0,False
Grant Holmes,144,146,4.599,4.5,100.0,fanduel,100.0,betmgm,0.5,0.492,0.5,0.498,H0,lcb_1sd_8pp,0.492,0.008,0.0,7.0,0.016,0.022,t12,74.499,A,CORROBORATED,False,False,656550.0,-,,0.0,0.0,0.0,False
Michael King,135,109,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Justin Wrobleski,119,112,4.945,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Ian Seymour,139,115,5.051,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Shane Bieber,141,117,4.664,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Matthew Boyd,112,119,4.843,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Brandon Pfaadt,109,135,4.169,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Cal Quantrill,140,137,3.822,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Logan Webb,137,140,5.113,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Cristian Javier,117,141,4.218,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
