pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Cade Cavalli,4.99,6.5,UNDER,-140.0,0.746,0.538,0.207,1,PAPER,0
Seth Lugo,5.23,6.5,UNDER,-155.0,0.708,0.568,0.14,2,PAPER,0
Dean Kremer,5.11,5.5,UNDER,110.0,0.585,0.449,0.136,2,PAPER,0
Merrill Kelly,5.76,6.5,UNDER,-121.0,0.622,0.511,0.112,2,PAPER,0
Griffin Jax,4.8,5.5,UNDER,-165.0,0.632,0.572,0.06,1,PAPER,0
Michael King,5.05,5.5,UNDER,-140.0,0.592,0.538,0.054,1,PAPER,0
Reid Detmers,4.89,5.5,UNDER,-160.0,0.617,0.576,0.041,2,PAPER,0
