pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Miles Mikolas,120,144,2.5,OVER,PAPER-V3.1,100.0,fanduel,3.716,0.732,0.732,0.482,0.25,7.0,H3,raw_8pp,t4,82.246,A,0.007,0.01,0.0,0.0,0.0,571945.0,37.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Cristopher Sánchez,143,110,6.5,UNDER,PAPER-V3.1,120.0,betrivers,5.921,0.371,0.371,0.569,-0.198,3.0,H3,raw_8pp,t4,72.954,A,0.027,0.004,0.0,0.0,0.0,650911.0,30.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Reynaldo López,144,120,3.5,OVER,PAPER-V3.1,-160.0,betmgm,5.162,0.764,0.764,0.575,0.189,1.0,H3,raw_8pp,t4,46.262,B,0.021,0.0,0.0,0.0,0.0,625643.0,47.0,Mixed signals,MIXED,7 internal/verified areas checked
Jacob deGrom,140,117,6.5,UNDER,PAPER-V3.1,-112.0,draftkings,5.796,0.354,0.354,0.487,-0.133,7.0,H3,raw_8pp,t4,80.591,A,0.024,0.01,0.0,0.0,0.0,594798.0,45.0,Neutral (model-only edge),NEUTRAL,7 internal/verified areas checked
Braxton Ashcraft,134,113,6.5,UNDER,PAPER-V3.1,-108.0,draftkings,5.981,0.385,0.385,0.501,-0.116,7.0,H3,raw_8pp,t4,65.268,A,0.034,0.009,0.0,0.0,0.0,677952.0,27.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Ronel Blanco,117,140,4.5,OVER,PAPER-V3.1,-155.0,betmgm,5.62,0.671,0.671,0.572,0.1,2.0,H3,raw_8pp,t4,72.109,A,0.018,0.005,0.0,0.0,0.0,669854.0,80.0,Strong qualitative confirmation,SUPPORT,7 internal/verified areas checked
Max Fried,147,112,5.5,UNDER,PAPER-V3.1,-172.0,fanduel,4.673,0.316,0.316,0.401,-0.085,2.0,H3,raw_8pp,t4,72.516,A,0.024,0.002,0.0,0.0,0.0,608331.0,51.0,Mixed signals,MIXED,7 internal/verified areas checked
