pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Reid Detmers,108,143,6.5,UNDER,PAPER-V3.1,-117.0,betrivers,5.707,0.336,0.349,0.478,-0.129,7.0,H0,lcb_1sd_8pp,t12,80.568,A,0.013,0.011,0.0,0.0,0.0,672282.0,47.0,Mixed signals,MIXED,7 internal/verified areas checked
Tomoyuki Sugano,115,144,2.5,OVER,PAPER-V3.1,-186.0,fanduel,3.842,0.753,0.738,0.615,0.124,2.0,H0,lcb_1sd_8pp,t12,81.16,A,0.014,0.001,0.0,0.0,0.0,608372.0,57.0,Mixed signals,MIXED,7 internal/verified areas checked
Jackson Kent,120,146,3.5,OVER,PAPER-V3.1,-150.0,draftkings,4.995,0.739,0.701,0.584,0.117,5.0,H0,lcb_1sd_8pp,t12,55.551,B,0.037,0.01,0.0,0.0,0.0,800600.0,50.0,Neutral (model-only edge),NEUTRAL,4 internal/verified areas checked
Rhett Lowder,113,112,3.5,OVER,PAPER-V3.1,-146.0,fanduel,4.613,0.689,0.66,0.564,0.095,6.0,H0,lcb_1sd_8pp,t12,74.256,A,0.029,0.005,0.0,0.0,0.0,695076.0,26.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Casey Mize,135,139,3.5,OVER,PAPER-CONV,-124.0,draftkings,4.311,0.643,0.623,0.53,0.093,6.0,H0,lcb_1sd_8pp,t12,83.607,A,0.02,0.007,0.0,0.0,0.0,663554.0,7.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Michael Wacha,118,114,3.5,OVER,PAPER-V3.1,-150.0,fanduel,4.431,0.658,0.651,0.565,0.086,2.0,H0,lcb_1sd_8pp,t12,79.809,A,0.007,0.002,0.0,0.0,0.0,608379.0,44.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
