pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Javier Assad,112,138,2.5,OVER,PAPER-V3.1,-150.0,fanduel,3.797,0.743,0.728,0.566,0.162,6.0,H0,lcb_1sd_8pp,t12,87.689,A,0.015,0.006,0.0,0.0,0.0,665871.0,13.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Ryan Weathers,147,145,6.5,UNDER,PAPER-V3.1,-137.0,draftkings,5.391,0.294,0.307,0.455,-0.148,3.0,H0,lcb_1sd_8pp,t12,84.592,A,0.013,0.001,0.0,0.0,0.0,677960.0,59.0,Moderate qualitative confirmation,SUPPORT,7 internal/verified areas checked
JP Sears,135,137,3.5,OVER,PAPER-V3.1,102.0,betrivers,4.348,0.648,0.625,0.488,0.137,6.0,H0,lcb_1sd_8pp,t12,70.602,A,0.022,0.016,0.0,0.0,0.0,676664.0,29.0,Qualitative concerns,CONCERN,6 internal/verified areas checked
Sean Burke,145,147,7.5,UNDER,PAPER-V3.1,-125.0,draftkings,6.448,0.313,0.324,0.458,-0.134,7.0,H0,lcb_1sd_8pp,t12,74.364,A,0.012,0.019,0.0,0.0,0.0,680732.0,14.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Bailey Ober,142,118,3.5,OVER,PAPER-V3.1,-159.0,draftkings,4.634,0.688,0.688,0.58,0.108,6.0,H3,raw_8pp,t4,82.448,A,0.03,0.003,0.0,0.0,0.0,641927.0,39.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
