pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Chris Sale,144,135,7.5,UNDER,PAPER-V3.1,-140.0,draftkings,6.216,0.28,0.28,0.441,-0.162,5.0,H3,raw_8pp,t4,81.825,A,0.028,0.006,0.0,0.0,0.0,519242.0,66.0,Moderate qualitative confirmation,SUPPORT,6 internal/verified areas checked
Shane Bieber,141,139,4.5,OVER,PAPER-V3.1,132.0,betonlineag,4.991,0.563,0.546,0.423,0.123,7.0,H0,lcb_1sd_8pp,t12,71.481,A,0.017,0.01,0.0,0.0,0.0,669456.0,18.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Brandon Pfaadt,109,138,3.5,OVER,PAPER-V3.1,106.0,fanduel,4.177,0.611,0.579,0.466,0.112,5.0,H0,lcb_1sd_8pp,t12,67.895,B,0.032,0.011,0.0,0.0,0.0,694297.0,29.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Gavin Williams,114,142,6.5,UNDER,PAPER-V3.1,105.0,betmgm,6.212,0.427,0.427,0.528,-0.101,6.0,H3,raw_8pp,t4,63.515,B,0.041,0.008,0.0,0.0,0.0,668909.0,41.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
