pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Dylan Cease,141,111,6.446,7.5,100.0,betmgm,-104.0,fanduel,0.312,0.341,0.312,0.316,H0,lcb_1sd_8pp,0.501,-0.189,-0.16,6.0,0.029,0.018,t12,65.269,B,CORROBORATED,False,True,656302.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Robbie Ray,137,108,4.887,5.5,-125.0,betmgm,110.0,fanatics,0.365,0.392,0.365,0.366,H0,lcb_1sd_8pp,0.538,-0.174,-0.147,7.0,0.027,0.01,t12,72.681,A,CORROBORATED,False,True,592662.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Robert Gasser,158,115,4.505,5.5,115.0,betmgm,-128.0,draftkings,0.297,0.307,0.297,0.298,H0,lcb_1sd_8pp,0.451,-0.153,-0.144,5.0,0.009,0.012,t12,75.898,A,CORROBORATED,False,True,688107.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
JP Sears,135,146,4.396,3.5,-104.0,fanduel,-112.0,draftkings,0.653,0.621,0.653,0.643,H0,lcb_1sd_8pp,0.491,0.161,0.129,6.0,0.032,0.009,t12,68.122,B,CORROBORATED,False,True,676664.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Brandon Young,110,144,5.007,4.5,120.0,fanatics,-135.0,draftkings,0.577,0.565,0.577,0.578,H0,lcb_1sd_8pp,0.44,0.136,0.125,6.0,0.011,0.011,t12,76.707,A,CORROBORATED,False,True,687064.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Johnson,108,137,4.497,3.5,-123.0,draftkings,110.0,betmgm,0.67,0.646,0.67,0.664,H0,lcb_1sd_8pp,0.532,0.139,0.114,6.0,0.025,0.014,t12,64.008,B,CORROBORATED,False,True,696270.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Hunter Brown,117,145,5.136,5.5,-130.0,betmgm,110.0,fanduel,0.413,0.443,0.413,0.42,H0,lcb_1sd_8pp,0.544,-0.13,-0.101,5.0,0.03,0.01,t12,66.868,B,CORROBORATED,False,True,686613.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Weathers,147,143,5.409,6.5,128.0,fanduel,-156.0,draftkings,0.292,0.32,0.292,0.284,H0,lcb_1sd_8pp,0.418,-0.127,-0.098,5.0,0.028,0.004,t12,80.402,A,CORROBORATED,False,True,677960.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Nick Martinez,139,114,3.912,3.5,121.0,draftkings,-141.0,betrivers,0.559,0.531,0.559,0.568,H0,lcb_1sd_8pp,0.442,0.118,0.09,7.0,0.028,0.008,t12,73.429,A,CORROBORATED,True,True,607259.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Sonny Gray,111,141,5.488,4.5,-115.0,betmgm,108.0,draftkings,0.655,0.616,0.655,0.644,H0,lcb_1sd_8pp,0.527,0.128,0.089,7.0,0.039,0.013,t12,58.736,B,CORROBORATED,False,True,543243.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Bryan Woo,136,140,5.545,6.5,125.0,draftkings,-160.0,draftkings,0.318,0.348,0.318,0.316,H0,lcb_1sd_8pp,0.419,-0.101,-0.072,1.0,0.03,0.0,t12,44.26,C,LOW,False,False,693433.0,-,,0.0,0.0,0.0,False
Ryan Weathers,147,143,5.409,5.5,-160.0,fanatics,120.0,fanatics,0.468,0.51,0.468,0.455,H0,lcb_1sd_8pp,0.575,-0.108,-0.066,1.0,0.042,0.0,t12,30.212,C,LOW,False,False,677960.0,-,,0.0,0.0,0.0,False
Casey Mize,116,118,5.318,5.5,-102.0,fanduel,-113.0,draftkings,0.428,0.428,0.441,0.428,H3,raw_8pp,0.483,-0.054,-0.054,6.0,0.046,0.009,t4,61.558,B,CORROBORATED,False,False,663554.0,-,,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,121,6.063,6.5,102.0,fanduel,-129.0,draftkings,0.406,0.423,0.406,0.404,H0,lcb_1sd_8pp,0.469,-0.062,-0.045,4.0,0.017,0.001,t12,83.625,A,CORROBORATED,False,False,808967.0,-,,0.0,0.0,0.0,False
Bryce Elder,144,110,4.466,4.5,-135.0,bovada,112.0,draftkings,0.472,0.507,0.472,0.469,H0,lcb_1sd_8pp,0.549,-0.077,-0.042,5.0,0.035,0.007,t12,69.867,A,CORROBORATED,False,False,693821.0,-,,0.0,0.0,0.0,False
