pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Bryan Woo,136,140,5.545,5.5,-135.0,betonlineag,112.0,fanduel,0.493,0.507,0.493,0.491,H0,lcb_1sd_8pp,0.548,-0.056,-0.041,4.0,0.014,0.006,t12,83.927,A,CORROBORATED,False,False,693433.0,-,,0.0,0.0,0.0,False
Tanner Bibee,114,139,4.417,3.5,-168.0,draftkings,132.0,draftkings,0.656,0.634,0.656,0.654,H0,lcb_1sd_8pp,0.593,0.063,0.041,1.0,0.022,0.0,t12,52.169,C,LOW,False,False,676440.0,-,,0.0,0.0,0.0,False
Eury Pérez,146,135,6.253,5.5,-139.0,betrivers,121.0,draftkings,0.601,0.586,0.601,0.598,H0,lcb_1sd_8pp,0.553,0.048,0.033,7.0,0.015,0.01,t12,80.056,A,CORROBORATED,False,False,691587.0,-,,0.0,0.0,0.0,False
Michael Wacha,118,116,5.028,5.5,125.0,fanatics,-155.0,draftkings,0.391,0.391,0.391,0.391,H3,raw_8pp,0.422,-0.031,-0.031,5.0,0.01,0.004,t4,93.953,A,CORROBORATED,False,False,608379.0,-,,0.0,0.0,0.0,False
Shota Imanaga,112,134,5.347,5.5,-109.0,betrivers,100.0,draftkings,0.453,0.476,0.453,0.454,H0,lcb_1sd_8pp,0.505,-0.051,-0.028,7.0,0.023,0.012,t12,75.176,A,CORROBORATED,False,False,684007.0,-,,0.0,0.0,0.0,False
Tanner Bibee,114,139,4.417,4.5,130.0,fanduel,-155.0,betmgm,0.454,0.439,0.454,0.452,H0,lcb_1sd_8pp,0.416,0.038,0.023,5.0,0.015,0.01,t12,83.615,A,CORROBORATED,False,False,676440.0,-,,0.0,0.0,0.0,False
Nolan McLean,121,119,6.523,6.5,128.0,betonlineag,-134.0,draftkings,0.487,0.456,0.487,0.478,H0,lcb_1sd_8pp,0.443,0.045,0.013,6.0,0.031,0.016,t12,60.524,B,CORROBORATED,False,False,690997.0,-,,0.0,0.0,0.0,False
Michael Wacha,118,116,5.028,4.5,-150.0,betmgm,125.0,betonlineag,0.575,0.575,0.577,0.575,H3,raw_8pp,0.57,0.005,0.005,2.0,0.01,0.013,t4,66.145,A,CORROBORATED,False,False,608379.0,-,,0.0,0.0,0.0,False
Sean Burke,145,117,5.554,5.5,110.0,fanatics,-127.0,draftkings,0.487,0.462,0.487,0.483,H0,lcb_1sd_8pp,0.457,0.03,0.005,6.0,0.025,0.01,t12,69.575,A,CORROBORATED,False,False,680732.0,-,,0.0,0.0,0.0,False
Paul Skenes,134,112,6.956,6.5,-130.0,betonlineag,115.0,bovada,0.547,0.551,0.547,0.539,H0,lcb_1sd_8pp,0.551,-0.003,-0.0,6.0,0.042,0.013,t12,54.318,B,CORROBORATED,False,False,694973.0,-,,0.0,0.0,0.0,False
Andre Pallante,138,113,4.226,4.5,118.0,fanduel,-147.0,betonlineag,0.429,0.438,0.429,0.427,H0,lcb_1sd_8pp,0.438,-0.009,-0.0,6.0,0.032,0.003,t12,79.914,A,CORROBORATED,False,False,669467.0,-,,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,121,6.063,5.5,-155.0,betmgm,115.0,betmgm,0.579,0.567,0.579,0.578,H0,lcb_1sd_8pp,0.567,0.012,0.0,1.0,0.013,0.0,t12,51.902,C,LOW,False,False,808967.0,-,,0.0,0.0,0.0,False
Nathan Eovaldi,140,136,6.023,6.5,115.0,fanatics,-135.0,draftkings,0.406,0.45,0.406,0.388,H0,lcb_1sd_8pp,0.45,-0.044,-0.0,6.0,0.059,0.011,t12,49.887,C,LOW,False,False,543135.0,-,,0.0,0.0,0.0,False
Hunter Greene,113,138,6.269,6.5,110.0,betmgm,-123.0,draftkings,0.442,0.464,0.442,0.428,H0,lcb_1sd_8pp,0.464,-0.022,-0.0,5.0,0.056,0.012,t12,50.63,C,LOW,False,False,668881.0,-,,0.0,0.0,0.0,False
Ryan Feltner,115,158,4.26,4.5,128.0,draftkings,-158.0,fanduel,0.434,0.418,0.434,0.427,H0,lcb_1sd_8pp,0.418,0.016,0.0,6.0,0.028,0.004,t12,80.736,A,CORROBORATED,False,False,663372.0,-,,0.0,0.0,0.0,False
Dustin May,138,113,4.967,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Zebby Matthews,142,133,4.931,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
MacKenzie Gore,140,136,5.681,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Grayson Rodriguez,108,137,4.646,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Rhett Lowder,113,138,4.224,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Bryce Miller,136,140,5.109,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Jacob Lopez,133,142,4.562,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Mason Barnett,133,142,4.113,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
