pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Emmet Sheehan,119,121,5.41,5.5,-120.0,betmgm,110.0,draftkings,0.462,0.462,0.465,0.462,H3,raw_8pp,0.532,-0.069,-0.069,6.0,0.013,0.012,t4,83.25,A,CORROBORATED,False,False,686218.0,-,,0.0,0.0,0.0,False
Braxton Ashcraft,134,112,6.308,5.5,-115.0,betmgm,111.0,draftkings,0.597,0.597,0.618,0.597,H3,raw_8pp,0.533,0.065,0.065,7.0,0.067,0.015,t4,40.777,C,LOW,False,False,677952.0,-,,0.0,0.0,0.0,False
Ronel Blanco,117,145,5.296,4.5,-140.0,betmgm,105.0,betmgm,0.62,0.609,0.62,0.621,H0,lcb_1sd_8pp,0.545,0.076,0.064,1.0,0.011,0.0,t12,50.967,C,LOW,False,False,669854.0,-,,0.0,0.0,0.0,False
Jeffrey Springs,133,142,4.382,3.5,-158.0,fanduel,125.0,betonlineag,0.649,0.643,0.649,0.648,H0,lcb_1sd_8pp,0.579,0.07,0.064,5.0,0.007,0.004,t12,96.415,A,CORROBORATED,False,False,605488.0,-,,0.0,0.0,0.0,False
Walker Buehler,135,146,4.479,4.5,132.0,draftkings,-170.0,draftkings,0.468,0.468,0.472,0.468,H3,raw_8pp,0.406,0.062,0.062,1.0,0.028,0.0,t4,44.565,C,LOW,False,False,621111.0,-,,0.0,0.0,0.0,False
Parker Messick,114,139,5.14,4.5,-115.0,betmgm,106.0,fanduel,0.589,0.589,0.597,0.589,H3,raw_8pp,0.53,0.058,0.058,6.0,0.04,0.016,t4,52.821,B,CORROBORATED,False,False,800048.0,-,,0.0,0.0,0.0,False
Jeffrey Springs,133,142,4.382,4.5,133.0,draftkings,-171.0,draftkings,0.468,0.458,0.468,0.466,H0,lcb_1sd_8pp,0.405,0.063,0.053,1.0,0.01,0.0,t12,59.12,B,CORROBORATED,False,False,605488.0,-,,0.0,0.0,0.0,False
Will Warren,147,143,4.663,4.5,130.0,betmgm,-140.0,fanduel,0.507,0.486,0.507,0.503,H0,lcb_1sd_8pp,0.435,0.072,0.051,5.0,0.021,0.016,t12,73.059,A,CORROBORATED,False,False,701542.0,-,,0.0,0.0,0.0,False
Shane Baz,110,144,5.517,5.5,123.0,betrivers,-140.0,betmgm,0.482,0.482,0.483,0.482,H3,raw_8pp,0.435,0.048,0.048,6.0,0.01,0.013,t4,82.119,A,CORROBORATED,False,False,669358.0,-,,0.0,0.0,0.0,False
José Soriano,108,137,5.24,5.5,150.0,betmgm,-200.0,betmgm,0.436,0.416,0.436,0.431,H0,lcb_1sd_8pp,0.375,0.061,0.041,1.0,0.019,0.0,t12,53.122,B,CORROBORATED,False,False,667755.0,-,,0.0,0.0,0.0,False
Drew Rasmussen,139,114,5.211,4.5,-155.0,betmgm,115.0,betmgm,0.607,0.607,0.61,0.607,H3,raw_8pp,0.567,0.041,0.041,1.0,0.017,0.0,t4,51.623,B,CORROBORATED,False,False,656876.0,-,,0.0,0.0,0.0,False
José Soriano,108,137,5.24,4.5,-135.0,draftkings,120.0,fanduel,0.614,0.601,0.614,0.613,H0,lcb_1sd_8pp,0.562,0.052,0.038,5.0,0.013,0.012,t12,81.46,A,CORROBORATED,False,False,667755.0,-,,0.0,0.0,0.0,False
Reynaldo López,144,110,4.799,4.5,-159.0,betrivers,126.0,fanduel,0.547,0.547,0.543,0.547,H3,raw_8pp,0.581,-0.034,-0.034,4.0,0.014,0.005,t4,82.368,A,CORROBORATED,False,False,625643.0,-,,0.0,0.0,0.0,False
Jameson Taillon,112,134,4.544,4.5,-105.0,betmgm,102.0,draftkings,0.477,0.477,0.484,0.477,H3,raw_8pp,0.506,-0.029,-0.029,6.0,0.033,0.016,t4,61.191,B,CORROBORATED,False,False,592791.0,-,,0.0,0.0,0.0,False
Framber Valdez,116,118,4.766,4.5,-135.0,betmgm,123.0,draftkings,0.537,0.537,0.535,0.537,H3,raw_8pp,0.558,-0.022,-0.022,7.0,0.013,0.012,t4,80.243,A,CORROBORATED,False,False,664285.0,-,,0.0,0.0,0.0,False
Drew Rasmussen,139,114,5.211,5.5,118.0,fanduel,-150.0,fanduel,0.42,0.42,0.429,0.42,H3,raw_8pp,0.435,-0.014,-0.014,6.0,0.034,0.002,t4,76.63,A,CORROBORATED,False,False,656876.0,-,,0.0,0.0,0.0,False
Kevin Gausman,141,111,5.23,5.5,116.0,fanduel,-134.0,draftkings,0.434,0.434,0.441,0.434,H3,raw_8pp,0.448,-0.014,-0.014,7.0,0.024,0.011,t4,76.679,A,CORROBORATED,False,False,592332.0,-,,0.0,0.0,0.0,False
Jacob deGrom,140,136,6.712,7.5,128.0,fanduel,-140.0,betmgm,0.361,0.432,0.361,0.341,H0,lcb_1sd_8pp,0.433,-0.072,-0.002,5.0,0.07,0.016,t12,46.832,C,LOW,False,False,594798.0,-,,0.0,0.0,0.0,False
Kyle Leahy,138,113,4.431,4.5,102.0,fanduel,-117.0,draftkings,0.465,0.477,0.465,0.461,H0,lcb_1sd_8pp,0.478,-0.014,-0.001,5.0,0.012,0.011,t12,77.121,A,CORROBORATED,False,False,681517.0,-,,0.0,0.0,0.0,False
Freddy Peralta,121,119,5.426,5.5,110.0,fanatics,-126.0,draftkings,0.46,0.46,0.472,0.46,H3,raw_8pp,0.459,0.001,0.001,7.0,0.037,0.009,t4,69.864,A,CORROBORATED,False,False,642547.0,-,,0.0,0.0,0.0,False
Ronel Blanco,117,145,5.296,5.5,126.0,fanduel,-147.0,draftkings,0.446,0.429,0.446,0.444,H0,lcb_1sd_8pp,0.429,0.017,0.0,5.0,0.017,0.01,t12,73.593,A,CORROBORATED,False,False,669854.0,-,,0.0,0.0,0.0,False
Kyle Freeland,115,158,4.434,4.5,120.0,betmgm,-129.0,draftkings,0.464,0.452,0.464,0.46,H0,lcb_1sd_8pp,0.452,0.013,0.0,7.0,0.023,0.016,t12,69.725,A,CORROBORATED,False,False,607536.0,-,,0.0,0.0,0.0,False
Miles Mikolas,120,109,3.777,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
