pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Cade Cavalli,120,141,5.667,4.5,118.0,fanduel,-125.0,betmgm,0.67,0.653,0.67,0.665,H0,lcb_1sd_8pp,0.444,0.226,0.209,7.0,0.017,0.016,t12,73.116,A,CORROBORATED,False,True,676917.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Colin Rea,112,138,4.54,3.5,-110.0,fanatics,-110.0,draftkings,0.67,0.653,0.67,0.665,H0,lcb_1sd_8pp,0.501,0.169,0.152,6.0,0.017,0.005,t12,88.212,A,CORROBORATED,False,True,607067.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Chris Sale,144,121,6.274,7.5,122.0,fanduel,-141.0,draftkings,0.295,0.311,0.295,0.293,H0,lcb_1sd_8pp,0.434,-0.14,-0.123,6.0,0.017,0.009,t12,82.902,A,CORROBORATED,False,True,519242.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Slade Cecconi,114,113,4.255,4.5,-120.0,fanatics,100.0,betmgm,0.413,0.413,0.417,0.413,H3,raw_8pp,0.521,-0.108,-0.108,6.0,0.027,0.007,t4,81.068,A,CORROBORATED,False,True,677944.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Shane Bieber,141,120,4.665,4.5,141.0,betonlineag,-160.0,betmgm,0.513,0.501,0.513,0.51,H0,lcb_1sd_8pp,0.411,0.102,0.09,6.0,0.011,0.012,t12,76.296,A,CORROBORATED,True,True,669456.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Seth Lugo,118,142,4.723,4.5,131.0,draftkings,-154.0,fanduel,0.52,0.509,0.52,0.52,H0,lcb_1sd_8pp,0.42,0.1,0.088,6.0,0.012,0.01,t12,83.456,A,CORROBORATED,True,True,607625.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Michael King,135,115,4.984,5.5,110.0,bovada,-125.0,betmgm,0.372,0.377,0.372,0.372,H0,lcb_1sd_8pp,0.458,-0.086,-0.081,6.0,0.004,0.011,t12,83.018,A,CORROBORATED,False,True,650633.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Christian Scott,121,144,5.407,4.5,-150.0,betmgm,110.0,betmgm,0.641,0.632,0.641,0.639,H0,lcb_1sd_8pp,0.558,0.083,0.075,1.0,0.009,0.0,t12,51.663,C,LOW,False,False,681035.0,-,,0.0,0.0,0.0,False
Reid Detmers,108,117,5.727,5.5,-200.0,betrivers,148.0,betrivers,0.508,0.553,0.508,0.496,H0,lcb_1sd_8pp,0.623,-0.115,-0.071,1.0,0.044,0.0,t12,28.556,C,LOW,False,False,672282.0,-,,0.0,0.0,0.0,False
Reid Detmers,108,117,5.727,6.5,107.0,draftkings,-135.0,bovada,0.358,0.398,0.358,0.347,H0,lcb_1sd_8pp,0.457,-0.099,-0.059,6.0,0.04,0.002,t12,70.422,A,CORROBORATED,False,False,672282.0,-,,0.0,0.0,0.0,False
Reid Detmers,108,117,5.727,7.5,205.0,betrivers,-286.0,betrivers,0.224,0.258,0.224,0.215,H0,lcb_1sd_8pp,0.307,-0.083,-0.049,1.0,0.034,0.0,t12,38.285,C,LOW,False,False,672282.0,-,,0.0,0.0,0.0,False
Aaron Nola,143,146,5.228,4.5,-140.0,betmgm,105.0,betmgm,0.608,0.588,0.608,0.609,H0,lcb_1sd_8pp,0.545,0.064,0.044,1.0,0.02,0.0,t12,48.059,C,LOW,False,False,605400.0,-,,0.0,0.0,0.0,False
Reid Detmers,108,117,5.727,4.5,-455.0,betrivers,300.0,betrivers,0.693,0.732,0.693,0.682,H0,lcb_1sd_8pp,0.766,-0.074,-0.034,1.0,0.04,0.0,t12,31.981,C,LOW,False,False,672282.0,-,,0.0,0.0,0.0,False
Griffin Jax,139,140,5.104,5.5,105.0,betmgm,-124.0,betrivers,0.407,0.442,0.407,0.395,H0,lcb_1sd_8pp,0.471,-0.064,-0.028,6.0,0.035,0.01,t12,55.543,B,CORROBORATED,False,False,643377.0,-,,0.0,0.0,0.0,False
Michael Lorenzen,115,135,3.901,3.5,-120.0,fanduel,-104.0,draftkings,0.553,0.543,0.553,0.55,H0,lcb_1sd_8pp,0.516,0.037,0.027,5.0,0.009,0.004,t12,91.415,A,CORROBORATED,False,False,547179.0,-,,0.0,0.0,0.0,False
Logan Henderson,158,137,5.475,4.5,-185.0,betmgm,135.0,betmgm,0.657,0.628,0.657,0.655,H0,lcb_1sd_8pp,0.604,0.053,0.023,1.0,0.029,0.0,t12,37.369,C,LOW,False,False,701656.0,-,,0.0,0.0,0.0,False
Troy Melton,116,110,5.691,5.5,-102.0,fanduel,-110.0,betmgm,0.52,0.498,0.52,0.514,H0,lcb_1sd_8pp,0.489,0.031,0.01,5.0,0.022,0.012,t12,68.491,A,CORROBORATED,False,False,675512.0,-,,0.0,0.0,0.0,False
Dean Kremer,110,116,4.788,4.5,-146.0,draftkings,122.0,fanduel,0.533,0.561,0.533,0.523,H0,lcb_1sd_8pp,0.568,-0.035,-0.007,6.0,0.028,0.007,t12,75.263,A,CORROBORATED,False,False,665152.0,-,,0.0,0.0,0.0,False
Christian Scott,121,144,5.407,5.5,117.0,betrivers,-135.0,draftkings,0.465,0.447,0.465,0.465,H0,lcb_1sd_8pp,0.441,0.024,0.006,6.0,0.019,0.009,t12,74.2,A,CORROBORATED,False,False,681035.0,-,,0.0,0.0,0.0,False
Luis Castillo,136,119,4.88,4.5,-120.0,fanatics,103.0,draftkings,0.546,0.529,0.546,0.548,H0,lcb_1sd_8pp,0.526,0.02,0.004,6.0,0.017,0.009,t12,80.136,A,CORROBORATED,False,False,622491.0,-,,0.0,0.0,0.0,False
Gerrit Cole,147,145,6.183,6.5,115.0,betmgm,-126.0,draftkings,0.427,0.459,0.427,0.422,H0,lcb_1sd_8pp,0.461,-0.034,-0.002,7.0,0.032,0.013,t12,63.76,B,CORROBORATED,False,False,543037.0,-,,0.0,0.0,0.0,False
Taj Bradley,142,118,6.251,6.5,105.0,betmgm,-119.0,draftkings,0.441,0.473,0.441,0.432,H0,lcb_1sd_8pp,0.475,-0.034,-0.002,7.0,0.032,0.01,t12,65.832,B,CORROBORATED,False,False,671737.0,-,,0.0,0.0,0.0,False
Jake Bennett,111,133,4.113,3.5,-139.0,betrivers,123.0,draftkings,0.593,0.563,0.593,0.602,H0,lcb_1sd_8pp,0.561,0.032,0.002,6.0,0.03,0.013,t12,60.036,B,CORROBORATED,False,False,687562.0,-,,0.0,0.0,0.0,False
Anthony Kay,145,147,4.702,4.5,-120.0,betmgm,110.0,draftkings,0.519,0.532,0.519,0.519,H0,lcb_1sd_8pp,0.533,-0.014,-0.002,6.0,0.012,0.013,t12,75.587,A,CORROBORATED,False,False,641743.0,-,,0.0,0.0,0.0,False
Landen Roupp,137,158,5.466,5.5,-120.0,fanduel,-102.0,draftkings,0.482,0.514,0.482,0.475,H0,lcb_1sd_8pp,0.515,-0.033,-0.001,5.0,0.032,0.005,t12,73.232,A,CORROBORATED,False,False,694738.0,-,,0.0,0.0,0.0,False
Brandon Pfaadt,109,134,4.03,3.5,-148.0,fanduel,125.0,draftkings,0.586,0.569,0.586,0.597,H0,lcb_1sd_8pp,0.569,0.017,0.0,5.0,0.035,0.007,t12,69.494,A,CORROBORATED,False,False,694297.0,-,,0.0,0.0,0.0,False
Brandon Pfaadt,109,134,4.03,4.5,132.0,betrivers,-175.0,betmgm,0.385,0.404,0.385,0.391,H0,lcb_1sd_8pp,0.404,-0.02,-0.0,2.0,0.022,0.002,t12,75.408,A,CORROBORATED,False,False,694297.0,-,,0.0,0.0,0.0,False
Logan Henderson,158,137,5.475,5.5,116.0,fanduel,-144.0,draftkings,0.469,0.439,0.469,0.467,H0,lcb_1sd_8pp,0.439,0.03,0.0,5.0,0.033,0.003,t12,71.184,A,CORROBORATED,False,False,701656.0,-,,0.0,0.0,0.0,False
Sandy Alcantara,146,143,5.319,5.5,116.0,fanduel,-138.0,draftkings,0.451,0.441,0.451,0.454,H0,lcb_1sd_8pp,0.441,0.01,0.0,7.0,0.011,0.006,t12,91.33,A,CORROBORATED,False,False,645261.0,-,,0.0,0.0,0.0,False
Aaron Nola,143,146,5.228,5.5,126.0,fanduel,-152.0,betonlineag,0.433,0.422,0.433,0.43,H0,lcb_1sd_8pp,0.422,0.011,0.0,5.0,0.026,0.007,t12,73.508,A,CORROBORATED,False,False,605400.0,-,,0.0,0.0,0.0,False
Jack Perkins,133,111,5.363,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Gavin Williams,114,113,6.501,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Walbert Ureña,108,117,5.547,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Payton Tolle,111,133,5.478,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Brandon Sproat,158,137,5.024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Tyler Mahle,137,158,4.782,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
