pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Daniel Lynch IV,118,119,3.819,1.5,-190.0,betmgm,140.0,betmgm,0.914,0.882,0.914,0.905,H0,lcb_1sd_8pp,0.611,0.303,0.271,1.0,0.032,0.0,t12,26.85,C,LOW,False,True,663738.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jack Perkins,133,139,5.209,3.5,-152.0,draftkings,125.0,fanatics,0.788,0.774,0.788,0.786,H0,lcb_1sd_8pp,0.576,0.212,0.198,2.0,0.014,0.007,t12,65.411,B,CORROBORATED,False,True,678022.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jack Perkins,133,139,5.209,4.5,126.0,fanduel,-160.0,betmgm,0.617,0.601,0.617,0.614,H0,lcb_1sd_8pp,0.419,0.199,0.183,4.0,0.016,0.004,t12,80.32,A,CORROBORATED,False,False,678022.0,-,,0.0,0.0,0.0,True
Kyle Leahy,138,143,5.051,3.5,-160.0,betmgm,133.0,draftkings,0.759,0.735,0.759,0.762,H0,lcb_1sd_8pp,0.583,0.176,0.152,7.0,0.024,0.006,t12,76.812,A,CORROBORATED,False,True,681517.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Rhett Lowder,113,145,4.699,3.5,-165.0,fanatics,130.0,betrivers,0.704,0.691,0.704,0.706,H0,lcb_1sd_8pp,0.589,0.115,0.102,2.0,0.013,0.005,t12,70.624,A,CORROBORATED,True,True,695076.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Rhett Lowder,113,145,4.699,4.5,140.0,fanduel,-160.0,betmgm,0.516,0.506,0.516,0.518,H0,lcb_1sd_8pp,0.405,0.112,0.102,5.0,0.01,0.012,t12,77.275,A,CORROBORATED,False,False,695076.0,-,,0.0,0.0,0.0,True
Shane Baz,110,142,5.372,4.5,-125.0,draftkings,100.0,fanduel,0.629,0.629,0.633,0.629,H3,raw_8pp,0.528,0.101,0.101,6.0,0.014,0.005,t4,92.501,A,CORROBORATED,False,True,669358.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Feltner,115,109,3.831,3.5,130.0,bovada,-150.0,betmgm,0.546,0.51,0.546,0.556,H0,lcb_1sd_8pp,0.421,0.125,0.089,5.0,0.036,0.012,t12,61.22,B,CORROBORATED,False,True,663372.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Luis Castillo,145,113,5.037,5.5,-113.0,fanduel,101.0,draftkings,0.382,0.429,0.382,0.394,H0,lcb_1sd_8pp,0.513,-0.131,-0.084,6.0,0.047,0.012,t12,49.217,C,LOW,False,True,622491.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Drew Rasmussen,139,133,5.572,4.5,-160.0,betmgm,120.0,betmgm,0.658,0.652,0.658,0.657,H0,lcb_1sd_8pp,0.575,0.083,0.077,1.0,0.006,0.0,t12,54.99,B,CORROBORATED,False,False,656876.0,-,,0.0,0.0,0.0,False
