pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Kyle Leahy,138,134,4.486,3.5,126.0,draftkings,-150.0,betmgm,0.652,0.652,0.662,0.652,H3,raw_8pp,0.426,0.226,0.226,6.0,0.033,0.008,t4,70.245,A,CORROBORATED,False,True,681517.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Mason Barnett,133,117,4.28,3.5,-105.0,fanatics,-125.0,fanatics,0.63,0.61,0.63,0.635,H0,lcb_1sd_8pp,0.481,0.149,0.129,3.0,0.019,0.001,t12,72.067,A,CORROBORATED,False,True,686930.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Brady Singer,113,144,4.42,3.5,-128.0,fanduel,115.0,betmgm,0.66,0.645,0.66,0.658,H0,lcb_1sd_8pp,0.543,0.118,0.102,7.0,0.016,0.011,t12,78.274,A,CORROBORATED,True,True,663903.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Randy Dobnak,118,145,4.348,3.5,-104.0,fanduel,-109.0,draftkings,0.637,0.591,0.637,0.651,H0,lcb_1sd_8pp,0.489,0.148,0.101,7.0,0.046,0.01,t12,49.862,C,LOW,False,True,677976.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Peter Lambert,117,133,4.869,4.5,130.0,draftkings,-150.0,fanduel,0.545,0.526,0.545,0.541,H0,lcb_1sd_8pp,0.431,0.114,0.095,5.0,0.019,0.011,t12,74.476,A,CORROBORATED,True,True,663567.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Zac Thornton,121,140,4.472,3.5,-155.0,betmgm,115.0,betmgm,0.663,0.647,0.663,0.661,H0,lcb_1sd_8pp,0.567,0.097,0.081,1.0,0.016,0.0,t12,49.06,C,LOW,False,True,804267.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Cam Schlittler,147,139,6.955,6.5,115.0,fanatics,-133.0,draftkings,0.556,0.523,0.556,0.547,H0,lcb_1sd_8pp,0.443,0.113,0.08,7.0,0.033,0.009,t12,66.749,B,CORROBORATED,True,True,693645.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Bryan Woo,136,108,6.29,6.5,-145.0,betmgm,123.0,draftkings,0.447,0.49,0.447,0.436,H0,lcb_1sd_8pp,0.566,-0.119,-0.076,6.0,0.042,0.011,t12,57.645,B,CORROBORATED,True,False,693433.0,-,PAPER-CONV,0.0,0.0,0.0,False
Tyler Glasnow,119,135,6.517,7.5,119.0,draftkings,-149.0,betonlineag,0.327,0.363,0.327,0.317,H0,lcb_1sd_8pp,0.436,-0.109,-0.073,5.0,0.035,0.004,t12,75.389,A,CORROBORATED,True,False,607192.0,-,PAPER-CONV,0.0,0.0,0.0,False
Tyler Mahle,144,113,5.392,5.5,-135.0,betonlineag,108.0,draftkings,0.459,0.467,0.459,0.461,H0,lcb_1sd_8pp,0.54,-0.082,-0.073,6.0,0.009,0.004,t12,94.86,A,CORROBORATED,False,False,641816.0,-,,0.0,0.0,0.0,False
