pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Ranger Suarez,111,114,4.801,4.5,115.0,bovada,-133.0,draftkings,0.53,0.515,0.53,0.528,H0,lcb_1sd_8pp,0.449,0.081,0.066,7.0,0.014,0.008,t12,84.48,A,CORROBORATED,False,False,624133.0,-,,0.0,0.0,0.0,False
Tanner Gordon,115,109,4.015,3.5,-106.0,draftkings,-110.0,betmgm,0.58,0.559,0.58,0.582,H0,lcb_1sd_8pp,0.496,0.084,0.062,7.0,0.021,0.008,t12,78.595,A,CORROBORATED,False,False,685299.0,-,,0.0,0.0,0.0,False
Tyler Phillips,146,112,4.007,3.5,-110.0,betmgm,113.0,draftkings,0.585,0.579,0.585,0.586,H0,lcb_1sd_8pp,0.524,0.06,0.055,7.0,0.006,0.019,t12,75.903,A,CORROBORATED,False,False,663969.0,-,,0.0,0.0,0.0,False
Ian Seymour,139,147,5.755,6.5,124.0,fanduel,-144.0,draftkings,0.349,0.388,0.349,0.343,H0,lcb_1sd_8pp,0.434,-0.084,-0.045,5.0,0.039,0.009,t12,56.404,B,CORROBORATED,False,False,693855.0,-,,0.0,0.0,0.0,False
Zac Thornton,121,140,4.472,4.5,129.0,draftkings,-164.0,fanduel,0.474,0.458,0.474,0.475,H0,lcb_1sd_8pp,0.415,0.059,0.043,4.0,0.016,0.002,t12,82.919,A,CORROBORATED,False,False,804267.0,-,,0.0,0.0,0.0,False
Grayson Rodriguez,108,136,5.076,4.5,-120.0,fanduel,110.0,betmgm,0.586,0.57,0.586,0.59,H0,lcb_1sd_8pp,0.528,0.058,0.042,7.0,0.016,0.015,t12,75.467,A,CORROBORATED,False,False,680570.0,-,,0.0,0.0,0.0,False
Paul Skenes,134,138,6.105,5.5,-140.0,fanatics,116.0,fanduel,0.587,0.587,0.591,0.587,H3,raw_8pp,0.56,0.027,0.027,7.0,0.021,0.007,t4,86.544,A,CORROBORATED,False,False,694973.0,-,,0.0,0.0,0.0,False
Ian Seymour,139,147,5.755,5.5,-160.0,betmgm,120.0,betmgm,0.517,0.551,0.517,0.51,H0,lcb_1sd_8pp,0.575,-0.059,-0.025,1.0,0.034,0.0,t12,33.62,C,LOW,False,False,693855.0,-,,0.0,0.0,0.0,False
Andrew Painter,143,158,5.008,5.5,119.0,draftkings,-153.0,draftkings,0.392,0.413,0.392,0.394,H0,lcb_1sd_8pp,0.43,-0.039,-0.017,1.0,0.021,0.0,t12,47.319,C,LOW,False,False,691725.0,-,,0.0,0.0,0.0,False
Tyler Glasnow,119,135,6.517,6.5,-140.0,betmgm,105.0,betmgm,0.499,0.531,0.499,0.489,H0,lcb_1sd_8pp,0.545,-0.046,-0.013,1.0,0.033,0.0,t12,42.304,C,LOW,False,False,607192.0,-,,0.0,0.0,0.0,False
Nick Pivetta,135,119,4.766,4.5,-110.0,betmgm,-107.0,draftkings,0.531,0.511,0.531,0.529,H0,lcb_1sd_8pp,0.5,0.031,0.011,7.0,0.021,0.006,t12,75.041,A,CORROBORATED,False,False,601713.0,-,,0.0,0.0,0.0,False
Kumar Rocker,140,121,4.354,4.5,124.0,fanduel,-135.0,betmgm,0.448,0.443,0.448,0.445,H0,lcb_1sd_8pp,0.443,0.005,0.0,7.0,0.012,0.014,t12,77.559,A,CORROBORATED,False,False,677958.0,-,,0.0,0.0,0.0,False
Eduardo Rodriguez,109,115,4.894,4.5,-130.0,fanduel,115.0,betmgm,0.555,0.542,0.555,0.561,H0,lcb_1sd_8pp,0.542,0.013,0.0,6.0,0.018,0.012,t12,76.965,A,CORROBORATED,False,False,593958.0,-,,0.0,0.0,0.0,False
Matthew Boyd,112,146,4.609,4.5,100.0,betmgm,-104.0,draftkings,0.503,0.507,0.503,0.503,H0,lcb_1sd_8pp,0.507,-0.004,-0.0,6.0,0.023,0.019,t12,70.049,A,CORROBORATED,False,False,571510.0,-,,0.0,0.0,0.0,False
Andrew Painter,143,158,5.008,4.5,-140.0,betmgm,126.0,fanduel,0.57,0.569,0.57,0.574,H0,lcb_1sd_8pp,0.569,0.001,0.0,5.0,0.026,0.014,t12,65.745,B,CORROBORATED,False,False,691725.0,-,,0.0,0.0,0.0,False
Jeffrey Springs,133,108,4.521,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Merrill Kelly,109,115,4.075,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
George Kirby,136,117,5.446,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Cody Bradford,140,121,4.082,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Walbert Ureña,108,133,5.423,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,135,6.291,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Nolan McLean,121,140,5.929,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Bryse Wilson,158,143,3.663,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
