pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Eric Lauer,5.3,6.5,UNDER,-110.0,0.696,0.481,0.215,1,PAPER,0
Jack Perkins,4.72,5.5,UNDER,-150.0,0.644,0.564,0.08,4,PAPER,0
Ryan Feltner,5.35,5.5,UNDER,-105.0,0.531,0.468,0.064,1,PAPER,0
Merrill Kelly,5.26,5.5,UNDER,100.0,0.543,0.484,0.059,4,PAPER,0
