pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Gage Jump,4.72,5.5,UNDER,-140.0,0.649,0.548,0.101,3,PAPER,0
Randy Dobnak,5.25,5.5,UNDER,110.0,0.554,0.457,0.097,4,PAPER,0
Grayson Rodriguez,4.93,5.5,UNDER,-135.0,0.609,0.523,0.086,1,PAPER,0
George Kirby,5.05,5.5,UNDER,-125.0,0.575,0.534,0.041,3,PAPER,0
