pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Michael King,135,114,5.219,3.5,-157.0,draftkings,126.0,fanduel,0.781,0.772,0.781,0.783,H0,lcb_1sd_8pp,0.58,0.201,0.192,6.0,0.009,0.003,t12,94.318,A,CORROBORATED,False,True,650633.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Kyle Freeland,115,137,4.393,5.5,120.0,fanduel,-150.0,betmgm,0.281,0.302,0.281,0.287,H0,lcb_1sd_8pp,0.432,-0.151,-0.13,6.0,0.02,0.007,t12,81.725,A,CORROBORATED,False,True,607536.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Clay Holmes,112,138,4.62,3.5,-134.0,betrivers,125.0,betmgm,0.693,0.676,0.693,0.688,H0,lcb_1sd_8pp,0.56,0.133,0.115,6.0,0.017,0.014,t12,73.194,A,CORROBORATED,False,True,605280.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,158,6.119,6.5,-125.0,betmgm,118.0,betrivers,0.418,0.441,0.418,0.424,H0,lcb_1sd_8pp,0.552,-0.134,-0.111,6.0,0.023,0.016,t12,66.509,B,CORROBORATED,False,True,808967.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Landen Roupp,137,115,5.151,5.5,-128.0,fanduel,110.0,betmgm,0.414,0.44,0.414,0.407,H0,lcb_1sd_8pp,0.538,-0.124,-0.098,7.0,0.026,0.009,t12,73.387,A,CORROBORATED,False,True,694738.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Brandon Pfaadt,109,144,4.228,3.5,105.0,betmgm,-105.0,draftkings,0.619,0.589,0.619,0.628,H0,lcb_1sd_8pp,0.492,0.127,0.097,6.0,0.03,0.02,t12,62.584,B,CORROBORATED,False,True,694297.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
George Kirby,136,117,4.648,5.5,125.0,betrivers,-167.0,betrivers,0.318,0.34,0.318,0.314,H0,lcb_1sd_8pp,0.415,-0.098,-0.076,1.0,0.022,0.0,t12,50.398,C,LOW,False,False,669923.0,-,,0.0,0.0,0.0,False
Seth Lugo,118,108,4.759,5.5,127.0,draftkings,-162.0,draftkings,0.337,0.35,0.337,0.341,H0,lcb_1sd_8pp,0.416,-0.079,-0.066,1.0,0.013,0.0,t12,56.651,B,CORROBORATED,False,False,607625.0,-,,0.0,0.0,0.0,False
George Kirby,136,117,4.648,4.5,-140.0,betmgm,132.0,fanduel,0.499,0.515,0.499,0.494,H0,lcb_1sd_8pp,0.578,-0.079,-0.063,5.0,0.016,0.018,t12,75.413,A,CORROBORATED,False,False,669923.0,-,,0.0,0.0,0.0,False
Chase Burns,113,146,5.926,6.5,105.0,bovada,-115.0,betmgm,0.38,0.417,0.38,0.371,H0,lcb_1sd_8pp,0.475,-0.094,-0.058,7.0,0.037,0.016,t12,52.554,B,CORROBORATED,False,False,695505.0,-,,0.0,0.0,0.0,False
Peter Lambert,117,136,5.423,4.5,-140.0,betmgm,134.0,fanduel,0.64,0.626,0.64,0.637,H0,lcb_1sd_8pp,0.57,0.07,0.056,7.0,0.014,0.017,t12,71.903,A,CORROBORATED,False,False,663567.0,-,,0.0,0.0,0.0,False
Kumar Rocker,140,133,4.634,4.5,120.0,betmgm,-130.0,fanduel,0.51,0.494,0.51,0.507,H0,lcb_1sd_8pp,0.455,0.055,0.038,5.0,0.017,0.016,t12,72.756,A,CORROBORATED,False,False,677958.0,-,,0.0,0.0,0.0,False
Gerrit Cole,147,141,5.49,5.5,126.0,fanduel,-155.0,betmgm,0.483,0.448,0.483,0.477,H0,lcb_1sd_8pp,0.423,0.059,0.025,7.0,0.034,0.006,t12,70.774,A,CORROBORATED,False,False,543037.0,-,,0.0,0.0,0.0,False
Seth Lugo,118,108,4.759,4.5,-140.0,betmgm,120.0,betrivers,0.518,0.539,0.518,0.522,H0,lcb_1sd_8pp,0.561,-0.042,-0.022,6.0,0.02,0.01,t12,79.021,A,CORROBORATED,False,False,607625.0,-,,0.0,0.0,0.0,False
Andrew Alvarez,120,121,4.165,4.5,108.0,fanduel,-123.0,draftkings,0.417,0.446,0.417,0.418,H0,lcb_1sd_8pp,0.465,-0.048,-0.019,6.0,0.029,0.012,t12,62.901,B,CORROBORATED,False,False,674841.0,-,,0.0,0.0,0.0,False
Robert Gasser,158,119,4.203,4.5,115.0,fanatics,-140.0,fanduel,0.416,0.431,0.416,0.419,H0,lcb_1sd_8pp,0.445,-0.029,-0.014,7.0,0.015,0.006,t12,82.674,A,CORROBORATED,False,False,688107.0,-,,0.0,0.0,0.0,False
Sandy Alcantara,146,113,5.335,5.5,-110.0,betrivers,-105.0,betmgm,0.44,0.491,0.44,0.446,H0,lcb_1sd_8pp,0.504,-0.064,-0.013,6.0,0.051,0.011,t12,53.135,B,CORROBORATED,False,False,645261.0,-,,0.0,0.0,0.0,False
Jake Bennett,111,134,4.291,4.5,126.0,draftkings,-150.0,betmgm,0.44,0.429,0.44,0.438,H0,lcb_1sd_8pp,0.428,0.012,0.001,5.0,0.011,0.008,t12,80.179,A,CORROBORATED,False,False,687562.0,-,,0.0,0.0,0.0,False
Matthew Liberatore,138,112,4.341,4.5,107.0,draftkings,-125.0,betmgm,0.452,0.466,0.452,0.457,H0,lcb_1sd_8pp,0.466,-0.014,-0.0,7.0,0.023,0.008,t12,79.288,A,CORROBORATED,False,False,669461.0,-,,0.0,0.0,0.0,False
Grayson Rodriguez,108,118,5.204,5.5,122.0,fanduel,-143.0,draftkings,0.434,0.434,0.434,0.43,H0,lcb_1sd_8pp,0.434,-0.0,-0.0,5.0,0.019,0.008,t12,77.127,A,CORROBORATED,False,False,680570.0,-,,0.0,0.0,0.0,False
Gavin Williams,114,135,6.917,7.5,124.0,fanduel,-135.0,betmgm,0.399,0.436,0.399,0.392,H0,lcb_1sd_8pp,0.436,-0.036,-0.0,5.0,0.045,0.016,t12,47.954,C,LOW,False,False,668909.0,-,,0.0,0.0,0.0,False
Jackson Jobe,116,145,4.602,4.5,102.0,betrivers,-109.0,draftkings,0.496,0.485,0.496,0.491,H0,lcb_1sd_8pp,0.485,0.012,0.0,7.0,0.025,0.017,t12,61.8,B,CORROBORATED,False,False,695549.0,-,,0.0,0.0,0.0,False
Shane Bieber,141,147,5.177,4.5,-154.0,betonlineag,122.0,fanduel,0.595,0.574,0.595,0.583,H0,lcb_1sd_8pp,0.574,0.022,0.0,3.0,0.04,0.002,t12,53.848,B,CORROBORATED,False,False,669456.0,-,,0.0,0.0,0.0,False
Shane Bieber,141,147,5.177,5.5,125.0,draftkings,-160.0,draftkings,0.408,0.42,0.408,0.395,H0,lcb_1sd_8pp,0.42,-0.012,-0.0,3.0,0.039,0.003,t12,53.69,B,CORROBORATED,False,False,669456.0,-,,0.0,0.0,0.0,False
Steven Matz,139,110,4.371,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Shane Drohan,158,119,5.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Walbert Ureña,108,140,5.277,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Roki Sasaki,119,158,5.658,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
