pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Jacob Misiorowski,158,121,8.5,UNDER,PAPER-V3.1,-102.0,draftkings,6.447,0.207,0.235,0.506,-0.271,7.0,H0,lcb_1sd_8pp,t12,67.771,B,0.027,0.01,0.0,0.0,0.0,694819.0,51.0,Mixed signals,MIXED,7 internal/verified areas checked
Gabriel Hughes,115,120,3.5,OVER,PAPER-V3.1,-125.0,betmgm,4.333,0.645,0.645,0.541,0.103,6.0,H3,raw_8pp,t4,78.161,A,0.007,0.012,0.0,0.0,0.0,687312.0,19.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Sean Manaea,121,158,4.5,OVER,PAPER-CONV,-161.0,draftkings,5.733,0.69,0.668,0.582,0.086,5.0,H0,lcb_1sd_8pp,t12,86.171,A,0.023,0.003,0.0,0.0,0.0,640455.0,56.0,Mixed signals,MIXED,7 internal/verified areas checked
