pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Freddy Peralta,4.71,5.5,UNDER,-125.0,0.638,0.553,0.085,4,PAPER,0
Jacob Lopez,4.69,5.5,UNDER,-154.0,0.649,0.567,0.082,3,PAPER,0
Andrew Painter,4.88,5.5,UNDER,-135.0,0.621,0.567,0.054,3,PAPER,0
Christian Scott,4.79,5.5,UNDER,-160.0,0.629,0.575,0.054,1,PAPER,0
