pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Randy Dobnak,118,141,2.5,OVER,PAPER-V3.1,-120.0,betmgm,3.917,0.764,0.745,0.528,0.217,7.0,H0,lcb_1sd_8pp,t12,73.224,A,0.019,0.009,0.0,0.0,0.0,677976.0,36.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Grayson Rodriguez,108,114,4.5,OVER,PAPER-V3.1,128.0,fanduel,5.39,0.637,0.608,0.419,0.189,6.0,H0,lcb_1sd_8pp,t12,77.249,A,0.029,0.004,0.0,0.0,0.0,680570.0,44.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
J.T. Ginn,133,142,3.5,OVER,PAPER-V3.1,-155.0,betmgm,4.985,0.753,0.739,0.571,0.168,2.0,H0,lcb_1sd_8pp,t12,74.478,A,0.014,0.004,0.0,0.0,0.0,669372.0,39.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Troy Melton,116,139,3.5,OVER,PAPER-V3.1,-165.0,betmgm,4.961,0.73,0.73,0.59,0.14,4.0,H3,raw_8pp,t4,63.868,B,0.037,0.004,0.0,0.0,0.0,675512.0,41.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Matthew Boyd,112,109,3.5,OVER,PAPER-CONV,-120.0,fanduel,4.293,0.632,0.606,0.517,0.089,7.0,H0,lcb_1sd_8pp,t12,77.688,A,0.026,0.007,0.0,0.0,0.0,571510.0,13.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Robert Stock,121,158,4.5,OVER,PAPER-CONV,105.0,betmgm,5.092,0.575,0.554,0.472,0.082,7.0,H0,lcb_1sd_8pp,t12,71.18,A,0.022,0.009,0.0,0.0,0.0,476594.0,52.0,Mixed signals,MIXED,5 internal/verified areas checked
