pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Zack Wheeler,143,110,6.374,7.5,-111.0,fanduel,-108.0,betonlineag,0.302,0.302,0.307,0.302,H3,raw_8pp,0.506,-0.204,-0.204,7.0,0.025,0.005,t4,85.828,A,CORROBORATED,False,True,554430.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Keider Montero,116,133,4.285,3.5,123.0,draftkings,-128.0,fanduel,0.625,0.591,0.625,0.622,H0,lcb_1sd_8pp,0.444,0.182,0.148,6.0,0.034,0.02,t12,57.99,B,CORROBORATED,False,True,672456.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Mitch Keller,134,113,4.396,5.5,130.0,betmgm,-175.0,betmgm,0.278,0.278,0.28,0.278,H3,raw_8pp,0.406,-0.128,-0.128,1.0,0.01,0.0,t4,57.491,B,CORROBORATED,False,True,656605.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Chase Burns,113,134,6.31,7.5,130.0,betmgm,-175.0,betmgm,0.285,0.285,0.293,0.285,H3,raw_8pp,0.406,-0.121,-0.121,1.0,0.034,0.0,t4,33.262,C,LOW,False,True,695505.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Griffin Jax,139,145,5.605,6.5,119.0,draftkings,-150.0,betmgm,0.319,0.319,0.329,0.319,H3,raw_8pp,0.434,-0.115,-0.115,3.0,0.03,0.006,t4,60.829,B,CORROBORATED,False,True,643377.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Gavin Williams,114,109,6.558,7.5,118.0,betrivers,-145.0,betonlineag,0.325,0.325,0.327,0.325,H3,raw_8pp,0.438,-0.113,-0.113,4.0,0.027,0.006,t4,72.774,A,CORROBORATED,False,True,668909.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Gerrit Cole,147,112,5.72,6.5,115.0,betmgm,-130.0,fanduel,0.344,0.349,0.344,0.344,H0,lcb_1sd_8pp,0.46,-0.116,-0.111,7.0,0.005,0.012,t12,81.671,A,CORROBORATED,True,True,543037.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Merrill Kelly,109,114,4.312,3.5,-115.0,betmgm,104.0,betrivers,0.631,0.631,0.631,0.631,H3,raw_8pp,0.526,0.106,0.106,7.0,0.017,0.012,t4,81.779,A,CORROBORATED,False,True,518876.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Max Scherzer,141,138,4.55,3.5,-152.0,draftkings,130.0,fanduel,0.674,0.674,0.679,0.674,H3,raw_8pp,0.578,0.096,0.096,6.0,0.015,0.01,t4,71.075,A,CORROBORATED,False,True,453286.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Chase Burns,113,134,6.31,6.5,-122.0,fanduel,105.0,draftkings,0.435,0.435,0.45,0.435,H3,raw_8pp,0.53,-0.094,-0.094,5.0,0.049,0.009,t4,54.301,B,CORROBORATED,False,False,695505.0,-,,0.0,0.0,0.0,True
Gavin Williams,114,109,6.558,6.5,-162.0,fanduel,126.0,fanduel,0.49,0.49,0.488,0.49,H3,raw_8pp,0.583,-0.093,-0.093,2.0,0.033,0.0,t4,61.518,B,CORROBORATED,False,False,668909.0,-,,0.0,0.0,0.0,True
Griffin Jax,139,145,5.605,5.5,-156.0,fanduel,122.0,fanduel,0.492,0.492,0.501,0.492,H3,raw_8pp,0.575,-0.083,-0.083,2.0,0.026,0.0,t4,62.422,B,CORROBORATED,False,False,643377.0,-,,0.0,0.0,0.0,True
Colin Rea,112,147,4.64,5.5,134.0,fanduel,-165.0,betrivers,0.316,0.331,0.316,0.319,H0,lcb_1sd_8pp,0.411,-0.094,-0.08,4.0,0.015,0.006,t12,84.68,A,CORROBORATED,False,False,607067.0,-,,0.0,0.0,0.0,False
Mitch Keller,134,113,4.396,4.5,-125.0,fanatics,105.0,bovada,0.456,0.456,0.457,0.456,H3,raw_8pp,0.533,-0.077,-0.077,6.0,0.008,0.007,t4,93.605,A,CORROBORATED,False,False,656605.0,-,,0.0,0.0,0.0,False
Kyle Freeland,115,118,4.443,3.5,-148.0,betrivers,127.0,draftkings,0.665,0.648,0.665,0.663,H0,lcb_1sd_8pp,0.572,0.093,0.077,2.0,0.016,0.013,t12,61.241,B,CORROBORATED,False,False,607536.0,-,,0.0,0.0,0.0,False
Anthony Kay,145,139,4.399,3.5,-160.0,betmgm,120.0,betmgm,0.651,0.651,0.649,0.651,H3,raw_8pp,0.575,0.076,0.076,1.0,0.009,0.0,t4,53.534,B,CORROBORATED,False,False,641743.0,-,,0.0,0.0,0.0,False
Cade Cavalli,120,144,5.425,4.5,-155.0,betrivers,126.0,draftkings,0.643,0.643,0.638,0.643,H3,raw_8pp,0.576,0.068,0.068,4.0,0.016,0.005,t4,84.801,A,CORROBORATED,False,False,676917.0,-,,0.0,0.0,0.0,False
Landen Roupp,137,135,4.769,5.5,120.0,betmgm,-160.0,betmgm,0.342,0.359,0.342,0.339,H0,lcb_1sd_8pp,0.425,-0.082,-0.066,1.0,0.016,0.0,t12,52.638,B,CORROBORATED,False,False,694738.0,-,,0.0,0.0,0.0,False
Seth Lugo,118,115,4.699,4.5,125.0,betrivers,-140.0,betmgm,0.523,0.488,0.523,0.528,H0,lcb_1sd_8pp,0.433,0.09,0.056,7.0,0.035,0.012,t12,62.555,B,CORROBORATED,False,False,607625.0,-,,0.0,0.0,0.0,False
George Kirby,136,142,5.165,5.5,-110.0,draftkings,-113.0,fanduel,0.414,0.443,0.414,0.41,H0,lcb_1sd_8pp,0.499,-0.084,-0.056,5.0,0.029,0.002,t12,82.095,A,CORROBORATED,False,False,669923.0,-,,0.0,0.0,0.0,False
Matthew Liberatore,138,141,4.268,3.5,-156.0,fanduel,122.0,fanduel,0.623,0.623,0.629,0.623,H3,raw_8pp,0.574,0.049,0.049,4.0,0.02,0.002,t4,87.534,A,CORROBORATED,False,False,669461.0,-,,0.0,0.0,0.0,False
Cade Cavalli,120,144,5.425,5.5,125.0,fanatics,-155.0,betmgm,0.473,0.473,0.468,0.473,H3,raw_8pp,0.425,0.048,0.048,2.0,0.017,0.008,t4,69.589,A,CORROBORATED,False,False,676917.0,-,,0.0,0.0,0.0,False
Kyle Bradish,110,143,5.323,5.5,-106.0,fanduel,-110.0,betmgm,0.448,0.448,0.45,0.448,H3,raw_8pp,0.496,-0.047,-0.047,6.0,0.012,0.008,t4,90.869,A,CORROBORATED,False,False,680694.0,-,,0.0,0.0,0.0,False
Sandy Alcantara,146,121,5.159,4.5,-128.0,fanduel,114.0,draftkings,0.582,0.582,0.579,0.582,H3,raw_8pp,0.538,0.044,0.044,5.0,0.021,0.011,t4,80.197,A,CORROBORATED,False,False,645261.0,-,,0.0,0.0,0.0,False
Colin Rea,112,147,4.64,4.5,-145.0,betmgm,129.0,draftkings,0.509,0.525,0.509,0.508,H0,lcb_1sd_8pp,0.568,-0.059,-0.043,2.0,0.016,0.02,t12,61.309,B,CORROBORATED,False,False,607067.0,-,,0.0,0.0,0.0,False
Jake Bennett,111,119,4.039,3.5,-115.0,fanduel,-103.0,draftkings,0.577,0.555,0.577,0.581,H0,lcb_1sd_8pp,0.513,0.064,0.042,5.0,0.023,0.009,t12,71.504,A,CORROBORATED,False,False,687562.0,-,,0.0,0.0,0.0,False
Michael King,135,137,5.223,5.5,-105.0,betmgm,-111.0,fanduel,0.435,0.455,0.435,0.438,H0,lcb_1sd_8pp,0.496,-0.061,-0.041,5.0,0.021,0.009,t12,79.075,A,CORROBORATED,False,False,650633.0,-,,0.0,0.0,0.0,False
Kumar Rocker,140,117,4.601,4.5,-132.0,betrivers,122.0,fanduel,0.5,0.522,0.5,0.502,H0,lcb_1sd_8pp,0.556,-0.056,-0.034,7.0,0.022,0.016,t12,68.31,A,CORROBORATED,False,False,677958.0,-,,0.0,0.0,0.0,False
Landen Roupp,137,135,4.769,4.5,-138.0,fanduel,120.0,betonlineag,0.529,0.534,0.529,0.528,H0,lcb_1sd_8pp,0.56,-0.031,-0.026,5.0,0.005,0.009,t12,84.61,A,CORROBORATED,False,False,694738.0,-,,0.0,0.0,0.0,False
Matthew Liberatore,138,141,4.268,4.5,140.0,betmgm,-169.0,draftkings,0.421,0.421,0.43,0.421,H3,raw_8pp,0.398,0.024,0.024,3.0,0.031,0.007,t4,66.799,A,CORROBORATED,False,False,669461.0,-,,0.0,0.0,0.0,False
Sandy Alcantara,146,121,5.159,5.5,135.0,betmgm,-185.0,betmgm,0.417,0.417,0.412,0.417,H3,raw_8pp,0.396,0.021,0.021,1.0,0.027,0.0,t4,46.171,B,CORROBORATED,False,False,645261.0,-,,0.0,0.0,0.0,False
Anthony Kay,145,139,4.399,4.5,124.0,fanduel,-144.0,draftkings,0.451,0.451,0.453,0.451,H3,raw_8pp,0.432,0.02,0.02,5.0,0.016,0.01,t4,81.305,A,CORROBORATED,False,False,641743.0,-,,0.0,0.0,0.0,False
Kyle Freeland,115,118,4.443,4.5,128.0,fanduel,-150.0,betmgm,0.471,0.443,0.471,0.469,H0,lcb_1sd_8pp,0.425,0.046,0.018,4.0,0.028,0.011,t12,63.811,B,CORROBORATED,False,False,607536.0,-,,0.0,0.0,0.0,False
Peter Lambert,117,140,5.574,5.5,-125.0,fanduel,106.0,betrivers,0.492,0.511,0.492,0.497,H0,lcb_1sd_8pp,0.529,-0.037,-0.018,6.0,0.019,0.009,t12,74.273,A,CORROBORATED,False,False,663567.0,-,,0.0,0.0,0.0,False
Taj Bradley,142,136,6.208,6.5,-108.0,fanduel,100.0,betmgm,0.434,0.488,0.434,0.42,H0,lcb_1sd_8pp,0.503,-0.069,-0.015,6.0,0.054,0.016,t12,45.543,C,LOW,False,False,671737.0,-,,0.0,0.0,0.0,False
Walbert Ureña,108,158,5.115,4.5,-139.0,betrivers,120.0,fanduel,0.59,0.565,0.59,0.591,H0,lcb_1sd_8pp,0.564,0.025,0.001,7.0,0.024,0.01,t12,68.905,A,CORROBORATED,False,False,700712.0,-,,0.0,0.0,0.0,False
Emmet Sheehan,119,111,5.721,5.5,-122.0,fanduel,107.0,draftkings,0.523,0.529,0.523,0.519,H0,lcb_1sd_8pp,0.529,-0.006,-0.0,4.0,0.015,0.01,t12,76.336,A,CORROBORATED,False,False,686218.0,-,,0.0,0.0,0.0,False
Gage Jump,133,116,5.423,5.5,110.0,betmgm,-115.0,fanatics,0.469,0.478,0.469,0.472,H0,lcb_1sd_8pp,0.478,-0.009,-0.0,7.0,0.018,0.017,t12,68.625,A,CORROBORATED,False,False,695611.0,-,,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,111,6.665,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Jack Perkins,133,116,4.996,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Ryan Feltner,115,118,4.142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Payton Tolle,111,119,5.365,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Framber Valdez,116,133,4.561,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Tyler Mahle,137,135,4.376,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Walker Buehler,135,137,4.576,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
